ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΚΙΟΛΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΡΑΣΤΑΜΑΤΗ ΜΑΡΙΑ του Στέφανου,ΝΙΚΟΛΑΡΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΟΣΙΛΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΡΟΜΠΟΤΗΣ ΣΠΥΡΙΔΩΝ του Βασιλείου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΛΑΘΑ ΔΙΟΝΥΣΙΑ του Βασιλείου,ΜΟΥΛΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΟΥΛΗΣ ΑΝΔΡΕΑΣ του Αθανασίου,ΡΕΝΤΕΤΑΚΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΙΡΙΚΟΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,Κίνημα Αλλαγής,ΚΑΡΟΥΣΗ-ΤΑΣΑΙΝΑ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΜΑΝΙΑΤΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΝΙΚΟΛΑΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΣΤΕΦΑΝΟΥ ΙΩΑΝΝΗΣ του Μιλτιάδη,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Νικολάου,ΑΝΤΩΝΙΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΛΑΪΤΖΗ ΜΑΡΙΑΝΘΗ του Αναστασίου,ΜΠΑΒΕΛΗ ΝΑΥΣΙΚΑ του Χρήστου,Ένωση Κεντρώων,ΖΕΡΒΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ του Χαράλαμπου,ΝΤΟΥΒΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ζαχαρία,Ο.Κ.Δ.Ε.,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ιακώβου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΡΑΣ ΙΩΑΝΝΗΣ του Λουκά,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστασίου,ΚΑΡΑΜΠΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΩΤΣΙΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΤΣΑΠΡΑΛΗ ΓΕΩΡΓΙΑ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΥΡΟΓΙΑΝΝΗΣ ΣΕΡΓΙΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΚΑΣΙΔΗ ΑΓΓΕΛΙΚΗ του Ευθυμίου,ΚΟΥΤΡΑ-ΞΥΛΙΝΑ ΜΑΡΙΝΑ του Θεοδώρου,ΠΑΤΡΙΝΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,Λαϊκή Ενότητα,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σπήλιου,ΚΑΨΟΥΡΟΣ ΓΕΩΡΓΙΟΣ του Λεωνίδα,ΚΥΡΙΑΚΟΥ ΕΥΣΤΑΘΙΑ του Γεωργίου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΤΖΩΡΤΖΗ ΕΥΓΕΝΙΑ του Νικολάου,ΜέΡΑ25,ΓΕΩΡΓΟΠΟΥΛΟΣ - ΖΟΥΤΑΣ ΔΗΜΗΤΡΙΟΣ του Ανδριανού,ΛΑΜΠΡΟΥ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΟΙΚΟΝΟΜΟΠΟΥΛΟΥ ΚΡΙΝΙΩ του Παναγιώτη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΥΑΛΙΣΤΡΑ ΑΛΕΞΑΝΔΡΑ του Διονυσίου,ΚΑΛΥΒΑΣ ΚΥΡΙΑΚΟΣ του Αθανασίου,ΚΟΡΙΛΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,106 E.T. Δήμου Επιδαύρου,488,311,5,1,6,305,50,8,21,6,1,5,171,91,19,2,20,24,9,1,0,2,1,2,40,0,9,0,11,16,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,2,0,2,0,0,0,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,2,0,0,0,0,5,1
44 - Αργολίδος,107 E.T. Δήμου Επιδαύρου,516,270,4,0,4,266,58,17,19,1,2,0,90,49,19,0,7,8,7,0,0,4,0,0,77,0,7,1,12,56,3,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,5,4,0,0,0,1,11,4,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,7,1,0,2,1,1,0,0,1,0
44 - Αργολίδος,108 E.T. Δήμου Επιδαύρου,407,216,1,0,1,215,40,11,18,1,0,4,95,56,10,4,4,7,4,1,0,0,0,0,63,0,2,0,1,60,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,2
44 - Αργολίδος,109 E.T. Δήμου Επιδαύρου,527,333,0,0,0,333,65,12,21,2,9,2,146,88,14,2,9,19,7,1,2,1,0,0,81,1,9,0,4,66,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,12,3,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,1,1,2,0,0,0,4,1
44 - Αργολίδος,110 E.T. Δήμου Επιδαύρου,535,361,2,2,4,357,62,18,24,6,3,1,152,82,18,2,10,27,5,1,1,0,0,0,99,0,13,0,8,75,11,2,0,4,0,1,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,6,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,2,5,1,4,0,1,1
44 - Αργολίδος,111 E.T. Δήμου Επιδαύρου,526,317,6,2,8,309,62,18,26,7,5,1,123,69,18,0,10,14,10,1,2,4,2,1,82,2,3,0,3,74,5,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,10,2,5,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,12,3,3,1,0,0,0,0,1,1
44 - Αργολίδος,112 E.T. Δήμου Επιδαύρου,524,355,7,0,7,348,78,22,19,1,14,2,136,88,5,0,7,18,6,0,0,2,1,1,84,0,8,0,8,65,6,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,2,7,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,12,1,3,4,4,0,3,0,4,1
44 - Αργολίδος,113 E.T. Δήμου Επιδαύρου,536,348,4,0,4,344,81,16,28,5,14,0,130,82,14,1,6,12,5,1,0,1,0,1,83,0,6,0,5,71,10,0,2,1,0,1,2,0,0,0,0,0,1,0,1,0,4,2,2,0,0,0,7,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,2,7,3,0,0,0,0,4,2
44 - Αργολίδος,114 E.T. Δήμου Επιδαύρου,253,186,0,1,1,185,11,2,6,0,0,0,20,10,3,0,2,0,1,0,0,0,0,0,147,0,0,0,1,146,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,115 E.T. Δήμου Επιδαύρου,105,58,0,1,1,57,4,0,1,0,0,1,32,13,10,0,4,2,0,0,0,0,0,0,18,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,116 E.T. Δήμου Επιδαύρου,531,307,6,1,7,300,74,15,21,19,3,1,143,79,22,2,10,13,2,0,0,1,0,1,42,1,9,0,8,14,9,1,1,3,0,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,1,0,1,2,1,1,0,7,1
44 - Αργολίδος,117 E.T. Δήμου Επιδαύρου,563,359,2,2,4,355,86,11,34,18,2,5,199,95,53,2,21,15,4,1,0,1,0,0,36,0,4,1,10,20,9,3,0,4,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,6,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,3,0,0,0,0,0,0,2,2
44 - Αργολίδος,118 E.T. Δήμου Επιδαύρου,534,343,8,1,9,334,98,13,25,31,2,1,142,55,60,1,5,8,6,2,0,2,0,0,42,1,7,0,5,26,20,1,0,7,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,6,1,2,1,1,0,0,1,0
44 - Αργολίδος,119 E.T. Δήμου Επιδαύρου,525,342,1,1,2,340,42,17,12,1,4,1,233,176,13,1,6,20,8,0,1,6,0,0,33,0,12,0,5,16,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,5,2
44 - Αργολίδος,120 E.T. Δήμου Επιδαύρου,387,221,0,2,2,219,54,10,14,16,2,2,124,107,3,1,1,10,5,0,0,2,0,0,12,0,8,0,2,2,9,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0
44 - Αργολίδος,121 E.T. Δήμου Επιδαύρου,394,222,2,2,4,218,41,8,10,15,3,2,140,124,2,1,2,8,7,0,1,3,2,0,7,0,3,0,3,1,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,1
44 - Αργολίδος,122 E.T. Δήμου Επιδαύρου,383,251,2,0,2,249,60,19,10,22,2,1,148,128,7,1,3,6,7,0,0,6,0,0,10,0,6,1,0,3,7,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,3,0
44 - Αργολίδος,123 E.T. Δήμου Επιδαύρου,453,224,1,0,1,223,55,18,20,0,1,4,96,39,10,3,9,23,6,0,0,2,1,1,35,0,9,2,9,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,7,0,0,0,7,6,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,5,1,0,1,2,0,2,0,1,1
44 - Αργολίδος,124 E.T. Δήμου Επιδαύρου,213,134,1,0,1,133,32,8,13,0,0,0,56,22,11,1,1,15,6,1,0,3,0,1,19,0,6,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,5,0,3,2
44 - Αργολίδος,125 E.T. Δήμου Ερμιονίδας,499,324,1,2,3,321,116,16,19,2,1,58,140,67,26,7,6,28,10,2,0,4,3,0,20,0,12,2,0,2,8,1,3,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,1,4,0,0,0,0,0,6,5
44 - Αργολίδος,126 E.T. Δήμου Ερμιονίδας,523,320,6,1,7,313,90,11,8,2,0,59,128,66,20,7,8,19,16,4,0,1,5,1,25,0,14,1,3,6,12,4,0,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,15,6,3,3,1,0,0,0,11,2
44 - Αργολίδος,127 E.T. Δήμου Ερμιονίδας,526,346,6,0,6,340,99,14,15,3,0,46,142,61,19,24,1,23,8,0,0,2,2,0,44,0,22,1,8,9,9,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,19,2,7,6,2,0,0,0,8,7
44 - Αργολίδος,128 E.T. Δήμου Ερμιονίδας,518,332,1,3,4,328,101,9,19,3,3,46,145,62,26,11,3,20,8,0,0,4,0,0,31,1,19,0,5,3,11,0,1,3,0,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,2,1,1,0,0,0,3,0,1,0,1,1,0,0,0,0,1,11,2,2,3,0,0,0,0,5,2
44 - Αργολίδος,129 E.T. Δήμου Ερμιονίδας,534,344,7,4,11,333,113,15,15,0,2,63,127,51,19,15,4,25,7,0,0,4,2,1,26,0,9,0,5,6,17,0,2,7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,14,2,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,2,1,5,5,0,2,0,9,6
44 - Αργολίδος,130 E.T. Δήμου Ερμιονίδας,291,178,1,2,3,175,74,21,30,3,1,18,51,28,2,2,0,16,8,0,0,0,7,1,13,0,5,0,1,7,17,3,1,4,5,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0
44 - Αργολίδος,131 E.T. Δήμου Ερμιονίδας,318,192,2,0,2,190,49,6,18,1,4,8,91,51,4,3,3,23,15,3,0,1,11,0,11,0,3,0,1,7,7,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,4,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2
44 - Αργολίδος,132 E.T. Δήμου Ερμιονίδας,345,219,2,2,4,215,32,6,9,2,0,11,137,65,5,13,2,41,3,1,1,0,0,1,10,0,10,0,0,0,6,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,6,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,1,0,3,2,0,0,1,1
44 - Αργολίδος,133 E.T. Δήμου Ερμιονίδας,319,216,0,1,1,215,41,5,6,3,2,15,144,61,6,15,6,43,6,1,0,2,0,1,4,0,2,0,1,1,4,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1
44 - Αργολίδος,134 E.T. Δήμου Ερμιονίδας,529,327,3,5,8,319,91,18,27,5,1,28,133,48,15,27,8,22,14,2,0,7,3,0,41,1,20,0,6,11,7,1,1,2,1,0,4,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,10,4,4,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,9,0,0,0,2,0,0,1,3,3
44 - Αργολίδος,135 E.T. Δήμου Ερμιονίδας,543,300,2,0,2,298,82,25,23,4,2,21,124,54,15,15,8,19,24,3,0,4,4,6,25,2,13,0,7,2,16,2,1,7,1,1,3,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,7,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,9,2,2,1,0,0,0,0,4,2
44 - Αργολίδος,136 E.T. Δήμου Ερμιονίδας,545,321,2,1,3,318,102,22,24,6,0,22,125,46,15,26,1,20,23,2,2,9,5,2,11,0,6,0,4,1,16,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,9,2,1,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,9,1,3,0,0,0,0,0,11,7
44 - Αργολίδος,137 E.T. Δήμου Ερμιονίδας,553,304,2,2,4,300,77,13,24,0,1,23,130,58,9,24,3,22,16,1,2,5,4,0,22,0,15,1,2,3,9,0,0,4,2,0,4,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,19,6,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,9,1,4,0,2,0,0,0,8,5
44 - Αργολίδος,138 E.T. Δήμου Ερμιονίδας,456,262,4,0,4,258,55,8,15,1,2,11,128,64,14,18,4,19,16,1,1,9,0,2,12,0,5,0,3,1,6,0,3,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,7,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,9,0,5,0,3,0,1,0,5,3
44 - Αργολίδος,139 E.T. Δήμου Ερμιονίδας,452,259,3,1,4,255,73,10,26,0,4,19,111,54,8,21,3,19,7,2,1,2,1,0,22,0,17,1,3,1,12,2,0,2,3,2,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,10,4,5,1,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0,8,0,7,1,2,0,0,0,2,1
44 - Αργολίδος,140 E.T. Δήμου Ερμιονίδας,443,242,4,0,4,238,63,9,12,2,0,26,113,46,8,34,6,12,13,1,0,7,0,1,11,0,8,0,3,0,14,0,2,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,1,6,3
44 - Αργολίδος,141 E.T. Δήμου Ερμιονίδας,452,246,3,0,3,243,66,10,15,3,1,25,106,42,10,27,5,17,7,0,2,4,0,0,24,0,19,0,2,1,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,2,4,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,10,2,3,2,1,0,0,0,10,6
44 - Αργολίδος,142 E.T. Δήμου Ερμιονίδας,489,276,0,1,1,275,89,12,21,3,3,29,98,47,5,16,2,19,10,2,1,3,0,1,32,0,13,0,6,9,11,2,1,0,2,0,3,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,10,2,4,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,12,0,5,2,2,0,0,0,2,0
44 - Αργολίδος,143 E.T. Δήμου Ερμιονίδας,521,319,4,4,8,311,75,27,17,1,0,14,142,68,12,25,6,16,10,3,1,2,0,2,55,2,26,1,19,4,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,5,3
44 - Αργολίδος,144 E.T. Δήμου Ερμιονίδας,538,332,4,1,5,327,73,23,26,1,0,8,138,69,6,26,5,24,18,3,1,7,4,1,68,0,26,1,33,2,10,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,3,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,2,1
44 - Αργολίδος,145 E.T. Δήμου Ερμιονίδας,179,103,2,2,4,99,13,1,5,1,0,3,49,18,8,4,1,16,9,1,1,0,6,0,17,0,3,0,9,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
44 - Αργολίδος,146 E.T. Δήμου Ερμιονίδας,68,55,2,0,2,53,13,4,1,0,1,0,21,7,2,5,1,1,6,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2
44 - Αργολίδος,147 E.T. Δήμου Ερμιονίδας,366,204,0,4,4,200,42,8,9,4,1,12,71,43,8,6,3,4,6,1,1,2,0,0,26,0,7,1,7,8,9,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,10,5,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,0,28,0,2,0,0,1,1,1
44 - Αργολίδος,148 E.T. Δήμου Ερμιονίδας,366,232,2,0,2,230,34,13,9,0,1,7,97,72,5,4,7,5,5,2,0,1,0,1,15,0,6,0,7,2,5,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,53,0,2,1,1,0,7,7
44 - Αργολίδος,149 E.T. Δήμου Ερμιονίδας,421,234,1,4,5,229,46,9,11,3,2,10,92,52,9,12,3,10,2,0,1,0,0,0,22,0,10,0,7,1,7,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,44,0,2,0,0,1,4,3
44 - Αργολίδος,150 E.T. Δήμου Ερμιονίδας,512,321,1,10,11,310,80,13,21,1,1,15,152,71,12,13,7,11,13,0,0,7,0,0,14,1,6,0,4,1,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,22,0,3,5,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,13,5,2,1,0,0,0,0,4,1
44 - Αργολίδος,151 E.T. Δήμου Ερμιονίδας,512,278,4,1,5,273,77,26,13,13,1,16,127,75,8,15,5,11,9,2,0,3,1,0,16,2,9,0,2,1,6,1,1,0,0,2,4,0,1,0,0,0,1,1,0,0,3,1,2,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,1,1,2,1,0,0,5,4
44 - Αργολίδος,152 E.T. Δήμου Ερμιονίδας,512,307,4,3,7,300,68,15,14,4,3,19,152,67,7,29,11,14,10,0,0,4,4,0,16,3,7,1,2,3,7,0,0,1,0,3,6,2,1,1,1,0,0,0,0,0,9,2,6,0,0,1,10,2,7,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,11,4,1,3,2,0,1,0,6,5
44 - Αργολίδος,153 E.T. Δήμου Ερμιονίδας,395,266,4,1,5,261,83,22,17,2,9,12,75,33,5,7,5,16,4,1,0,1,1,0,41,0,27,0,12,1,18,1,0,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,12,1,4,3,1,0,0,0,10,2
44 - Αργολίδος,154 E.T. Δήμου Ναυπλιέων,522,358,3,0,3,355,85,70,10,1,1,2,172,73,26,2,12,30,10,0,0,6,0,2,54,0,9,0,5,39,5,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,4,2,0,0,2,1
44 - Αργολίδος,155 E.T. Δήμου Ναυπλιέων,516,326,4,0,4,322,76,59,15,1,0,1,142,62,31,0,13,26,6,1,0,2,1,0,71,0,24,0,11,36,7,1,1,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,3,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,2,1,4,1,2,0,1,1
44 - Αργολίδος,156 E.T. Δήμου Ναυπλιέων,522,343,0,1,1,342,84,53,23,1,0,1,123,51,15,0,18,21,5,1,1,1,1,0,92,0,17,0,11,64,5,0,2,0,0,1,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,2,4,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,12,3,1,1,2,1,0,0,3,1
44 - Αργολίδος,157 E.T. Δήμου Ναυπλιέων,457,309,5,7,12,297,75,34,27,1,1,3,118,45,18,0,22,17,10,1,0,4,0,3,55,1,17,0,15,21,2,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,10,1,1,1,4,1,3,0,5,2
44 - Αργολίδος,158 E.T. Δήμου Ναυπλιέων,459,303,4,4,8,295,61,28,20,0,0,3,150,59,29,0,30,19,11,2,0,4,0,1,39,0,4,0,9,26,6,1,0,5,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,2,2,1,2,0,1,0,3,1
44 - Αργολίδος,159 E.T. Δήμου Ναυπλιέων,152,109,0,0,0,109,33,24,6,1,0,0,34,13,6,0,11,3,1,0,0,0,0,0,28,0,0,0,19,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0,0,0,0,0
44 - Αργολίδος,160 E.T. Δήμου Ναυπλιέων,390,256,1,2,3,253,66,27,27,1,2,1,109,39,31,1,16,14,7,1,1,2,0,1,49,0,13,0,17,18,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,10,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,4,2
44 - Αργολίδος,161 E.T. Δήμου Ναυπλιέων,394,261,2,0,2,259,86,48,20,3,3,1,93,30,30,0,11,17,6,0,0,5,0,1,49,0,8,3,14,24,6,0,0,4,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,1,1
44 - Αργολίδος,162 E.T. Δήμου Ναυπλιέων,218,104,1,1,2,102,29,20,5,1,1,0,40,20,11,0,8,1,8,0,0,4,4,0,11,1,4,0,3,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
44 - Αργολίδος,163 E.T. Δήμου Ναυπλιέων,557,382,1,3,4,378,89,26,35,2,4,0,204,57,42,0,65,21,7,0,0,6,0,0,40,0,6,0,11,20,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,14,4,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9,2,0,2,4,2,0,0,2,1
44 - Αργολίδος,164 E.T. Δήμου Ναυπλιέων,567,358,3,3,6,352,58,24,20,4,3,1,202,66,28,2,70,18,3,0,0,1,0,2,53,0,9,2,14,25,6,0,0,1,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,11,1,4,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,2,0,3,2,0,0,2,5,2
