ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΜΗΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΡΟΥΣΙΑΣ ΜΑΡΙΝΟΣ του Ιωάννη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΜΑΥΡΑ του Σπυρίδωνος,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΡΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΛΥΤΡΙΒΗ ΙΩΑΝΝΑ του Δημητρίου,ΠΑΠΑΗΛΙΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΥ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΗ ΔΕΣΠΟΙΝΑ του Αγγελου,ΗΛΙΟΠΟΥΛΟΥ ΔΑΦΝΗ του Γαβριήλ,ΚΟΛΟΚΟΤΡΩΝΗΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΧΑΡΜΠΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Κίνημα Αλλαγής,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΟΓΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΠΡΑΧΑΛΙΑΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ του Αριστείδη,Κ.Κ.Ε.,ΔΙΑΜΑΝΤΑΚΟΣ ΗΛΙΑΣ του Κωνσταντίνου,ΜΠΟΥΡΣΙΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΦΡΑΓΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελή,ΞΑΝΘΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Γεωργίου,ΡΩΣΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Γιοσήφ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΑΡΑΛΕΚΑ ΠΑΡΑΣΚΕΥΗ του Ιωάννη,ΛΙΑΜΠΟΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σαράντη,ΣΚΑΝΤΖΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΛΕΞΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΠΟΛΙΤΗ ΖΑΧΑΡΕΝΙΑ του Ηλία,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΒΑΡΕΛΑ ΜΑΛΑΜΩ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΝΙΑΔΟΥ ΙΩΑΝΝΑ του Ιωάννη,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΜΑΡΝΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΕΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΤΡΕΜΠΑ ΦΩΤΕΙΝΗ του Δημητρίου,Λαϊκή Ενότητα,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΠΑΝΑΓΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΤΑΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜέΡΑ25,ΓΑΒΡΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΥΤΡΗ ΕΛΕΝΗ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΑΣΚΑΛΟΠΟΥΛΟΥ ΣΠΥΡΙΔΟΥΛΑ του Γεωργίου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΕΟΔΟΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου
45 - Αρκαδίας,1 E.T. Δήμου Βόρειας Κυνουρίας,535,321,8,3,11,310,75,6,15,2,3,16,146,42,4,13,69,2,6,0,0,1,4,0,32,1,0,16,10,1,18,0,1,6,3,2,1,0,0,0,0,0,4,1,5,0,0,5,9,3,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,4,2
45 - Αρκαδίας,2 E.T. Δήμου Βόρειας Κυνουρίας,513,305,5,3,8,297,53,8,8,0,3,2,171,41,2,47,55,2,7,0,1,1,0,3,26,1,0,9,9,2,12,2,0,5,0,1,4,0,1,1,1,0,1,1,0,0,0,1,8,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,0,4,3
45 - Αρκαδίας,3 E.T. Δήμου Βόρειας Κυνουρίας,517,330,2,0,2,328,78,8,24,7,3,13,150,55,6,20,48,3,5,0,0,0,4,1,39,1,2,24,6,1,25,2,1,6,10,2,1,1,0,0,0,0,1,0,4,0,0,4,9,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6,1,0,2,1,1,0,0,7,4
45 - Αρκαδίας,4 E.T. Δήμου Βόρειας Κυνουρίας,545,349,3,3,6,343,92,7,26,4,7,21,155,41,3,21,70,4,9,1,0,0,4,0,27,1,0,13,9,0,12,3,0,1,1,0,3,0,0,1,0,0,9,6,2,0,0,2,11,7,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,2,0,5,3,1,0,0,3,0
45 - Αρκαδίας,5 E.T. Δήμου Βόρειας Κυνουρίας,518,330,2,1,3,327,95,5,22,9,3,29,155,64,6,21,48,3,7,0,0,0,5,2,31,0,0,19,4,2,6,1,0,1,0,1,6,4,0,0,0,0,0,0,0,0,0,0,16,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,0,0,0,0,1,1
45 - Αρκαδίας,6 E.T. Δήμου Βόρειας Κυνουρίας,141,56,0,0,0,56,10,0,4,0,1,3,22,13,3,1,0,0,10,0,0,0,5,2,8,0,0,7,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,7 E.T. Δήμου Βόρειας Κυνουρίας,446,281,3,3,6,275,82,10,11,7,2,29,116,28,0,8,63,0,3,0,0,0,1,0,35,1,0,16,14,0,12,2,0,1,5,0,1,1,0,0,0,0,0,0,7,0,0,7,8,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,2,0,1,0,2,2
45 - Αρκαδίας,8 E.T. Δήμου Βόρειας Κυνουρίας,459,286,3,2,5,281,62,7,14,6,3,21,142,62,1,6,64,1,11,0,1,0,7,0,22,0,2,9,8,1,15,0,0,1,5,0,1,0,0,0,0,0,0,0,9,0,0,2,7,3,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,3,2
45 - Αρκαδίας,9 E.T. Δήμου Βόρειας Κυνουρίας,142,41,2,0,2,39,5,0,0,0,0,2,22,6,0,6,4,2,0,0,0,0,0,0,8,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,10 E.T. Δήμου Βόρειας Κυνουρίας,582,269,6,0,6,263,64,6,24,17,3,4,125,45,6,34,24,1,5,0,0,2,0,1,38,0,1,18,12,4,17,1,3,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,3,1,1,0,1,0,1,0,0,0
45 - Αρκαδίας,11 E.T. Δήμου Βόρειας Κυνουρίας,566,278,11,0,11,267,67,4,15,16,2,4,132,70,7,15,32,1,9,1,0,1,2,4,33,1,1,20,6,1,10,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,2,2,1,0,1,4,0
45 - Αρκαδίας,12 E.T. Δήμου Βόρειας Κυνουρίας,474,274,1,1,2,272,82,11,27,3,3,23,122,68,1,16,20,1,11,0,1,1,4,5,29,1,0,11,5,2,11,1,0,3,0,0,4,0,1,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,5,0
45 - Αρκαδίας,13 E.T. Δήμου Βόρειας Κυνουρίας,406,225,2,1,3,222,54,4,12,9,2,12,123,60,1,10,37,2,3,0,0,0,2,0,16,0,1,9,3,1,7,1,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,1,1,2,0,0,0,0,2,1
45 - Αρκαδίας,14 E.T. Δήμου Βόρειας Κυνουρίας,590,344,4,3,7,337,103,4,38,5,2,27,134,67,9,23,25,2,8,0,0,0,5,2,56,2,3,31,9,3,8,0,0,2,2,1,2,0,0,1,0,0,1,0,1,0,0,1,5,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,12,0,1,4,1,0,1,0,1,1
45 - Αρκαδίας,15 E.T. Δήμου Βόρειας Κυνουρίας,582,328,7,7,14,314,86,4,28,9,1,26,113,55,9,23,20,0,9,1,0,1,4,1,62,4,1,35,14,1,15,0,0,0,2,3,4,0,1,0,0,0,1,0,0,0,0,0,9,4,1,2,1,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,7,2,2,1,1,1,0,0,0,0
45 - Αρκαδίας,16 E.T. Δήμου Βόρειας Κυνουρίας,164,36,0,0,0,36,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,17 E.T. Δήμου Βόρειας Κυνουρίας,150,22,0,1,1,21,5,0,1,0,1,2,12,8,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,18 E.T. Δήμου Βόρειας Κυνουρίας,403,186,2,1,3,183,46,9,2,1,3,19,66,17,3,6,29,5,0,0,0,0,0,0,41,2,0,30,5,0,9,2,0,2,0,0,2,2,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,10,2,2,3,0,0,0,0,1,1
45 - Αρκαδίας,19 E.T. Δήμου Βόρειας Κυνουρίας,472,173,1,1,2,171,51,2,17,9,2,13,72,34,2,20,8,3,8,0,0,1,1,5,13,0,0,6,5,0,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,4,0,4,0,1,1,0,2,2
45 - Αρκαδίας,20 E.T. Δήμου Βόρειας Κυνουρίας,492,151,3,0,3,148,41,2,12,6,2,8,57,22,3,11,10,0,6,0,0,1,3,0,10,0,0,2,3,2,3,0,0,0,1,1,3,1,0,0,0,0,1,1,0,0,0,0,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,2,2,2,0,1,0,0,0
45 - Αρκαδίας,21 E.T. Δήμου Βόρειας Κυνουρίας,387,260,6,0,6,254,74,9,21,9,2,7,124,12,0,0,104,0,5,0,0,0,3,0,27,0,2,17,1,0,17,2,0,2,10,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,22 E.T. Δήμου Βόρειας Κυνουρίας,386,269,0,2,2,267,39,0,0,0,0,0,171,0,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0
45 - Αρκαδίας,23 E.T. Δήμου Βόρειας Κυνουρίας,262,146,0,2,2,144,50,2,12,10,4,7,57,21,2,2,21,1,2,0,0,0,1,1,21,1,0,9,1,1,8,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0
45 - Αρκαδίας,24 E.T. Δήμου Βόρειας Κυνουρίας,572,366,6,3,9,357,71,8,22,0,0,15,151,65,2,15,53,0,8,0,0,1,3,0,37,3,0,29,2,1,33,3,0,2,17,3,6,2,3,0,0,0,3,2,2,0,0,2,14,8,0,4,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,17,6,0,5,3,0,0,1,8,5
45 - Αρκαδίας,25 E.T. Δήμου Βόρειας Κυνουρίας,209,93,0,0,0,93,39,8,10,7,0,4,28,12,0,9,1,1,2,0,0,0,0,1,3,0,0,1,0,0,11,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0
45 - Αρκαδίας,26 E.T. Δήμου Βόρειας Κυνουρίας,128,46,1,0,1,45,18,0,11,2,2,3,19,8,5,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,27 E.T. Δήμου Βόρειας Κυνουρίας,296,219,2,3,5,214,55,8,16,2,1,16,109,39,1,19,26,2,0,0,0,0,0,0,32,0,0,19,6,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,0
45 - Αρκαδίας,28 E.T. Δήμου Βόρειας Κυνουρίας,494,318,7,0,7,311,109,5,25,10,1,24,123,50,1,19,39,0,8,1,1,1,2,1,20,0,0,14,0,2,13,1,0,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,25,4,4,4,0,0,0,0,5,2
45 - Αρκαδίας,29 E.T. Δήμου Βόρειας Κυνουρίας,519,305,2,0,2,303,92,13,15,8,3,17,131,53,4,19,37,1,6,1,0,3,0,0,26,1,0,19,2,1,13,0,1,0,3,0,4,0,2,0,0,0,2,0,1,0,0,0,4,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,4,1,0,0,1,3,3
45 - Αρκαδίας,30 E.T. Δήμου Βόρειας Κυνουρίας,210,75,0,1,1,74,18,2,0,9,1,2,42,10,1,13,15,0,1,0,0,0,0,0,8,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
45 - Αρκαδίας,31 E.T. Δήμου Βόρειας Κυνουρίας,102,38,2,0,2,36,17,1,9,0,1,2,11,7,1,1,2,0,1,0,0,0,1,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,32 E.T. Δήμου Βόρειας Κυνουρίας,309,164,0,2,2,162,68,0,0,0,0,0,50,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,33 E.T. Δήμου Βόρειας Κυνουρίας,439,247,7,2,9,238,58,6,22,3,1,15,119,44,0,2,59,4,3,0,0,0,3,0,17,0,0,10,1,1,12,0,2,0,5,0,2,1,0,0,0,0,4,0,4,0,0,4,9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,1,0,4,2
45 - Αρκαδίας,34 E.T. Δήμου Βόρειας Κυνουρίας,363,235,5,0,5,230,44,3,9,4,2,12,123,58,2,5,51,0,7,0,0,0,5,0,16,0,0,13,0,0,8,0,1,1,1,2,1,0,0,0,0,0,2,0,10,0,0,10,8,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,1,0
45 - Αρκαδίας,35 E.T. Δήμου Βόρειας Κυνουρίας,232,99,0,1,1,98,11,0,5,0,1,3,53,20,2,9,14,2,5,0,0,1,0,0,11,0,0,9,1,0,8,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
45 - Αρκαδίας,36 E.T. Δήμου Βόρειας Κυνουρίας,285,90,1,0,1,89,18,1,5,3,0,1,34,9,3,4,10,0,2,0,0,0,1,0,11,0,0,7,0,2,20,1,2,4,10,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45 - Αρκαδίας,37 E.T. Δήμου Βόρειας Κυνουρίας,135,54,1,3,4,50,19,1,1,0,1,11,17,7,2,1,5,0,0,0,0,0,0,0,7,0,0,5,0,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45 - Αρκαδίας,38 E.T. Δήμου Βόρειας Κυνουρίας,215,80,0,2,2,78,28,1,12,6,0,8,24,11,2,3,4,0,1,0,0,0,0,0,11,0,0,0,8,2,11,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,39 E.T. Δήμου Γορτυνίας,577,331,2,4,6,325,94,7,33,19,6,8,134,66,15,24,4,13,5,0,0,2,1,1,40,2,0,22,11,0,9,4,0,0,0,2,4,1,1,1,0,0,1,0,1,1,0,0,19,10,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,0,0,3,2
45 - Αρκαδίας,40 E.T. Δήμου Γορτυνίας,344,181,0,0,0,181,43,6,10,8,0,3,86,52,7,15,1,3,8,3,0,3,0,1,19,1,1,12,3,0,9,3,0,1,1,1,2,0,1,0,0,0,3,0,0,0,0,0,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,1
45 - Αρκαδίας,41 E.T. Δήμου Γορτυνίας,372,181,0,1,1,180,46,2,12,6,2,11,81,41,6,17,2,4,6,0,0,2,1,2,21,0,0,17,2,0,9,2,0,2,0,2,0,0,0,0,0,0,3,2,2,2,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0
45 - Αρκαδίας,42 E.T. Δήμου Γορτυνίας,100,51,0,0,0,51,11,0,3,1,0,5,26,12,0,4,0,6,2,0,0,1,0,1,5,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,43 E.T. Δήμου Γορτυνίας,573,242,0,1,1,241,106,0,0,0,0,0,73,0,0,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
45 - Αρκαδίας,44 E.T. Δήμου Γορτυνίας,92,39,0,0,0,39,3,0,0,1,0,1,30,7,0,16,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
45 - Αρκαδίας,45 E.T. Δήμου Γορτυνίας,323,121,1,1,2,119,43,4,9,21,2,2,44,28,1,0,0,0,3,0,0,1,0,1,13,0,0,12,0,0,11,1,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,46 E.T. Δήμου Γορτυνίας,315,153,3,2,5,148,43,5,7,13,4,4,57,40,1,5,3,2,3,0,1,1,0,0,17,0,0,0,15,0,9,3,0,0,0,2,1,1,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,1,0,0,0,0,0,3,1
45 - Αρκαδίας,47 E.T. Δήμου Γορτυνίας,474,246,5,3,8,238,65,6,15,24,3,2,120,83,7,6,4,4,8,0,0,1,1,1,20,1,0,10,5,0,7,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,4,0,1,1,1,0,0,4,2
45 - Αρκαδίας,48 E.T. Δήμου Γορτυνίας,540,301,3,1,4,297,117,5,28,41,2,15,119,64,6,13,11,10,13,1,1,3,1,2,22,0,1,13,3,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,3,0,1,0,2,0,4,0,0,4,0,0,5,2,0,0,3,2,1,0,2,1
45 - Αρκαδίας,49 E.T. Δήμου Γορτυνίας,287,100,1,0,1,99,24,2,4,2,4,4,47,36,4,2,1,0,0,0,0,0,0,0,16,1,1,8,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0,0,0,1,1
