ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΜΗΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΡΟΥΣΙΑΣ ΜΑΡΙΝΟΣ του Ιωάννη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΜΑΥΡΑ του Σπυρίδωνος,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΡΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΛΥΤΡΙΒΗ ΙΩΑΝΝΑ του Δημητρίου,ΠΑΠΑΗΛΙΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΥ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΗ ΔΕΣΠΟΙΝΑ του Αγγελου,ΗΛΙΟΠΟΥΛΟΥ ΔΑΦΝΗ του Γαβριήλ,ΚΟΛΟΚΟΤΡΩΝΗΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΧΑΡΜΠΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Κίνημα Αλλαγής,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΟΓΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΠΡΑΧΑΛΙΑΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ του Αριστείδη,Κ.Κ.Ε.,ΔΙΑΜΑΝΤΑΚΟΣ ΗΛΙΑΣ του Κωνσταντίνου,ΜΠΟΥΡΣΙΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΦΡΑΓΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελή,ΞΑΝΘΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Γεωργίου,ΡΩΣΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Γιοσήφ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΑΡΑΛΕΚΑ ΠΑΡΑΣΚΕΥΗ του Ιωάννη,ΛΙΑΜΠΟΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σαράντη,ΣΚΑΝΤΖΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΛΕΞΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΠΟΛΙΤΗ ΖΑΧΑΡΕΝΙΑ του Ηλία,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΒΑΡΕΛΑ ΜΑΛΑΜΩ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΝΙΑΔΟΥ ΙΩΑΝΝΑ του Ιωάννη,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΜΑΡΝΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΕΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΤΡΕΜΠΑ ΦΩΤΕΙΝΗ του Δημητρίου,Λαϊκή Ενότητα,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΠΑΝΑΓΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΤΑΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜέΡΑ25,ΓΑΒΡΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΥΤΡΗ ΕΛΕΝΗ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΑΣΚΑΛΟΠΟΥΛΟΥ ΣΠΥΡΙΔΟΥΛΑ του Γεωργίου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΕΟΔΟΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου
45 - Αρκαδίας,50 E.T. Δήμου Γορτυνίας,261,125,2,2,4,121,39,4,19,4,2,1,60,40,9,3,1,0,2,0,0,2,0,0,9,0,0,7,0,1,3,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,1
45 - Αρκαδίας,51 E.T. Δήμου Γορτυνίας,104,39,0,0,0,39,9,0,6,1,0,1,24,21,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,52 E.T. Δήμου Γορτυνίας,85,30,0,0,0,30,14,1,6,6,0,1,5,4,0,0,0,0,0,0,0,0,0,0,9,1,0,6,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,53 E.T. Δήμου Γορτυνίας,186,84,0,0,0,84,36,4,20,4,0,4,37,20,1,9,3,2,1,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,1
45 - Αρκαδίας,54 E.T. Δήμου Γορτυνίας,64,31,0,0,0,31,5,1,0,0,0,1,19,15,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,55 E.T. Δήμου Γορτυνίας,225,88,0,1,1,87,18,2,9,4,2,1,51,40,4,1,1,1,1,0,0,0,0,0,13,0,0,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
45 - Αρκαδίας,56 E.T. Δήμου Γορτυνίας,82,43,0,0,0,43,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,57 E.T. Δήμου Γορτυνίας,58,30,1,0,1,29,6,0,0,0,0,6,15,11,1,2,0,0,2,0,0,0,0,2,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,58 E.T. Δήμου Γορτυνίας,185,89,2,1,3,86,29,3,9,7,1,1,36,24,0,3,2,0,0,0,0,0,0,0,16,0,0,11,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
45 - Αρκαδίας,59 E.T. Δήμου Γορτυνίας,240,104,5,0,5,99,26,2,12,3,2,1,48,45,0,1,0,2,1,0,0,0,1,0,17,1,1,13,2,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,60 E.T. Δήμου Γορτυνίας,132,68,0,0,0,68,21,1,5,10,1,0,29,24,2,2,0,1,2,0,2,0,0,0,12,0,0,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45 - Αρκαδίας,61 E.T. Δήμου Γορτυνίας,417,176,2,0,2,174,41,3,9,17,1,2,101,89,0,1,2,1,1,0,0,1,0,0,10,0,0,7,1,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,0,1,0,0,0,0,0,0
45 - Αρκαδίας,62 E.T. Δήμου Γορτυνίας,100,16,0,0,0,16,4,0,0,4,0,0,11,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,63 E.T. Δήμου Γορτυνίας,135,64,1,0,1,63,19,1,3,10,0,0,37,26,8,0,3,0,1,0,0,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45 - Αρκαδίας,64 E.T. Δήμου Γορτυνίας,170,89,0,1,1,88,23,2,9,2,1,3,37,33,0,0,1,0,1,0,1,0,0,0,19,0,2,11,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
45 - Αρκαδίας,65 E.T. Δήμου Γορτυνίας,312,101,2,4,6,95,15,0,3,7,0,1,59,40,5,7,2,1,2,0,0,1,1,0,13,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,66 E.T. Δήμου Γορτυνίας,176,80,0,2,2,78,17,1,8,2,1,2,42,27,4,6,1,0,1,0,0,0,1,0,12,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
45 - Αρκαδίας,67 E.T. Δήμου Γορτυνίας,286,115,1,2,3,112,70,2,2,63,0,1,25,18,0,3,0,3,0,0,0,0,0,0,9,0,0,7,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,68 E.T. Δήμου Γορτυνίας,223,79,0,1,1,78,9,1,3,5,0,0,55,49,3,0,0,2,2,0,0,1,0,1,9,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
45 - Αρκαδίας,69 E.T. Δήμου Γορτυνίας,90,24,0,0,0,24,6,2,0,2,0,1,10,8,0,0,1,1,1,0,0,0,0,1,3,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
45 - Αρκαδίας,70 E.T. Δήμου Γορτυνίας,36,20,0,0,0,20,11,0,2,8,0,1,5,3,2,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,71 E.T. Δήμου Γορτυνίας,86,35,1,0,1,34,17,3,6,6,0,1,11,10,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,72 E.T. Δήμου Γορτυνίας,380,227,2,1,3,224,50,3,24,1,2,9,54,31,6,5,4,0,0,0,0,0,0,0,100,0,0,97,1,1,12,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0
45 - Αρκαδίας,73 E.T. Δήμου Γορτυνίας,174,51,1,1,2,49,21,2,6,4,3,3,24,10,6,3,1,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,74 E.T. Δήμου Γορτυνίας,455,237,3,1,4,233,57,4,23,10,2,6,118,78,4,27,2,1,3,0,1,0,0,0,35,0,1,29,2,1,9,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
45 - Αρκαδίας,75 E.T. Δήμου Γορτυνίας,480,240,2,1,3,237,37,3,8,13,2,6,140,98,6,15,5,4,10,1,0,3,0,6,14,0,0,13,0,0,14,1,3,2,0,5,1,0,1,0,0,0,2,1,0,0,0,0,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,5,0,1,1,0,0,0,1,0
45 - Αρκαδίας,76 E.T. Δήμου Γορτυνίας,213,73,0,1,1,72,12,0,2,1,1,3,30,14,13,2,0,0,0,0,0,0,0,0,20,0,0,19,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0
45 - Αρκαδίας,77 E.T. Δήμου Γορτυνίας,423,173,0,4,4,169,69,8,28,5,5,12,52,19,8,5,6,3,8,2,0,0,0,0,20,0,0,18,0,0,3,0,0,1,0,1,8,1,1,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0
45 - Αρκαδίας,78 E.T. Δήμου Γορτυνίας,229,103,0,1,1,102,21,0,6,4,1,3,34,23,3,3,2,1,4,0,1,0,2,1,17,0,0,14,0,0,25,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45 - Αρκαδίας,79 E.T. Δήμου Γορτυνίας,115,24,0,0,0,24,13,1,9,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,80 E.T. Δήμου Γορτυνίας,352,163,1,0,1,162,40,3,28,2,0,1,34,17,6,1,1,4,7,2,0,2,1,2,60,0,0,56,0,0,10,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
45 - Αρκαδίας,81 E.T. Δήμου Γορτυνίας,428,148,1,1,2,146,20,1,7,5,0,1,85,21,52,9,0,1,1,0,1,0,0,0,22,0,0,20,0,1,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0
45 - Αρκαδίας,82 E.T. Δήμου Γορτυνίας,226,83,0,3,3,80,29,1,16,0,0,1,17,9,1,2,2,1,2,0,0,0,0,0,16,0,0,16,0,0,4,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,83 E.T. Δήμου Γορτυνίας,456,198,1,3,4,194,65,2,39,1,2,11,81,62,5,5,6,2,2,1,0,1,0,0,20,2,0,12,2,1,6,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,0,6,4
45 - Αρκαδίας,84 E.T. Δήμου Γορτυνίας,281,107,0,0,0,107,30,5,18,1,0,2,43,38,1,0,0,0,1,0,1,0,0,0,23,0,0,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,85 E.T. Δήμου Γορτυνίας,284,143,0,0,0,143,26,1,14,2,0,1,89,73,2,6,0,1,9,0,0,0,0,6,11,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,0,0,0,0,0,0
45 - Αρκαδίας,86 E.T. Δήμου Γορτυνίας,367,150,5,0,5,145,71,4,37,15,0,9,37,21,9,1,0,2,0,0,0,0,0,0,14,0,0,5,6,0,12,0,0,0,0,9,3,1,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,87 E.T. Δήμου Γορτυνίας,76,37,0,0,0,37,8,1,7,0,0,0,20,14,1,2,0,1,1,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,88 E.T. Δήμου Γορτυνίας,393,169,0,0,0,169,62,6,21,7,4,6,57,38,6,3,5,0,4,0,0,2,0,0,23,0,0,18,0,0,16,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2
45 - Αρκαδίας,89 E.T. Δήμου Γορτυνίας,320,129,1,1,2,127,41,1,17,2,2,4,60,52,1,3,2,1,2,0,0,1,0,1,13,1,0,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1
45 - Αρκαδίας,90 E.T. Δήμου Γορτυνίας,298,119,3,0,3,116,34,2,12,10,0,3,54,42,1,7,2,1,0,0,0,0,0,0,9,0,0,8,0,0,7,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0
45 - Αρκαδίας,91 E.T. Δήμου Γορτυνίας,226,69,0,0,0,69,22,4,8,2,1,0,26,17,2,0,2,0,1,0,0,0,0,0,15,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,92 E.T. Δήμου Γορτυνίας,478,181,0,0,0,181,47,5,13,20,0,4,93,57,9,11,2,9,1,1,0,0,0,0,29,1,2,17,8,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0
45 - Αρκαδίας,93 E.T. Δήμου Γορτυνίας,421,153,1,1,2,151,52,3,11,8,0,5,62,49,3,3,0,0,1,1,0,0,0,0,20,0,0,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,94 E.T. Δήμου Γορτυνίας,477,155,3,0,3,152,44,5,10,19,2,1,66,47,2,6,3,3,2,0,0,1,0,1,26,0,0,22,2,2,8,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,95 E.T. Δήμου Γορτυνίας,431,172,1,1,2,170,42,4,15,9,1,6,84,52,5,12,3,2,3,0,0,1,0,2,23,1,0,17,1,0,8,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,1,1,2,2,0,0,0,0
45 - Αρκαδίας,96 E.T. Δήμου Γορτυνίας,254,149,1,1,2,147,42,4,14,8,0,5,72,51,5,8,0,0,4,0,0,0,0,3,16,0,0,9,7,0,4,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,97 E.T. Δήμου Γορτυνίας,53,25,1,0,1,24,5,1,2,0,0,2,11,5,1,3,0,1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,98 E.T. Δήμου Γορτυνίας,200,96,2,0,2,94,44,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,99 E.T. Δήμου Γορτυνίας,169,106,0,1,1,105,41,5,7,17,0,3,42,26,2,3,2,3,2,0,0,1,0,0,13,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0
45 - Αρκαδίας,100 E.T. Δήμου Γορτυνίας,273,126,2,1,3,123,49,7,21,8,2,4,48,21,3,13,0,4,2,0,0,0,0,1,14,0,0,10,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0
45 - Αρκαδίας,101 E.T. Δήμου Γορτυνίας,361,173,1,1,2,171,61,5,23,13,2,9,61,30,4,9,4,2,3,0,0,0,0,0,20,0,0,16,0,0,7,0,0,1,0,2,3,1,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,5,1,2,2,1,1,0,0,2,1
45 - Αρκαδίας,102 E.T. Δήμου Γορτυνίας,295,144,2,0,2,142,42,6,16,5,1,4,73,48,6,0,4,1,2,0,0,0,0,1,13,1,0,7,0,2,8,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
45 - Αρκαδίας,103 E.T. Δήμου Γορτυνίας,106,45,0,0,0,45,13,1,4,1,0,2,18,9,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0
45 - Αρκαδίας,104 E.T. Δήμου Γορτυνίας,110,61,0,2,2,59,24,2,14,3,1,2,19,5,3,1,3,2,0,0,0,0,0,0,14,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,105 E.T. Δήμου Γορτυνίας,199,86,2,1,3,83,26,2,12,4,0,2,35,18,1,2,3,2,0,0,0,0,0,0,5,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
45 - Αρκαδίας,106 E.T. Δήμου Γορτυνίας,334,195,1,1,2,193,62,1,31,14,1,2,72,49,0,4,5,5,2,0,0,1,0,0,25,0,5,16,1,1,24,0,0,0,0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1
45 - Αρκαδίας,107 E.T. Δήμου Γορτυνίας,410,233,1,1,2,231,98,3,35,30,2,11,84,49,7,14,3,1,1,0,1,0,0,0,29,0,4,11,4,0,13,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,108 E.T. Δήμου Γορτυνίας,406,242,2,0,2,240,76,7,36,8,5,9,77,48,8,2,4,6,3,1,1,1,0,0,24,2,3,9,5,2,46,1,0,1,0,32,3,1,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
45 - Αρκαδίας,109 E.T. Δήμου Γορτυνίας,459,181,0,1,1,180,64,3,20,12,1,10,42,22,3,2,2,2,4,0,0,2,0,0,21,1,0,13,4,1,33,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,2,0,0,0,0,0
45 - Αρκαδίας,110 E.T. Δήμου Γορτυνίας,502,260,2,1,3,257,93,9,25,26,2,12,63,42,10,2,1,4,5,0,2,1,0,1,30,0,1,15,5,2,44,1,1,2,0,8,2,1,0,0,0,0,1,1,0,0,0,0,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,1,0,2,1,0,0,0,5,4
45 - Αρκαδίας,111 E.T. Δήμου Γορτυνίας,106,51,0,0,0,51,16,0,5,8,1,0,15,9,0,6,0,0,0,0,0,0,0,0,4,0,1,3,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
