ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΜΗΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΡΟΥΣΙΑΣ ΜΑΡΙΝΟΣ του Ιωάννη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΜΑΥΡΑ του Σπυρίδωνος,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΡΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΛΥΤΡΙΒΗ ΙΩΑΝΝΑ του Δημητρίου,ΠΑΠΑΗΛΙΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΥ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΗ ΔΕΣΠΟΙΝΑ του Αγγελου,ΗΛΙΟΠΟΥΛΟΥ ΔΑΦΝΗ του Γαβριήλ,ΚΟΛΟΚΟΤΡΩΝΗΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΧΑΡΜΠΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Κίνημα Αλλαγής,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΟΓΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΠΡΑΧΑΛΙΑΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ του Αριστείδη,Κ.Κ.Ε.,ΔΙΑΜΑΝΤΑΚΟΣ ΗΛΙΑΣ του Κωνσταντίνου,ΜΠΟΥΡΣΙΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΦΡΑΓΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελή,ΞΑΝΘΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Γεωργίου,ΡΩΣΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Γιοσήφ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΑΡΑΛΕΚΑ ΠΑΡΑΣΚΕΥΗ του Ιωάννη,ΛΙΑΜΠΟΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σαράντη,ΣΚΑΝΤΖΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΛΕΞΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΠΟΛΙΤΗ ΖΑΧΑΡΕΝΙΑ του Ηλία,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΒΑΡΕΛΑ ΜΑΛΑΜΩ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΝΙΑΔΟΥ ΙΩΑΝΝΑ του Ιωάννη,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΜΑΡΝΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΕΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΤΡΕΜΠΑ ΦΩΤΕΙΝΗ του Δημητρίου,Λαϊκή Ενότητα,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΠΑΝΑΓΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΤΑΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜέΡΑ25,ΓΑΒΡΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΥΤΡΗ ΕΛΕΝΗ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΑΣΚΑΛΟΠΟΥΛΟΥ ΣΠΥΡΙΔΟΥΛΑ του Γεωργίου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΕΟΔΟΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου
45 - Αρκαδίας,297 E.T. Δήμου Τρίπολης,557,335,2,1,3,332,142,12,53,15,3,32,111,46,9,27,9,7,6,0,0,2,0,3,21,1,0,12,4,0,22,6,0,9,1,1,1,1,0,0,0,0,2,2,1,1,0,0,8,2,2,2,0,0,0,0,1,0,0,0,0,0,5,1,0,1,3,0,11,1,1,4,0,0,0,0,1,0
45 - Αρκαδίας,298 E.T. Δήμου Τρίπολης,550,324,3,4,7,317,125,8,23,27,4,27,108,57,6,26,13,0,9,0,1,0,0,5,41,0,2,24,5,1,9,6,0,1,1,0,4,3,1,0,0,0,1,0,1,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,2,0
45 - Αρκαδίας,299 E.T. Δήμου Τρίπολης,556,336,5,3,8,328,125,17,28,18,2,34,123,57,12,27,10,2,7,0,1,1,2,3,25,1,0,15,3,0,10,1,0,3,0,2,3,3,0,0,0,0,1,0,0,0,0,0,10,5,1,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,14,4,3,0,1,1,0,0,5,4
45 - Αρκαδίας,300 E.T. Δήμου Τρίπολης,515,308,3,3,6,302,95,0,0,0,0,0,123,0,0,0,0,0,7,0,0,0,0,0,24,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,5,0,0,0,7,0
45 - Αρκαδίας,301 E.T. Δήμου Τρίπολης,521,313,4,2,6,307,111,21,20,16,6,28,112,54,11,32,2,4,13,1,0,2,2,5,21,1,0,15,4,1,14,2,2,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,17,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2,0,2,3,0,0,0,5,2
45 - Αρκαδίας,302 E.T. Δήμου Τρίπολης,544,352,2,2,4,348,147,18,47,20,1,41,126,64,7,25,9,7,10,0,0,1,1,4,30,0,1,20,3,2,7,2,1,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,6,3,1,0,2,0,0,0,4,3
45 - Αρκαδίας,303 E.T. Δήμου Τρίπολης,543,322,6,3,9,313,113,11,32,18,5,24,128,60,19,20,2,4,7,0,0,1,1,5,28,0,0,16,6,3,10,4,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,12,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,2,1,1,1,0,0,0,0,0
45 - Αρκαδίας,304 E.T. Δήμου Τρίπολης,524,324,5,5,10,314,107,0,0,0,0,0,132,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,3,0,0,0,5,0
45 - Αρκαδίας,305 E.T. Δήμου Τρίπολης,521,320,4,2,6,314,116,9,31,17,3,31,120,63,5,30,6,4,8,0,0,0,1,5,30,0,0,23,4,0,11,0,1,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,7,4,0,1,0,0,0,0,2,2,0,0,0,0,5,2,0,0,0,0,7,1,2,2,0,0,0,0,3,2
45 - Αρκαδίας,306 E.T. Δήμου Τρίπολης,527,332,7,4,11,321,100,5,29,16,2,27,136,68,8,31,6,11,5,0,0,0,0,3,33,0,0,14,8,4,11,5,0,3,0,1,4,1,1,0,0,0,0,0,0,0,0,0,16,4,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12,1,4,2,1,0,1,0,1,0
45 - Αρκαδίας,307 E.T. Δήμου Τρίπολης,518,327,2,5,7,320,92,0,0,0,0,0,150,0,0,0,0,0,5,0,0,0,0,0,31,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,6,0
45 - Αρκαδίας,308 E.T. Δήμου Τρίπολης,516,307,5,2,7,300,83,8,19,9,3,27,121,63,11,28,4,3,12,0,0,0,1,7,39,0,0,22,10,3,9,0,0,5,0,1,7,2,1,0,0,0,2,1,1,1,0,0,9,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,1,1,0,7,4
45 - Αρκαδίας,309 E.T. Δήμου Τρίπολης,516,298,2,1,3,295,103,0,0,0,0,0,114,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,3,0
45 - Αρκαδίας,310 E.T. Δήμου Τρίπολης,546,384,0,2,2,382,117,12,29,19,6,28,164,77,11,35,10,9,10,0,0,1,0,4,38,2,0,24,5,2,14,2,0,4,0,0,7,2,2,0,0,0,0,0,0,0,0,0,9,1,2,2,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,10,3,1,3,2,1,0,0,7,6
45 - Αρκαδίας,311 E.T. Δήμου Τρίπολης,528,338,6,3,9,329,96,13,33,13,1,20,134,71,6,26,7,10,6,0,1,0,0,3,50,2,0,33,5,3,5,0,0,3,0,0,2,1,0,0,0,0,2,1,0,0,0,0,10,3,1,3,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,17,3,4,3,2,0,0,1,2,1
45 - Αρκαδίας,312 E.T. Δήμου Τρίπολης,547,353,3,1,4,349,117,0,0,0,0,0,144,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,4,0,0,0,4,0
45 - Αρκαδίας,313 E.T. Δήμου Τρίπολης,526,338,6,3,9,329,111,11,39,14,4,24,108,50,8,24,15,8,9,0,0,1,0,4,40,1,0,15,5,1,23,2,0,11,0,1,6,2,0,0,0,0,0,0,4,4,0,0,15,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,4,0,0,0,3,3
45 - Αρκαδίας,314 E.T. Δήμου Τρίπολης,569,393,3,3,6,387,147,10,41,32,3,30,142,75,5,29,13,7,14,0,1,1,1,4,38,2,0,4,6,4,10,0,0,3,0,4,3,0,2,0,1,0,2,0,0,0,0,0,11,4,3,0,0,0,0,0,3,1,0,0,0,1,2,2,0,0,0,0,9,0,1,1,0,0,0,0,5,2
45 - Αρκαδίας,315 E.T. Δήμου Τρίπολης,557,382,5,3,8,374,109,11,23,18,2,28,162,94,8,22,12,7,4,1,1,0,0,1,39,0,0,25,6,3,14,2,0,3,1,0,7,0,1,1,0,0,2,2,0,0,0,0,11,2,4,2,0,0,0,0,3,0,0,0,1,1,3,1,0,0,1,0,15,2,3,2,1,0,0,0,4,4
45 - Αρκαδίας,316 E.T. Δήμου Τρίπολης,538,369,1,2,3,366,125,10,36,29,0,26,168,79,12,40,8,12,7,0,0,0,1,4,23,0,0,15,3,2,10,3,0,3,0,0,2,0,1,0,0,0,2,0,2,2,0,0,9,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1,2,1,2,0,0,1,3,1
45 - Αρκαδίας,317 E.T. Δήμου Τρίπολης,539,358,2,4,6,352,131,6,27,24,8,38,125,64,10,24,4,10,11,1,0,0,1,6,41,2,1,20,12,1,11,3,0,5,0,2,4,2,0,0,0,0,2,1,0,0,0,0,8,2,2,0,0,0,0,0,4,0,0,0,0,1,2,1,0,0,1,0,5,2,0,2,3,0,1,0,5,1
45 - Αρκαδίας,318 E.T. Δήμου Τρίπολης,527,349,5,2,7,342,129,0,0,0,0,0,131,0,0,0,0,0,6,0,0,0,0,0,28,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,7,0
45 - Αρκαδίας,319 E.T. Δήμου Τρίπολης,549,357,3,4,7,350,103,4,27,10,4,30,151,71,8,37,14,7,7,0,2,0,1,3,36,1,2,27,4,0,20,5,2,8,0,0,4,0,0,0,0,0,3,0,0,0,0,0,12,1,5,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,8,0,0,3,1,1,0,0,3,1
45 - Αρκαδίας,320 E.T. Δήμου Τρίπολης,557,419,6,1,7,412,125,10,37,13,3,33,174,81,8,32,17,8,19,1,3,0,2,10,40,0,0,27,8,0,11,1,1,1,0,0,4,1,0,0,0,0,2,1,0,0,0,0,13,4,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,15,2,3,4,2,0,0,0,4,2
45 - Αρκαδίας,321 E.T. Δήμου Τρίπολης,524,355,5,2,7,348,145,17,29,15,6,42,117,55,3,30,7,9,7,1,1,0,0,3,36,0,0,22,4,4,8,3,0,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,12,6,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,1,1,3,5,1,2,0,3,3
45 - Αρκαδίας,322 E.T. Δήμου Τρίπολης,530,344,3,2,5,339,109,0,0,0,0,0,138,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,5,0,0,0,4,0
45 - Αρκαδίας,323 E.T. Δήμου Τρίπολης,538,360,3,4,7,353,138,10,42,25,2,27,110,60,2,21,7,11,11,0,1,0,1,5,32,1,0,17,5,2,20,7,0,5,0,1,2,0,1,0,0,0,1,0,1,1,0,0,11,2,1,1,0,0,1,0,5,2,0,0,0,1,1,0,0,0,1,0,14,3,2,2,3,0,0,0,3,3
45 - Αρκαδίας,324 E.T. Δήμου Τρίπολης,551,378,3,3,6,372,129,0,0,0,0,0,150,0,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0
45 - Αρκαδίας,325 E.T. Δήμου Τρίπολης,543,355,2,3,5,350,115,16,39,19,2,24,139,67,8,27,11,18,9,1,0,0,3,3,40,0,0,21,11,1,13,1,0,4,0,0,2,1,0,0,0,0,0,0,3,3,0,0,10,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,2,1,0,0,0,11,5
45 - Αρκαδίας,326 E.T. Δήμου Τρίπολης,539,373,3,0,3,370,136,0,0,0,0,0,123,0,0,0,0,0,17,0,0,0,0,0,36,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,1,0,2,0,4,0,0,0,13,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,1,0,0,0,5,0
45 - Αρκαδίας,327 E.T. Δήμου Τρίπολης,544,352,2,1,3,349,99,8,24,23,2,21,168,88,23,27,9,12,13,0,1,0,3,8,29,0,1,15,7,2,5,0,0,2,0,1,7,1,1,0,0,0,3,3,1,1,0,0,8,1,2,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,9,2,2,1,1,1,0,0,3,1
45 - Αρκαδίας,328 E.T. Δήμου Τρίπολης,568,377,4,2,6,371,135,10,29,26,4,40,149,65,11,31,5,13,11,0,0,2,3,2,37,2,0,23,5,4,9,1,0,4,0,1,6,3,0,1,0,0,2,0,0,0,0,0,6,1,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,7,1,1,2,3,0,0,0,3,0
45 - Αρκαδίας,329 E.T. Δήμου Τρίπολης,524,351,2,4,6,345,94,5,22,19,3,28,153,81,10,42,9,4,4,0,0,0,1,3,38,0,0,29,4,0,4,1,0,0,0,0,4,0,1,0,0,0,1,0,3,3,0,0,19,4,2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,2,2,0,7,1,2,1,4,0
45 - Αρκαδίας,330 E.T. Δήμου Τρίπολης,526,353,9,3,12,341,125,8,23,27,6,27,132,62,5,28,3,11,4,0,0,0,0,4,32,1,1,16,7,5,14,2,1,2,1,2,1,0,0,0,0,0,0,0,2,1,0,1,10,3,2,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,14,3,2,2,3,0,2,1,0,0
45 - Αρκαδίας,331 E.T. Δήμου Τρίπολης,545,377,8,3,11,366,112,8,31,11,2,22,151,61,14,34,8,7,4,0,0,0,0,3,41,0,0,27,5,4,10,3,1,1,0,1,4,2,0,1,0,0,1,1,1,0,0,0,17,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,3,1,1,0,0,0,5,2
45 - Αρκαδίας,332 E.T. Δήμου Τρίπολης,456,168,4,1,5,163,61,0,0,0,0,0,70,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,333 E.T. Δήμου Τρίπολης,491,299,2,3,5,294,81,4,17,5,0,33,106,44,7,17,6,7,18,0,2,1,4,8,25,2,1,14,3,0,4,1,0,0,0,0,4,1,1,1,0,0,1,0,7,5,0,0,14,5,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,2,9,7,4,1,1,0,8,3
45 - Αρκαδίας,334 E.T. Δήμου Τρίπολης,662,236,5,1,6,230,74,8,22,3,10,15,116,66,14,13,7,4,5,0,0,0,0,4,9,0,0,3,6,0,5,0,0,2,0,0,3,1,0,0,0,0,1,0,1,1,0,0,6,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,5,1,1,0,0,0,1,0
45 - Αρκαδίας,335 E.T. Δήμου Τρίπολης,286,160,3,4,7,153,64,4,5,0,0,48,44,30,4,6,0,2,14,0,0,0,5,5,15,1,0,4,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
45 - Αρκαδίας,336 E.T. Δήμου Τρίπολης,591,277,7,4,11,266,83,0,0,0,0,0,116,0,0,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,6,0
45 - Αρκαδίας,337 E.T. Δήμου Τρίπολης,486,220,12,1,13,207,90,7,39,14,0,14,51,29,2,2,4,5,7,1,0,0,2,3,27,1,0,19,6,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,1,0,0,0,1,0
45 - Αρκαδίας,338 E.T. Δήμου Τρίπολης,286,135,2,1,3,132,40,6,0,1,1,7,57,33,6,7,0,1,2,0,0,1,0,0,11,0,0,11,0,0,8,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,1,0,5,2
45 - Αρκαδίας,339 E.T. Δήμου Τρίπολης,358,141,1,2,3,138,43,0,20,4,2,9,54,27,7,3,8,2,5,0,0,1,0,2,15,0,0,8,4,0,8,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0
45 - Αρκαδίας,340 E.T. Δήμου Τρίπολης,521,255,3,2,5,250,106,11,26,26,7,14,75,26,10,20,2,3,11,1,0,7,0,2,30,0,0,16,9,1,3,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1,1,0,0,3,3
45 - Αρκαδίας,341 E.T. Δήμου Τρίπολης,269,150,0,3,3,147,54,6,14,3,2,8,53,33,3,5,5,2,8,0,0,2,2,2,14,1,1,4,7,1,6,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0
45 - Αρκαδίας,342 E.T. Δήμου Τρίπολης,171,76,0,0,0,76,21,4,11,2,0,2,37,31,0,0,0,2,3,0,0,0,1,1,7,0,0,1,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,343 E.T. Δήμου Τρίπολης,341,133,1,0,1,132,33,3,5,1,2,7,71,44,4,12,3,4,3,0,1,1,0,1,8,0,0,2,5,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,344 E.T. Δήμου Τρίπολης,251,111,1,0,1,110,34,2,14,5,1,6,40,19,1,6,5,4,4,0,1,2,0,1,19,0,0,9,10,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
45 - Αρκαδίας,345 E.T. Δήμου Τρίπολης,349,105,2,2,4,101,42,6,26,2,0,5,33,22,4,1,1,1,3,0,0,0,0,3,12,1,0,3,7,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1
45 - Αρκαδίας,346 E.T. Δήμου Τρίπολης,528,208,2,2,4,204,61,11,18,4,1,15,88,49,2,14,2,9,4,0,1,2,0,1,29,1,0,9,19,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1,1,0,0,0,0,2,2
45 - Αρκαδίας,347 E.T. Δήμου Τρίπολης,329,168,1,0,1,167,32,8,6,4,4,7,50,26,5,10,1,1,5,0,1,1,0,3,72,0,0,4,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από Εφετείο Θεσσαλονίκης),58,39,0,0,0,39,10,4,2,0,0,3,17,9,1,1,0,3,1,0,0,1,0,0,4,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 15ο Ε.Τ. Νομ. Αττικής-Αθηνών),523,346,6,1,7,339,61,11,18,3,7,8,192,135,7,6,19,7,6,3,0,1,0,0,39,2,2,31,2,1,14,1,1,1,1,4,2,0,0,0,0,0,4,3,0,0,0,0,6,6,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,7,1,0,2,2,1,0,0,2,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 16ο Ε.Τ. Νομ. Αττικής-Αθηνών),492,313,9,0,9,304,84,11,30,6,7,8,136,80,12,11,14,5,5,0,1,3,1,0,36,1,1,24,3,1,20,4,7,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,12,8,0,3,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 17ο Ε.Τ. Νομ. Αττικής-Αθηνών),528,338,1,6,7,331,98,19,30,3,9,17,150,97,3,4,20,9,9,1,1,4,0,2,26,0,0,23,2,1,15,1,1,2,0,1,4,0,3,0,0,0,1,1,0,0,0,0,10,5,3,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,12,2,1,7,0,0,0,0,3,1
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 18ο Ε.Τ. Νομ. Αττικής-Αθηνών),502,321,7,5,12,309,77,15,26,3,7,11,137,94,4,4,8,9,7,0,0,6,1,0,31,2,1,20,1,4,25,4,0,8,2,4,3,0,1,0,0,0,1,1,0,0,0,0,12,8,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,9,2,1,1,0,0,0,0,4,3
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 19ο Ε.Τ. Νομ. Αττικής-Αθηνών),514,341,3,2,5,336,87,15,24,6,8,11,168,116,4,0,20,10,4,0,1,1,0,0,28,1,0,20,5,0,24,2,2,3,1,6,1,0,0,0,0,0,2,0,0,0,0,0,9,6,0,1,1,1,0,0,2,0,2,0,0,0,2,0,0,0,0,2,7,2,0,2,1,0,0,1,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από 2ο Ε.Τ. Νομ. Αττικής-Πειραιώς),131,81,3,0,3,78,19,5,5,2,2,1,40,25,5,0,4,2,0,0,0,0,0,0,11,1,1,8,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0
45 - Αρκαδίας,Ετερ. Αρκαδίας (από Εφετείο Ναυπλίου),45,27,1,0,1,26,11,4,2,1,1,1,9,6,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,Ε.Τ. ΔΙΚΑΣΤΙΚΩΝ ΦΥΛΑΚΩΝ ΤΡΙΠΟΛΗΣ,76,74,0,0,0,74,47,0,42,1,0,2,15,5,2,0,1,2,2,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Σύνολο,,124728,61139,696,434,1130,60009,18084,1603,4625,2446,631,2919,25543,12626,1395,3224,2264,833,1551,70,68,203,212,479,6488,207,91,3608,960,227,2723,320,223,307,392,316,529,139,67,27,18,3,226,84,144,47,5,51,1645,506,218,188,44,10,34,12,274,35,55,20,25,14,224,39,8,15,36,37,1580,241,208,325,257,44,35,27,645,285
