ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΒΟΥΛΗ ΣΤΑΜΑΤΑ (ΜΑΤΙΝΑ) του Διονυσίου,ΜΠΑΛΤΑΣ ΑΡΙΣΤΕΙΔΗΣ-ΝΙΚΟΛΑΟΣ-ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα-Αριστοτέλη,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΧΑΤΖΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,ΧΗΡΑ ΜΑΡΙΑ του Αλέξανδρου,Νέα Δημοκρατία,ΚΟΠΑΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Εμμανουήλ,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΓΚΩΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΤΑΤΣΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΕΥΘΥΜΙΑ του Νικολάου,ΠΑΠΠΑΣ ΧΡΗΣΤΟΣ του Ηλία,ΦΡΑΓΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΑΝΑΣΤΑΣΑΚΗΣ ΜΗΝΑΣ του Μιχαήλ,ΛΙΟΣΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΜΟΥΣΤΑΚΑΚΗ ΓΕΩΡΓΙΑ του Τιμολέων,ΞΑΝΘΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάζαρου,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΚΟΥΜΠΟΥΡΗΣ ΔΗΜΟΣ του Ιωάννη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΜΠΑΚΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΧΡΙΣΤΙΔΗΣ ΣΤΑΥΡΟΣ του Θωμά,Ένωση Κεντρώων,ΔΩΡΗΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΖΩΓΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Γεωργίου,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΠΑΓΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΑΣΛΑΝΙΔΗ ΑΝΝΑ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΑΡΟΠΟΥΛΟΥ ΧΡΥΣΑΝΘΗ του Ιωάννη,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΜΠΕΚΟΣ ΒΑΣΙΛΕΙΟΣ της Ελένης,Ελλήνων Συνέλευσις,ΣΙΔΗΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σάββα,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗ-ΚΑΡΔΟΥΛΑΚΗ ΑΡΤΕΜΙΣ του Εμμανουήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΝΩΛΗ ΕΛΕΝΗ του Βασιλείου,ΜΠΟΥΓΕΣΗ ΜΑΡΙΑ του Δημητρίου,ΠΕΤΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Σταύρου,ΤΣΟΥΤΣΟΥΡΑΣ ΙΩΑΝΝΗΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεοφίλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΑΡΡΗΣ ΑΠΟΣΤΟΛΟΣ του Αντωνίου,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ- ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΣΜΙΤΖ ΙΩΑΝΝΑ του Βασιλείου,Λαϊκή Ενότητα,ΚΑΤΣΙΚΕΑ ΟΥΡΑΝΙΑ ΕΛΕΝΗ του Γεωργίου,ΛΕΒΕΝΤΗ-ΓΙΑΚΟΥΜΑΤΟΥ ΑΓΓΕΛΙΚΗ συζ. Ιωάννη,ΡΟΔΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΣΙΑΝΤΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΜέΡΑ25,ΑΝΤΩΝΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΓΕΓΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΘΕΑΚΟΣ ΓΡΗΓΟΡΙΟΣ του Επαμεινώνδα,ΜΑΡΑΚΗΣ ΙΩΑΝΝΗΣ του Στυλιανού,ΠΑΤΕΛΗ ΟΥΡΑΝΙΑ του Αντωνίου,ΧΡΑΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΛΙΣΑΓΚΟΡ-ΒΕΡΓΗ ΣΒΕΤΛΑΝΑ του Γκριγκόρι,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,42 E.T. Δήμου Ασπροπύργου,558,279,9,1,10,269,125,31,18,17,64,15,20,61,9,16,44,7,10,5,13,3,3,2,10,5,11,2,3,2,1,6,0,17,5,2,8,3,4,6,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,12,7,24,6,3,3,2,0,0,0,1,1,1,0,0,0,0,0,7,1,5,0,0,3,5,1,1,0,0,1,1
64 - Β' Δυτικής Αττικής,43 E.T. Δήμου Ασπροπύργου,567,325,8,3,11,314,111,27,23,22,52,15,19,102,9,30,70,8,25,8,15,7,4,1,7,4,13,7,1,1,4,4,1,18,8,5,8,1,5,4,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,40,13,6,22,11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,2,1,2,0,0,2,1,0,0,0,1,1
64 - Β' Δυτικής Αττικής,44 E.T. Δήμου Ασπροπύργου,568,302,8,5,13,289,106,13,12,20,45,17,13,93,10,19,77,5,26,6,30,9,3,3,16,8,8,2,0,3,1,4,0,16,4,2,5,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,4,4,0,0,19,9,2,14,4,2,2,0,1,2,0,0,0,0,0,0,0,0,0,6,3,2,0,0,3,3,1,0,0,0,0,0
64 - Β' Δυτικής Αττικής,45 E.T. Δήμου Ελευσίνας,563,355,6,4,10,345,110,2,17,28,55,17,11,126,34,25,42,11,46,32,18,4,2,2,11,4,27,6,17,2,2,3,2,19,16,3,0,2,10,0,3,1,1,0,2,0,0,0,0,3,1,1,0,1,1,1,0,17,9,3,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,5,2,0,0,1,2,3,1,0,0,4,1
64 - Β' Δυτικής Αττικής,46 E.T. Δήμου Ελευσίνας,552,329,4,0,4,325,124,29,23,25,70,9,20,104,23,41,34,1,25,30,14,2,0,3,11,6,18,5,10,4,2,4,0,20,17,5,0,1,9,0,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,8,4,4,5,1,0,0,0,0,0,4,4,1,0,0,0,0,0,10,4,3,0,0,2,3,1,1,0,0,9,6
64 - Β' Δυτικής Αττικής,47 E.T. Δήμου Ελευσίνας,549,375,16,3,19,356,102,15,16,16,37,6,4,145,35,36,58,5,49,25,16,4,5,3,5,3,17,3,10,7,0,1,1,29,19,2,2,0,10,2,9,3,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,16,6,3,3,4,1,0,1,0,0,0,2,1,1,1,0,1,0,0,9,0,3,1,1,2,4,1,0,0,0,7,5
64 - Β' Δυτικής Αττικής,48 E.T. Δήμου Ελευσίνας,536,321,3,2,5,316,102,25,17,24,47,6,9,106,27,33,38,7,34,32,15,6,3,3,9,4,22,4,16,3,3,0,2,24,15,3,2,1,9,2,3,1,1,1,0,1,0,1,1,3,1,0,1,1,1,0,0,18,7,3,8,8,0,0,0,0,0,0,1,0,0,3,0,3,1,1,10,3,1,0,2,4,4,2,0,0,0,5,4
64 - Β' Δυτικής Αττικής,49 E.T. Δήμου Ελευσίνας,562,326,1,3,4,322,104,0,0,0,0,0,0,106,0,0,0,0,0,0,8,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,9,0
64 - Β' Δυτικής Αττικής,50 E.T. Δήμου Ελευσίνας,556,290,9,5,14,276,94,14,15,22,48,9,10,93,24,25,41,6,23,19,15,5,1,0,8,2,20,6,11,2,1,2,1,21,8,1,0,2,4,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,5,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10,5,0,1,1,1,2,1,1,0,0,5,2
64 - Β' Δυτικής Αττικής,51 E.T. Δήμου Ελευσίνας,532,326,6,2,8,318,96,23,10,26,46,17,11,124,30,29,35,5,47,34,11,2,0,1,1,3,25,1,20,7,0,3,3,35,24,3,1,4,9,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,1,0,2,3,7,0,0,0,0,2,1
64 - Β' Δυτικής Αττικής,52 E.T. Δήμου Ελευσίνας,567,344,8,3,11,333,101,22,23,17,51,9,11,119,27,41,44,8,32,25,18,2,7,5,9,6,25,1,12,6,2,4,1,30,21,4,2,3,7,3,5,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,9,6,5,1,5,1,1,1,0,0,0,1,1,1,0,0,0,0,0,14,1,2,0,1,4,5,3,0,0,0,5,4
64 - Β' Δυτικής Αττικής,53 E.T. Δήμου Ελευσίνας,570,330,14,1,15,315,119,20,25,29,58,17,22,108,32,28,31,6,34,34,8,1,3,2,3,0,23,8,12,7,2,4,2,21,14,3,2,4,7,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14,11,3,5,7,0,0,0,0,0,0,5,1,0,1,0,1,1,0,5,0,1,1,1,0,2,1,1,0,0,7,4
64 - Β' Δυτικής Αττικής,54 E.T. Δήμου Ελευσίνας,562,340,3,2,5,335,103,27,12,25,50,7,6,125,36,34,36,6,30,36,13,4,3,0,7,1,23,2,17,1,4,2,2,33,23,4,3,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,14,10,3,3,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,1,1,1,1,2,3,1,0,0,0,7,5
64 - Β' Δυτικής Αττικής,55 E.T. Δήμου Ελευσίνας,565,328,6,1,7,321,100,25,14,14,44,4,8,110,26,32,42,2,35,25,10,4,2,0,3,1,21,3,12,3,5,1,1,37,22,7,1,5,13,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,13,5,0,2,3,0,0,0,0,0,0,1,0,1,2,0,0,0,2,16,3,2,0,1,5,5,3,1,0,0,5,4
64 - Β' Δυτικής Αττικής,56 E.T. Δήμου Ελευσίνας,548,316,3,2,5,311,95,27,16,20,56,7,16,110,22,29,34,4,40,23,10,2,0,1,4,4,21,3,15,5,2,4,0,31,20,2,2,1,12,3,8,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,9,4,3,3,5,0,0,0,0,0,0,3,2,1,2,1,1,1,1,8,2,4,1,1,1,1,6,5,0,0,8,6
64 - Β' Δυτικής Αττικής,57 E.T. Δήμου Ελευσίνας,570,284,2,0,2,282,82,17,21,18,42,8,5,98,37,25,29,8,36,27,9,4,4,2,5,2,21,4,14,3,4,2,0,25,17,3,1,5,7,3,4,0,1,1,0,1,1,0,0,3,0,1,1,0,0,0,0,15,9,3,5,8,3,1,1,0,0,0,2,1,1,1,0,1,1,0,11,1,1,0,3,2,6,1,1,0,0,7,3
64 - Β' Δυτικής Αττικής,58 E.T. Δήμου Ελευσίνας,538,352,19,4,23,329,97,15,13,23,50,8,13,116,116,25,45,5,36,26,23,7,6,6,11,6,15,2,10,1,1,2,0,38,34,13,1,5,19,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,5,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,2,1,1,1,1,3,5,2,0,0,6,3
64 - Β' Δυτικής Αττικής,59 E.T. Δήμου Ελευσίνας,553,346,6,7,13,333,110,20,25,17,55,14,13,101,28,23,41,8,35,26,15,2,1,2,10,7,21,7,17,5,4,4,0,33,23,6,1,4,16,2,9,1,8,2,0,5,0,0,0,1,0,0,0,0,0,0,0,17,7,3,2,11,0,0,0,0,1,0,3,3,3,2,0,2,2,0,12,3,4,3,2,3,3,4,4,0,0,4,1
64 - Β' Δυτικής Αττικής,60 E.T. Δήμου Ελευσίνας,553,345,5,2,7,338,98,28,21,23,36,14,12,109,25,33,32,3,31,25,16,5,6,3,5,6,19,5,15,3,0,1,0,36,20,3,2,9,11,4,5,4,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,23,13,5,6,9,0,0,0,0,0,0,3,3,2,2,0,0,0,0,13,6,3,2,3,0,4,3,0,0,0,8,7
64 - Β' Δυτικής Αττικής,61 E.T. Δήμου Ελευσίνας,555,342,4,5,9,333,88,28,12,21,43,7,13,127,41,31,32,6,27,32,14,4,6,3,9,2,22,5,12,6,2,5,1,33,29,3,2,0,16,0,4,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,19,5,3,5,10,2,2,1,1,0,0,6,4,4,0,0,0,0,0,8,0,3,0,0,0,2,0,0,0,0,7,3
64 - Β' Δυτικής Αττικής,62 E.T. Δήμου Ελευσίνας,535,348,3,0,3,345,122,25,16,29,50,8,18,121,50,19,39,3,26,31,12,2,5,2,8,0,18,3,8,5,3,0,1,31,25,3,1,4,16,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,16,9,5,4,5,3,2,1,1,0,0,0,0,0,3,1,2,0,1,10,3,2,0,3,3,3,2,1,0,0,4,2
64 - Β' Δυτικής Αττικής,63 E.T. Δήμου Ελευσίνας,557,371,10,4,14,357,103,20,16,23,42,6,11,134,45,19,40,6,54,20,9,2,3,3,1,0,20,1,10,3,2,1,4,37,27,2,2,6,15,2,9,2,2,1,0,1,1,0,0,1,0,0,0,4,2,0,0,11,5,1,4,4,1,0,0,0,0,0,2,1,1,3,1,1,0,0,19,3,1,2,4,2,4,2,0,0,0,2,2
64 - Β' Δυτικής Αττικής,64 E.T. Δήμου Ελευσίνας,565,367,8,2,10,357,154,25,30,37,60,7,24,113,25,25,44,3,39,20,5,1,0,1,1,2,14,3,7,4,1,2,1,24,19,1,3,1,13,0,9,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,18,5,4,3,6,1,1,0,0,0,0,3,2,1,0,0,0,0,0,11,4,3,0,1,2,4,0,0,0,0,4,1
64 - Β' Δυτικής Αττικής,65 E.T. Δήμου Ελευσίνας,544,340,7,3,10,330,98,12,6,20,44,4,17,110,37,27,36,5,35,27,13,3,2,2,6,2,18,0,14,3,1,0,2,33,25,3,1,3,14,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,19,8,3,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,4,3,2,4,4,5,2,2,0,0,9,6
64 - Β' Δυτικής Αττικής,66 E.T. Δήμου Ελευσίνας,541,333,5,7,12,321,91,14,21,21,49,16,10,131,37,35,50,3,52,31,6,4,0,1,5,0,10,2,6,2,1,0,0,28,24,2,2,4,13,0,8,2,6,1,1,3,0,0,0,6,3,2,1,0,0,0,0,16,8,3,4,8,0,0,0,0,1,0,2,2,1,0,0,0,0,0,14,1,2,2,2,3,6,3,1,0,0,5,3
64 - Β' Δυτικής Αττικής,67 E.T. Δήμου Ελευσίνας,531,370,3,5,8,362,123,24,21,23,51,6,15,131,45,30,47,10,46,33,17,7,4,2,4,1,14,3,8,1,2,2,0,34,24,4,3,7,10,4,4,0,1,1,0,0,2,0,0,2,1,1,0,2,0,1,0,19,5,7,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,0,1,0,1,0,4,1,0,0,0,2,2
64 - Β' Δυτικής Αττικής,68 E.T. Δήμου Ελευσίνας,541,348,9,3,12,336,114,21,10,31,47,9,17,127,32,34,50,2,53,37,8,3,0,0,7,3,16,0,11,5,0,2,1,28,20,2,0,0,13,0,5,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,14,5,2,4,5,3,0,1,0,0,0,1,1,0,1,0,1,0,1,10,1,2,0,2,1,4,3,3,0,0,4,3
64 - Β' Δυτικής Αττικής,69 E.T. Δήμου Ελευσίνας,541,350,6,3,9,341,117,21,14,30,39,13,15,120,27,20,42,4,49,42,16,3,5,3,11,2,22,5,10,2,3,3,1,22,15,2,2,1,9,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,2,1,4,5,0,0,0,0,0,0,2,1,0,2,0,1,2,1,14,1,3,0,1,5,6,3,2,0,0,6,2
64 - Β' Δυτικής Αττικής,70 E.T. Δήμου Ελευσίνας,530,332,5,4,9,323,112,38,17,21,64,14,14,110,38,26,26,13,40,17,8,2,1,3,3,2,19,7,8,0,9,3,1,18,10,5,1,3,7,2,2,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,21,11,2,4,8,0,0,0,0,0,0,2,1,0,1,0,0,1,0,21,2,4,3,3,4,5,4,2,0,0,4,3
64 - Β' Δυτικής Αττικής,71 E.T. Δήμου Ελευσίνας,552,355,9,5,14,341,102,15,17,21,45,4,16,119,27,23,41,7,36,40,19,6,4,7,12,2,20,3,10,4,1,0,0,26,20,5,2,5,13,0,11,3,3,2,1,3,0,0,0,0,0,0,0,1,1,0,0,15,8,7,5,2,1,0,0,0,1,0,2,1,0,2,1,1,1,1,11,5,0,0,1,1,6,5,2,0,0,6,5
64 - Β' Δυτικής Αττικής,72 E.T. Δήμου Ελευσίνας,543,365,6,2,8,357,121,27,14,29,56,9,43,115,23,28,45,5,32,34,20,10,3,4,7,3,23,2,16,2,2,1,2,26,15,2,3,1,7,1,3,1,0,1,1,0,1,0,0,4,2,1,1,1,0,0,0,18,6,2,6,4,0,0,0,0,0,0,6,3,2,1,1,0,1,0,10,0,4,1,2,3,5,3,1,0,0,6,4
64 - Β' Δυτικής Αττικής,73 E.T. Δήμου Ελευσίνας,547,367,8,1,9,358,158,20,29,34,67,10,17,104,27,23,26,13,26,24,21,4,2,4,12,4,10,2,9,3,3,3,1,21,14,1,1,2,11,2,6,0,1,3,0,1,2,0,0,1,1,0,0,0,0,0,0,11,2,2,4,2,1,0,0,0,0,0,2,2,0,1,0,1,0,0,14,2,1,2,1,2,3,2,0,0,0,6,6
64 - Β' Δυτικής Αττικής,74 E.T. Δήμου Ελευσίνας,570,359,5,1,6,353,140,24,11,41,55,19,13,110,31,17,22,6,32,30,12,1,1,1,6,3,27,4,14,9,3,2,4,25,14,1,2,2,12,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,3,3,4,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,15,4,1,0,3,1,5,0,0,0,0,6,4
64 - Β' Δυτικής Αττικής,75 E.T. Δήμου Ελευσίνας,569,385,5,4,9,376,130,30,19,26,59,19,12,131,33,30,27,10,35,41,18,4,2,2,10,5,23,6,14,2,2,4,3,14,10,5,1,3,1,2,5,0,2,1,1,0,2,0,0,4,2,1,0,0,0,0,0,16,6,4,5,6,0,0,0,0,0,0,3,3,1,1,0,0,0,0,22,5,5,1,1,4,6,1,1,0,0,8,5
64 - Β' Δυτικής Αττικής,76 E.T. Δήμου Ελευσίνας,567,402,9,3,12,390,117,26,19,31,55,15,16,143,42,42,44,11,48,25,14,6,3,2,7,3,24,6,13,5,5,2,0,40,29,6,2,3,19,1,8,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,3,1,0,0,0,0,0,1,1,1,4,0,3,1,1,17,4,4,1,0,4,6,5,1,0,0,9,6
64 - Β' Δυτικής Αττικής,77 E.T. Δήμου Ελευσίνας,557,336,5,3,8,328,99,20,21,18,44,6,9,114,36,27,36,5,36,28,11,2,2,1,8,1,25,7,14,5,2,9,2,29,20,1,4,1,10,3,7,3,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,10,2,3,5,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,12,1,1,0,2,1,3,6,3,0,0,10,4
64 - Β' Δυτικής Αττικής,78 E.T. Δήμου Ελευσίνας,554,338,5,4,9,329,113,24,20,20,50,7,14,123,37,29,35,10,45,23,11,5,3,2,5,2,15,4,10,2,4,3,1,13,8,1,1,1,4,1,4,2,1,1,0,3,1,0,0,0,0,0,0,1,1,0,0,21,6,3,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3,3,2,4,2,4,2,1,0,0,11,7
64 - Β' Δυτικής Αττικής,79 E.T. Δήμου Ελευσίνας,557,333,7,2,9,324,93,20,19,13,47,13,8,115,23,29,31,5,47,27,9,2,1,1,4,1,18,6,10,2,1,1,4,29,19,1,3,1,16,2,9,5,4,1,0,3,3,0,0,3,0,0,0,0,0,1,1,21,10,4,9,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,16,2,3,3,1,4,3,1,0,0,0,7,4
64 - Β' Δυτικής Αττικής,80 E.T. Δήμου Ελευσίνας,555,334,16,3,19,315,106,24,16,23,45,14,14,87,23,26,22,6,29,11,14,2,1,2,4,5,23,7,8,3,3,3,2,33,16,7,3,4,12,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,20,6,4,5,4,2,0,0,0,1,1,1,1,0,1,1,0,1,0,17,2,2,0,1,1,7,2,1,0,0,6,1
64 - Β' Δυτικής Αττικής,81 E.T. Δήμου Ελευσίνας,558,335,3,3,6,329,136,29,27,44,69,14,16,94,26,21,26,6,38,27,9,4,2,1,5,1,26,9,14,3,3,7,2,17,10,7,1,5,4,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,4,7,6,1,1,1,0,0,0,1,1,1,2,0,0,0,0,14,3,2,0,1,4,6,3,2,0,0,2,1
64 - Β' Δυτικής Αττικής,82 E.T. Δήμου Ελευσίνας,570,361,2,6,8,353,126,29,21,32,59,13,11,102,29,20,28,7,42,31,20,7,1,4,13,4,22,4,7,2,3,5,3,21,16,4,1,2,7,3,7,2,2,1,1,1,3,0,0,1,0,0,0,2,2,1,0,16,5,2,5,5,4,2,1,2,0,0,2,0,0,2,1,2,0,0,19,3,1,1,3,6,10,3,0,0,0,5,3
64 - Β' Δυτικής Αττικής,83 E.T. Δήμου Ελευσίνας,566,321,6,2,8,313,125,27,21,21,43,16,13,67,17,15,19,4,22,16,23,7,2,1,12,7,20,3,8,3,1,3,1,29,18,2,1,2,10,4,5,0,2,0,1,2,0,0,0,2,1,1,0,0,0,0,0,18,6,0,7,7,1,1,1,0,1,0,2,2,2,2,1,1,0,0,12,2,6,0,1,4,4,0,0,0,0,6,1
64 - Β' Δυτικής Αττικής,84 E.T. Δήμου Ελευσίνας,522,333,7,3,10,323,123,18,20,28,60,12,21,89,20,22,35,5,37,26,14,3,2,3,10,4,25,3,10,7,3,2,1,12,6,4,2,1,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,12,4,4,7,0,0,0,0,0,0,3,2,2,1,0,0,1,0,26,14,2,0,2,6,6,3,2,0,0,4,2
64 - Β' Δυτικής Αττικής,85 E.T. Δήμου Ελευσίνας,507,298,3,3,6,292,128,20,23,25,78,10,17,82,25,9,32,5,40,43,8,1,3,4,2,1,15,0,9,4,1,1,1,23,14,6,3,4,6,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,4,1,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,4,0,1,1,1,3,4,2,0,0,3,3
64 - Β' Δυτικής Αττικής,86 E.T. Δήμου Ελευσίνας,507,358,7,1,8,350,128,21,15,37,59,12,16,99,25,23,25,7,35,23,19,4,6,4,8,5,24,0,15,3,0,2,2,19,14,4,0,6,6,2,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,20,8,1,9,6,3,1,0,1,0,0,5,1,1,0,0,0,0,0,21,9,1,2,2,6,6,3,2,0,0,6,4
64 - Β' Δυτικής Αττικής,87 E.T. Δήμου Ελευσίνας,502,338,4,0,4,334,131,32,24,27,57,17,11,114,28,18,34,6,48,26,15,1,3,2,9,3,9,2,5,1,0,3,0,23,16,5,0,3,8,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,12,3,1,2,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,15,6,3,0,4,1,2,1,0,0,0,4,1
64 - Β' Δυτικής Αττικής,88 E.T. Δήμου Ελευσίνας,500,312,3,3,6,306,125,21,34,29,76,11,19,90,27,25,41,5,30,18,13,6,5,2,8,3,26,3,12,10,3,5,0,10,7,1,0,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17,8,5,8,6,0,0,0,0,0,0,2,2,2,1,1,1,0,0,14,6,4,1,0,1,5,1,1,0,0,4,3
64 - Β' Δυτικής Αττικής,89 E.T. Δήμου Ελευσίνας,500,328,4,3,7,321,125,21,23,22,53,13,19,114,32,25,26,9,42,24,9,2,3,2,5,1,18,0,9,9,1,0,1,16,13,0,3,1,10,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,16,7,3,6,4,0,0,0,0,0,0,2,0,1,2,1,1,0,0,10,3,1,0,1,1,3,2,1,0,0,4,2
64 - Β' Δυτικής Αττικής,90 E.T. Δήμου Ελευσίνας,500,331,7,1,8,323,118,18,16,30,52,16,14,106,30,62,38,8,31,26,11,5,0,2,2,2,25,3,20,7,0,5,2,9,5,3,0,3,2,2,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,23,11,5,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,5,2,2,3,3,3,3,2,0,0,7,2
64 - Β' Δυτικής Αττικής,91 E.T. Δήμου Μάνδρας - Ειδυλλίας,465,256,2,1,3,253,81,24,15,19,42,9,11,100,14,6,19,10,47,35,9,2,1,1,6,3,18,6,6,7,0,1,4,13,8,8,0,3,0,0,4,0,1,4,2,0,1,0,0,1,0,0,0,1,1,0,0,11,7,2,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,2,0,2,2,2,0,0,0,3,3
64 - Β' Δυτικής Αττικής,92 E.T. Δήμου Μάνδρας - Ειδυλλίας,450,281,2,0,2,279,85,14,27,15,40,15,9,124,19,14,42,8,62,52,7,1,2,0,2,2,12,1,5,7,1,2,0,17,9,8,2,1,1,1,9,2,5,1,1,1,0,0,0,0,0,0,0,2,2,1,1,8,3,2,3,3,2,2,1,1,0,0,0,0,0,1,1,1,0,0,8,1,4,0,0,2,2,0,0,0,0,3,1
