ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΒΟΥΛΗ ΣΤΑΜΑΤΑ (ΜΑΤΙΝΑ) του Διονυσίου,ΜΠΑΛΤΑΣ ΑΡΙΣΤΕΙΔΗΣ-ΝΙΚΟΛΑΟΣ-ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα-Αριστοτέλη,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΧΑΤΖΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,ΧΗΡΑ ΜΑΡΙΑ του Αλέξανδρου,Νέα Δημοκρατία,ΚΟΠΑΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Εμμανουήλ,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΓΚΩΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΤΑΤΣΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΕΥΘΥΜΙΑ του Νικολάου,ΠΑΠΠΑΣ ΧΡΗΣΤΟΣ του Ηλία,ΦΡΑΓΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΑΝΑΣΤΑΣΑΚΗΣ ΜΗΝΑΣ του Μιχαήλ,ΛΙΟΣΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΜΟΥΣΤΑΚΑΚΗ ΓΕΩΡΓΙΑ του Τιμολέων,ΞΑΝΘΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάζαρου,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΚΟΥΜΠΟΥΡΗΣ ΔΗΜΟΣ του Ιωάννη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΜΠΑΚΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΧΡΙΣΤΙΔΗΣ ΣΤΑΥΡΟΣ του Θωμά,Ένωση Κεντρώων,ΔΩΡΗΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΖΩΓΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Γεωργίου,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΠΑΓΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΑΣΛΑΝΙΔΗ ΑΝΝΑ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΑΡΟΠΟΥΛΟΥ ΧΡΥΣΑΝΘΗ του Ιωάννη,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΜΠΕΚΟΣ ΒΑΣΙΛΕΙΟΣ της Ελένης,Ελλήνων Συνέλευσις,ΣΙΔΗΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σάββα,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗ-ΚΑΡΔΟΥΛΑΚΗ ΑΡΤΕΜΙΣ του Εμμανουήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΝΩΛΗ ΕΛΕΝΗ του Βασιλείου,ΜΠΟΥΓΕΣΗ ΜΑΡΙΑ του Δημητρίου,ΠΕΤΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Σταύρου,ΤΣΟΥΤΣΟΥΡΑΣ ΙΩΑΝΝΗΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεοφίλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΑΡΡΗΣ ΑΠΟΣΤΟΛΟΣ του Αντωνίου,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ- ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΣΜΙΤΖ ΙΩΑΝΝΑ του Βασιλείου,Λαϊκή Ενότητα,ΚΑΤΣΙΚΕΑ ΟΥΡΑΝΙΑ ΕΛΕΝΗ του Γεωργίου,ΛΕΒΕΝΤΗ-ΓΙΑΚΟΥΜΑΤΟΥ ΑΓΓΕΛΙΚΗ συζ. Ιωάννη,ΡΟΔΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΣΙΑΝΤΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΜέΡΑ25,ΑΝΤΩΝΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΓΕΓΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΘΕΑΚΟΣ ΓΡΗΓΟΡΙΟΣ του Επαμεινώνδα,ΜΑΡΑΚΗΣ ΙΩΑΝΝΗΣ του Στυλιανού,ΠΑΤΕΛΗ ΟΥΡΑΝΙΑ του Αντωνίου,ΧΡΑΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΛΙΣΑΓΚΟΡ-ΒΕΡΓΗ ΣΒΕΤΛΑΝΑ του Γκριγκόρι,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,143 E.T. Δήμου Μεγαρέων,510,282,11,1,12,270,112,10,7,17,34,76,6,89,6,56,14,4,37,40,14,1,0,1,8,5,14,3,3,1,1,1,11,5,1,3,0,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,18,12,1,2,4,0,0,0,0,0,0,1,0,0,2,0,0,0,2,4,2,0,0,0,2,0,0,0,0,0,5,4
64 - Β' Δυτικής Αττικής,144 E.T. Δήμου Μεγαρέων,511,318,5,0,5,313,99,7,6,27,21,66,4,137,7,93,23,6,91,22,21,5,1,1,9,11,12,2,2,2,1,0,7,5,3,4,0,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,13,3,2,5,1,0,0,1,0,0,3,3,1,2,0,1,0,1,11,0,3,1,2,3,5,2,0,0,0,1,1
64 - Β' Δυτικής Αττικής,145 E.T. Δήμου Μεγαρέων,531,313,3,3,6,307,102,8,6,22,22,51,2,134,8,68,18,3,74,25,12,1,1,1,8,3,11,1,1,2,0,2,7,11,2,7,0,1,0,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,8,5,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,1,0,0,0,0,1,2,1,0,0,6,1
64 - Β' Δυτικής Αττικής,146 E.T. Δήμου Μεγαρέων,528,307,0,6,6,301,106,6,4,15,20,69,7,112,3,68,19,1,62,17,18,3,4,2,10,8,16,2,1,2,0,2,12,16,1,13,1,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,10,1,1,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,9,2,1,1,1,6,3,2,2,0,0,4,4
64 - Β' Δυτικής Αττικής,147 E.T. Δήμου Μεγαρέων,553,308,10,0,10,298,140,8,7,11,19,108,5,94,4,66,16,3,58,13,16,2,1,1,6,12,16,3,3,4,1,0,15,5,3,4,0,0,0,2,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,10,3,2,3,0,0,0,0,1,1,0,0,0,1,1,0,0,1,5,1,2,0,0,2,1,1,0,0,0,0,0
64 - Β' Δυτικής Αττικής,148 E.T. Δήμου Μεγαρέων,531,318,5,3,8,310,127,1,17,18,32,84,4,105,6,67,17,2,64,15,10,1,2,0,4,4,17,4,0,3,4,1,11,8,1,7,0,2,0,2,5,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,11,9,0,2,2,0,0,0,0,0,0,2,2,0,4,0,1,0,4,15,3,2,1,3,0,3,1,0,0,0,5,2
64 - Β' Δυτικής Αττικής,149 E.T. Δήμου Μεγαρέων,527,367,4,3,7,360,101,6,10,21,26,67,6,176,14,108,38,7,95,15,13,1,2,1,10,7,16,3,1,6,1,2,10,8,2,5,0,0,0,3,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19,14,2,5,0,1,1,1,0,0,0,7,5,2,1,0,0,0,0,9,1,0,0,1,4,6,1,0,0,0,4,1
64 - Β' Δυτικής Αττικής,150 E.T. Δήμου Μεγαρέων,529,334,2,1,3,331,97,13,10,10,34,66,4,144,12,89,33,5,81,14,15,11,1,2,4,6,23,5,2,4,2,1,19,11,2,8,0,0,1,5,5,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,10,9,1,3,2,0,0,0,0,0,0,6,6,2,1,0,1,0,1,14,3,2,2,3,3,4,1,1,0,0,4,4
64 - Β' Δυτικής Αττικής,151 E.T. Δήμου Μεγαρέων,560,338,4,2,6,332,98,8,8,25,27,59,3,135,18,91,18,1,75,12,15,3,0,1,10,11,22,8,3,2,1,3,17,10,5,8,1,3,0,1,6,0,2,0,1,2,1,0,0,2,1,1,0,0,0,0,0,13,13,4,1,3,0,0,0,0,0,0,5,5,0,2,0,1,0,1,15,2,1,2,1,6,5,4,2,0,0,5,2
64 - Β' Δυτικής Αττικής,152 E.T. Δήμου Μεγαρέων,537,314,5,1,6,308,106,8,4,12,16,72,1,126,4,75,8,0,87,19,12,0,0,1,4,7,20,5,4,3,0,1,12,10,0,6,0,3,4,0,4,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,18,15,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,2,2,0,0,0,0,0,2,1
64 - Β' Δυτικής Αττικής,153 E.T. Δήμου Μεγαρέων,514,309,2,1,3,306,87,8,7,10,23,51,4,151,11,94,21,10,83,21,12,0,5,2,9,6,24,9,8,4,1,0,18,3,1,2,1,0,0,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13,11,1,1,3,0,0,0,0,0,0,2,1,0,2,1,0,1,0,6,2,1,0,0,4,1,2,1,0,0,0,0
64 - Β' Δυτικής Αττικής,154 E.T. Δήμου Μεγαρέων,535,359,4,1,5,354,106,15,15,23,30,64,12,156,9,90,34,2,100,16,18,3,1,3,11,8,23,6,6,5,4,1,12,11,2,9,0,0,2,4,4,1,0,0,0,1,2,0,0,2,1,0,1,0,0,0,0,18,14,7,5,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,5,3,0,2,2,2,0,0,0,0,2,2
64 - Β' Δυτικής Αττικής,155 E.T. Δήμου Μεγαρέων,543,335,3,3,6,329,100,12,6,21,25,58,5,138,6,89,20,12,66,15,16,0,0,1,6,10,22,7,3,4,1,5,15,12,1,7,0,0,1,2,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,11,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,1,1,4,5,0,0,0,5,5
64 - Β' Δυτικής Αττικής,156 E.T. Δήμου Μεγαρέων,521,310,3,4,7,303,104,7,10,23,19,66,3,124,2,72,20,2,76,17,3,0,0,0,3,3,27,5,2,2,0,2,17,11,5,7,1,1,0,1,3,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,7,6,0,3,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,1,1,0,0,2,0,1,0,0,0,6,2
64 - Β' Δυτικής Αττικής,157 E.T. Δήμου Μεγαρέων,552,360,1,3,4,356,86,8,12,14,20,41,4,181,12,107,24,7,90,20,11,0,0,0,6,3,22,5,1,4,1,0,14,10,3,4,2,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18,15,2,6,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,1,0,0,2,3,2,1,0,0,0,10,5
64 - Β' Δυτικής Αττικής,158 E.T. Δήμου Μεγαρέων,510,324,2,0,2,322,87,6,6,12,17,64,2,154,9,95,26,2,90,16,9,2,0,0,7,6,22,5,0,3,1,1,15,6,1,4,0,1,0,3,7,2,1,1,1,3,2,0,0,1,1,0,0,0,0,0,0,17,13,1,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,12,3,3,0,2,2,3,2,1,0,0,1,0
64 - Β' Δυτικής Αττικής,159 E.T. Δήμου Μεγαρέων,514,281,0,1,1,280,89,0,0,0,0,0,0,120,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0
64 - Β' Δυτικής Αττικής,160 E.T. Δήμου Μεγαρέων,518,335,3,4,7,328,75,9,4,12,13,48,0,166,6,94,29,5,96,24,19,3,3,0,8,10,18,8,3,3,3,0,13,6,0,4,0,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,9,2,0,1,0,0,0,0,0,0,12,8,3,2,1,0,0,0,11,3,1,0,1,1,3,1,0,0,0,2,1
64 - Β' Δυτικής Αττικής,161 E.T. Δήμου Μεγαρέων,536,358,5,3,8,350,89,8,3,11,20,55,4,179,8,121,29,0,106,22,6,0,0,0,2,2,30,4,1,4,1,1,18,9,6,5,0,0,0,0,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,9,2
64 - Β' Δυτικής Αττικής,162 E.T. Δήμου Μεγαρέων,551,360,1,3,4,356,119,8,14,21,24,69,5,156,4,90,33,2,79,29,10,2,3,0,7,4,24,11,4,1,3,1,15,8,3,7,0,0,2,2,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,6,3,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,14,2,2,1,1,3,2,0,0,0,0,7,3
64 - Β' Δυτικής Αττικής,163 E.T. Δήμου Μεγαρέων,530,322,2,2,4,318,121,10,8,13,18,83,5,138,7,87,14,3,70,18,11,1,1,2,7,4,10,2,0,3,1,0,7,5,1,4,0,1,1,0,2,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,12,10,3,1,1,0,0,0,0,0,0,4,4,1,1,1,0,0,1,7,0,2,1,2,1,1,2,0,0,0,4,3
64 - Β' Δυτικής Αττικής,164 E.T. Δήμου Μεγαρέων,523,337,4,1,5,332,109,13,12,15,30,65,5,131,4,77,60,10,73,24,12,1,3,4,4,3,16,1,1,1,0,1,9,13,4,11,0,2,0,1,10,1,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,15,10,4,5,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,13,2,3,2,2,5,5,1,1,0,0,9,5
64 - Β' Δυτικής Αττικής,165 E.T. Δήμου Μεγαρέων,534,315,6,0,6,309,99,8,12,14,24,67,6,120,7,63,12,3,60,22,15,3,5,3,8,3,24,2,5,4,1,6,10,9,4,7,0,1,1,1,8,1,3,1,1,1,3,0,0,1,1,1,0,1,1,1,0,14,8,0,6,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,9,1,2,0,1,2,1,1,1,0,0,5,2
64 - Β' Δυτικής Αττικής,166 E.T. Δήμου Μεγαρέων,510,297,6,0,6,291,97,9,4,14,23,62,5,120,7,84,16,2,61,15,16,1,2,3,8,7,5,0,1,2,0,1,4,10,4,4,1,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,19,2,5,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,8,1,1,0,0,3,3,1,0,0,0,8,6
64 - Β' Δυτικής Αττικής,167 E.T. Δήμου Μεγαρέων,563,472,7,4,11,461,141,20,25,47,51,58,14,176,32,71,28,13,93,30,27,5,4,1,17,13,34,10,12,4,5,6,11,31,3,20,0,4,2,16,4,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,15,13,5,5,3,0,0,0,0,0,0,0,0,0,4,1,1,0,0,13,3,0,2,3,3,5,1,1,0,0,15,7
64 - Β' Δυτικής Αττικής,168 E.T. Δήμου Μεγαρέων,536,346,12,2,14,332,125,27,20,27,43,45,12,100,16,32,18,9,45,19,26,8,7,3,13,9,16,3,2,5,1,4,8,15,5,10,1,1,0,7,4,1,2,2,0,2,0,0,0,2,2,2,0,1,0,0,0,15,7,5,6,2,0,0,0,0,0,0,4,1,0,1,1,0,0,0,14,3,1,2,2,5,3,2,2,0,0,7,5
64 - Β' Δυτικής Αττικής,169 E.T. Δήμου Μεγαρέων,535,370,3,6,9,361,111,9,12,33,44,29,9,154,30,41,31,9,72,25,9,2,3,1,5,1,13,3,2,2,3,0,1,15,2,8,0,1,1,6,6,0,3,1,0,3,1,0,0,0,0,0,0,0,0,1,0,23,11,3,5,5,0,0,0,0,0,0,5,3,3,0,0,0,0,0,16,0,2,2,2,3,6,1,0,0,0,7,3
64 - Β' Δυτικής Αττικής,170 E.T. Δήμου Μεγαρέων,520,337,6,1,7,330,90,11,10,23,32,33,6,108,24,42,14,8,42,23,36,8,8,0,25,7,14,1,3,4,2,4,3,20,5,15,0,0,0,10,8,2,3,0,1,1,1,0,0,0,0,0,0,3,3,0,0,21,7,7,8,8,0,0,0,0,0,0,1,1,0,7,0,0,0,7,11,5,5,1,2,2,1,1,1,0,0,10,4
64 - Β' Δυτικής Αττικής,171 E.T. Δήμου Μεγαρέων,530,350,5,7,12,338,102,14,15,28,47,30,12,132,16,56,25,4,59,35,19,4,4,4,9,7,11,3,2,3,1,2,4,15,2,7,2,2,1,9,5,0,2,0,0,2,0,0,0,2,0,1,1,0,0,0,0,21,10,2,5,5,0,0,0,0,0,0,2,2,2,5,1,1,0,4,16,3,4,0,1,2,6,4,1,0,0,4,3
64 - Β' Δυτικής Αττικής,172 E.T. Δήμου Μεγαρέων,535,394,10,10,20,374,117,11,13,0,42,31,7,125,10,44,14,7,60,19,22,8,4,7,6,6,25,3,5,6,2,2,7,13,3,6,0,1,0,4,5,0,1,2,0,1,0,0,0,1,1,1,0,2,2,0,0,32,10,5,5,6,1,1,0,0,0,0,4,3,2,1,0,0,0,0,10,1,1,0,0,0,2,6,4,0,0,10,5
64 - Β' Δυτικής Αττικής,173 E.T. Δήμου Μεγαρέων,523,359,3,3,6,353,125,20,10,25,38,40,6,119,11,40,21,5,41,26,23,3,2,1,8,6,20,3,3,7,0,7,2,15,3,9,1,1,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,1,17,6,2,5,5,0,0,0,0,0,0,7,2,1,1,0,0,0,1,7,0,2,1,0,4,1,6,3,0,0,7,3
64 - Β' Δυτικής Αττικής,174 E.T. Δήμου Μεγαρέων,528,325,7,3,10,315,118,14,10,33,39,51,9,124,16,56,25,7,62,25,7,2,2,3,3,2,11,6,4,1,0,2,6,9,1,4,2,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,11,4,6,3,0,0,0,0,1,0,2,1,1,6,0,1,1,6,9,1,3,1,1,0,2,7,4,0,0,2,2
64 - Β' Δυτικής Αττικής,175 E.T. Δήμου Μεγαρέων,529,320,10,5,15,305,117,22,17,29,51,37,15,112,10,44,23,7,53,28,14,1,0,5,6,2,13,3,2,3,2,2,3,6,1,5,0,2,1,1,3,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,20,6,7,9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,12,1,2,1,3,2,4,2,1,0,0,3,3
64 - Β' Δυτικής Αττικής,176 E.T. Δήμου Μεγαρέων,523,335,10,0,10,325,113,0,0,0,0,0,0,127,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,3,0
64 - Β' Δυτικής Αττικής,177 E.T. Δήμου Μεγαρέων,521,320,10,5,15,305,99,14,12,23,33,31,5,89,14,34,19,10,51,19,19,6,4,4,11,6,16,2,6,4,0,4,5,18,0,12,0,4,0,7,2,0,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,22,12,6,3,7,0,0,0,0,0,0,3,2,2,3,0,0,0,3,19,2,4,3,3,2,3,3,1,0,0,9,3
64 - Β' Δυτικής Αττικής,178 E.T. Δήμου Μεγαρέων,520,309,4,3,7,302,118,14,12,25,40,43,9,106,11,39,15,4,48,20,14,2,1,5,7,1,15,2,4,4,0,2,8,5,0,2,0,1,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,12,5,2,0,0,2,1,0,0,0,0,3,3,0,4,0,0,0,4,13,1,2,0,1,1,1,1,1,0,0,5,5
64 - Β' Δυτικής Αττικής,179 E.T. Δήμου Μεγαρέων,521,326,2,1,3,323,109,8,10,27,44,36,12,121,12,50,18,10,55,38,17,3,0,3,8,3,16,0,5,8,0,1,7,7,0,4,1,2,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,18,9,5,3,4,0,0,0,0,0,0,0,0,0,5,1,1,0,5,17,1,3,0,1,3,2,1,1,0,0,8,5
64 - Β' Δυτικής Αττικής,180 E.T. Δήμου Φυλής,524,339,6,3,9,330,180,36,21,56,78,19,24,64,9,14,15,8,39,14,9,2,5,3,1,2,19,3,3,8,4,6,0,15,4,1,1,8,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,7,7,4,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,16,4,2,1,2,5,6,0,0,0,0,7,2
64 - Β' Δυτικής Αττικής,181 E.T. Δήμου Φυλής,547,337,20,2,22,315,144,26,23,34,82,15,25,66,15,16,20,6,24,11,18,5,1,0,9,5,10,2,1,4,1,3,2,32,8,31,1,22,10,0,4,0,2,2,1,1,1,0,0,0,0,0,0,2,2,0,0,17,6,5,8,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,14,5,5,2,1,2,2,2,2,0,0,3,1
64 - Β' Δυτικής Αττικής,182 E.T. Δήμου Φυλής,546,317,7,3,10,307,123,22,23,30,51,9,16,76,12,22,26,6,35,16,14,3,3,5,9,2,15,2,4,8,2,4,0,29,5,4,0,22,11,2,6,2,4,1,1,1,0,1,1,2,0,0,0,2,0,2,1,15,7,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4,5,0,2,4,3,1,1,0,0,7,4
64 - Β' Δυτικής Αττικής,183 E.T. Δήμου Φυλής,520,289,7,1,8,281,142,23,23,43,75,9,14,66,13,18,15,9,33,16,15,3,3,1,9,6,10,3,2,5,0,3,2,15,5,1,1,11,6,2,2,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,9,4,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,3,2,0,1,2,4,1,1,0,0,6,3
64 - Β' Δυτικής Αττικής,184 E.T. Δήμου Φυλής,533,324,8,1,9,315,144,36,25,40,56,14,18,69,15,8,18,7,23,16,16,5,5,1,10,3,14,1,2,11,4,3,2,24,8,3,0,19,9,0,3,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,0,14,8,5,5,3,1,0,0,0,0,0,2,1,0,1,0,0,0,0,16,1,4,2,3,6,6,6,0,0,0,2,2
64 - Β' Δυτικής Αττικής,185 E.T. Δήμου Φυλής,521,307,6,1,7,300,125,15,16,41,54,9,11,78,18,13,28,5,37,12,19,3,3,1,9,2,14,2,2,9,5,4,1,35,2,8,1,26,15,4,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,12,2,0,9,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,0,1,1,0,0,0,0,6,2
64 - Β' Δυτικής Αττικής,186 E.T. Δήμου Φυλής,522,323,8,4,12,311,116,19,19,37,51,13,12,113,16,24,40,17,49,19,21,5,6,6,9,4,10,0,3,5,3,0,2,16,2,2,3,12,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,4,1,0,0,0,0,0,1,1,1,1,0,1,1,0,9,3,3,0,1,2,3,0,0,0,0,8,5
64 - Β' Δυτικής Αττικής,187 E.T. Δήμου Φυλής,526,337,3,8,11,326,126,21,27,34,56,14,16,99,23,33,36,18,44,20,18,3,5,0,11,1,18,4,0,9,3,3,0,22,8,2,0,19,5,0,12,5,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,12,6,4,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,1,1,0,4,2,4,3,0,0,0,4,1
64 - Β' Δυτικής Αττικής,188 E.T. Δήμου Φυλής,528,302,5,1,6,296,134,26,23,26,73,11,22,83,22,15,20,10,29,10,19,8,3,3,11,2,14,2,4,6,5,0,0,14,5,3,0,9,3,0,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,3,1,8,3,0,0,0,0,0,0,3,1,2,1,1,0,0,0,6,2,2,0,0,0,3,0,0,0,0,7,6
64 - Β' Δυτικής Αττικής,189 E.T. Δήμου Φυλής,524,295,7,1,8,287,119,18,17,32,53,6,11,72,15,18,17,5,25,18,17,2,3,0,13,4,12,3,1,8,2,2,0,28,7,2,3,11,6,1,5,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,14,2,7,5,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,11,2,0,1,0,3,1,0,0,0,0,6,2
64 - Β' Δυτικής Αττικής,190 E.T. Δήμου Φυλής,522,311,18,1,19,292,129,22,19,28,47,8,16,71,6,20,14,9,29,23,13,2,3,1,7,1,19,3,2,14,3,4,1,19,2,2,1,16,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,19,8,7,6,6,0,0,0,0,0,0,2,1,1,1,0,0,1,0,10,2,2,2,0,3,3,1,0,0,0,6,3
64 - Β' Δυτικής Αττικής,191 E.T. Δήμου Φυλής,521,310,9,3,12,298,122,36,22,24,54,12,14,86,16,17,32,14,41,12,15,2,4,3,9,3,11,3,2,2,2,1,0,20,5,0,1,15,7,1,8,2,3,2,1,3,0,0,0,1,0,0,0,1,1,0,0,18,8,2,7,3,0,0,0,0,1,0,1,1,1,2,1,1,1,0,8,1,1,0,1,0,2,1,0,0,0,3,3
64 - Β' Δυτικής Αττικής,192 E.T. Δήμου Φυλής,531,339,4,4,8,331,147,32,24,45,67,21,18,73,12,9,23,9,20,22,14,1,4,3,6,3,20,2,4,12,1,2,1,27,7,3,4,19,10,0,8,2,2,0,0,2,2,0,0,2,1,0,1,0,0,0,0,20,9,4,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,2,2,4,2,5,2,0,0,3,2
64 - Β' Δυτικής Αττικής,193 E.T. Δήμου Φυλής,511,366,3,3,6,360,140,27,23,37,48,16,13,100,18,18,26,6,41,20,24,5,5,2,15,3,19,6,7,7,3,4,1,20,6,1,3,11,7,0,10,2,6,0,1,3,0,0,0,3,2,0,1,0,0,1,1,20,11,4,8,7,1,1,0,1,0,0,3,1,0,0,0,0,0,0,7,2,2,1,1,1,1,4,1,0,0,8,7
64 - Β' Δυτικής Αττικής,194 E.T. Δήμου Φυλής,539,270,6,5,11,259,112,19,24,28,50,5,10,61,9,11,15,6,28,15,15,2,5,0,10,5,17,4,4,6,0,2,2,21,3,1,0,12,6,1,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,2,0,2,3,0,0,0,0,0,0,1,0,0,1,1,1,0,0,12,7,3,0,0,3,6,2,1,0,0,4,2
