ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΚΑΪΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΛΕΣΗ ΕΛΙΣΑΒΕΤ (ΕΛΙΖΑ) του Δημητρίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΡΙΖΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,Νέα Δημοκρατία,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Σπύρου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΜΠΑΧΑΡΙΔΟΥ ΧΡΥΣΗ του Γεωργίου,ΣΩΚΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Παντελή,ΦΑΡΑΝΤΑΤΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΜΗΝΙΔΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ευαγγέλου,ΔΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΘΕΟΧΑΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΡΑΓΓΕΛΙΔΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΤΣΙΓΓΕΡΛΙΩΤΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα Αλλαγής,ΒΑΣΙΛΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΖΑΠΑΡΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Εμμανουήλ,ΚΑΡΑΦΥΛΛΗΣ ΑΘΑΝΑΣΙΟΣ του Τραϊανού,ΜΑΛΚΟΠΟΥΛΟΥ ΜΟΡΦΩ του Θεοδώρου,ΟΥΣΤΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΓΚΑΤΖΙΔΗΣ ΣΤΑΜΑΤΙΟΣ του Χρήστου,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΜΙΧΑΗΛΙΔΗΣ ΣΙΔΕΡΗΣ του Γεωργίου,ΣΙΣΚΟΥ ΑΝΝΑ- ΜΑΡΙΑ του Ευαγγέλου,ΤΡΕΛΛΗ ΦΑΝΗ του Αποστόλου,ΧΙΩΝΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Ένωση Κεντρώων,ΛΥΣΙΜΑΧΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΜΠΑΔΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΒΑΣΙΛΙΚΗ του Νικολάου,ΧΑΡΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΣΙΝΟΒΑΛΗ ΑΙΚΑΤΕΡΙΝΑ του Δημητρίου,ΛΑΖΟΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΥΡΟΥ ΜΑΡΙΑ του Παναγιώτη,ΛΑΖΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΥΜΕΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΚΙΤΣΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Ευαγγέλου,ΠΑΠΟΥΛΙΔΟΥ ΕΛΠΙΔΑ του Γεωργίου,ΠΑΥΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΠΑΧΗ ΣΤΥΛΙΑΝΗ του Λέανδρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΓΑΖΗ ΕΛΕΝΗ του Χρήστου,ΖΕΛΙΑΣΚΟΣ ΙΩΑΝΝΗΣ του Σάββα,ΚΟΣΜΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25,ΒΑΪΔΟΥ ΑΝΝΑ του Ζήση,ΓΕΡΑΣΙΜΟΥ ΗΛΙΑΣ του Ιωάννη,ΛΟΥΪΖΟΥ ΜΑΡΙΑ ΙΩΑΝΝΑ του Βασιλείου,ΜΗΤΡΙΤΖΙΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΙΩΣΗΦΙΔΗΣ ΣΑΒΒΑΣ του Στεφάνου,ΚΑΡΑΜΑΝΙΔΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΟΜΠΑΡΗ ΕΥΑΝΘΙΑ του Ευστρατίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,1 E.T. Δήμου Αλεξανδρούπολης,532,320,3,3,6,314,98,34,21,15,40,14,22,108,28,36,48,6,18,24,11,4,5,3,3,3,31,7,17,5,0,8,5,15,1,11,2,2,3,4,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17,6,0,0,3,7,2,0,0,0,0,0,2,0,0,1,0,1,1,1,21,5,1,6,3,3,0,0,2,0,3,1
1 - Έβρου,2 E.T. Δήμου Αλεξανδρούπολης,560,288,12,1,13,275,86,18,27,5,40,19,22,125,32,55,39,12,24,31,4,2,2,0,1,1,17,7,10,1,1,2,2,5,0,2,2,1,2,1,6,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,18,7,2,2,2,7,1,2,0,0,0,0,3,1,0,1,0,0,0,0,5,2,2,0,2,1,0,1,0,0,2,1
1 - Έβρου,3 E.T. Δήμου Αλεξανδρούπολης,551,316,3,3,6,310,94,23,26,9,52,15,16,151,37,67,54,12,32,46,5,0,2,4,0,0,19,3,11,2,1,1,5,9,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,3,2,0,2,0,0,0,0,0,5,0,2,1,2,2,1,1,12,4,2,2,3,4,1,1,2,0,2,1
1 - Έβρου,4 E.T. Δήμου Αλεξανδρούπολης,570,350,7,7,14,336,102,20,13,6,43,23,28,131,26,53,49,9,25,30,4,0,1,1,0,0,23,6,15,1,1,3,2,21,1,11,2,2,4,4,5,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,20,11,2,3,3,7,3,0,0,0,0,0,3,0,0,0,0,0,1,1,14,2,2,3,3,9,0,5,3,1,1,1
1 - Έβρου,5 E.T. Δήμου Αλεξανδρούπολης,539,377,3,3,6,371,103,23,25,4,43,14,20,160,37,58,54,8,30,42,13,5,4,1,2,2,14,0,10,2,0,3,2,18,2,14,0,0,3,5,3,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,29,18,3,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,16,5,3,4,4,9,2,3,1,0,3,2
1 - Έβρου,6 E.T. Δήμου Αλεξανδρούπολης,560,314,6,4,10,304,88,17,16,5,41,14,15,134,27,61,42,6,24,39,6,3,2,0,0,0,28,5,14,5,0,3,2,11,1,7,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,21,11,6,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,1,1,1,2,0,0,0,0,1,1
1 - Έβρου,7 E.T. Δήμου Αλεξανδρούπολης,548,323,4,2,6,317,115,24,38,7,54,24,22,124,33,49,44,15,25,20,9,5,3,1,1,2,19,5,9,4,1,1,1,14,2,8,4,1,2,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,2,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,3,3,0,1,2,1,3,2
1 - Έβρου,8 E.T. Δήμου Αλεξανδρούπολης,545,362,4,4,8,354,93,27,28,7,44,10,22,156,49,69,54,10,29,28,12,5,1,7,0,3,35,5,20,7,2,5,2,10,0,6,4,3,2,1,6,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,11,3,3,1,9,1,0,0,0,0,0,2,0,0,0,0,1,2,1,11,6,2,1,5,2,1,1,1,1,1,0
1 - Έβρου,9 E.T. Δήμου Αλεξανδρούπολης,557,309,7,4,11,298,81,20,16,1,40,10,15,137,26,50,54,6,29,36,11,2,4,5,2,1,20,2,12,2,1,6,3,12,0,7,3,1,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,10,1,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,2,5,1,2,0,0,1,0
1 - Έβρου,10 E.T. Δήμου Αλεξανδρούπολης,547,338,7,4,11,327,99,27,25,13,46,25,27,128,40,58,44,10,22,32,6,1,4,4,2,0,28,5,24,3,2,2,0,18,3,9,2,4,6,0,2,1,0,0,1,1,0,0,2,2,1,1,2,0,0,1,0,1,2,20,8,1,1,3,8,5,0,0,0,0,0,2,1,0,2,1,0,1,0,8,2,1,3,2,6,2,3,3,1,5,0
1 - Έβρου,11 E.T. Δήμου Αλεξανδρούπολης,531,342,4,1,5,337,103,28,21,13,47,18,28,126,34,49,41,5,32,47,11,3,6,2,2,3,29,7,21,5,0,7,5,21,4,11,3,2,4,8,3,0,1,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,21,10,4,3,2,5,2,0,0,0,0,0,4,0,2,0,0,2,1,0,10,6,0,3,2,4,1,2,1,0,2,1
1 - Έβρου,12 E.T. Δήμου Αλεξανδρούπολης,534,291,4,1,5,286,61,17,8,3,25,8,12,142,33,59,54,15,25,27,11,3,6,4,0,0,26,4,20,4,3,6,3,7,1,4,1,1,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,0,1,2,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,18,5,3,3,5,2,1,2,0,0,2,1
1 - Έβρου,13 E.T. Δήμου Αλεξανδρούπολης,563,303,4,3,7,296,79,17,19,3,37,11,16,139,32,47,47,10,21,26,9,2,3,4,1,1,23,3,16,1,2,6,0,6,0,5,0,2,1,1,5,2,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,16,6,1,0,1,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,10,3,2,3,1,2,0,2,0,0,3,0
1 - Έβρου,14 E.T. Δήμου Αλεξανδρούπολης,554,290,7,3,10,280,83,24,20,1,36,11,16,135,25,65,46,9,28,21,5,2,1,0,0,0,8,1,5,0,0,1,0,12,1,4,4,4,5,3,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,4,2,1,1,6,0,0,0,0,0,0,3,0,0,1,1,1,0,0,15,6,2,4,4,1,0,0,1,0,1,1
1 - Έβρου,15 E.T. Δήμου Αλεξανδρούπολης,559,340,6,4,10,330,91,24,22,8,28,10,15,145,30,62,53,9,34,36,11,5,1,3,0,2,25,3,13,4,3,7,2,12,1,4,3,1,1,1,5,2,1,1,1,2,0,0,6,2,2,1,0,0,0,0,0,0,0,16,6,4,3,1,3,0,0,0,0,0,0,4,1,0,2,1,0,1,0,10,5,2,2,3,3,0,1,1,0,1,0
1 - Έβρου,16 E.T. Δήμου Αλεξανδρούπολης,560,313,0,2,2,311,82,15,27,7,33,12,15,144,33,52,48,10,28,40,8,2,2,2,0,2,13,4,8,1,0,3,0,13,0,12,1,0,2,5,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,23,11,2,3,1,3,2,0,0,0,0,0,3,1,1,0,0,0,0,0,11,2,4,1,2,1,1,0,0,0,6,4
1 - Έβρου,17 E.T. Δήμου Αλεξανδρούπολης,530,322,7,0,7,315,109,30,26,9,40,16,18,122,27,43,40,4,30,29,10,5,4,3,2,0,18,6,12,1,3,3,0,7,0,7,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,14,3,2,1,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,2,4,5,3,4,2,1,0,0
1 - Έβρου,18 E.T. Δήμου Αλεξανδρούπολης,532,335,8,3,11,324,98,19,16,11,48,11,16,124,23,42,35,8,23,33,10,3,1,0,1,1,24,9,15,5,1,2,0,22,0,12,5,1,6,5,4,0,1,1,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,15,5,4,2,2,7,1,0,0,0,0,0,2,1,0,1,0,1,1,1,12,5,2,2,1,3,0,0,0,0,0,0
1 - Έβρου,19 E.T. Δήμου Αλεξανδρούπολης,549,323,7,1,8,315,107,27,29,7,53,20,15,116,26,59,45,9,17,14,7,2,2,2,1,0,29,6,24,5,0,5,1,17,1,9,7,1,4,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,7,2,2,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,3,0,0,2,4,0,0,2,0,1,1
1 - Έβρου,20 E.T. Δήμου Αλεξανδρούπολης,562,357,4,4,8,349,95,20,24,10,36,15,17,159,48,68,51,10,23,33,4,1,2,0,1,0,25,5,15,2,6,5,2,4,0,2,1,1,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,6,2,2,8,3,1,1,1,0,0,1,0,0,0,0,0,1,0,16,6,3,3,3,0,0,0,0,0,7,2
1 - Έβρου,21 E.T. Δήμου Αλεξανδρούπολης,543,323,3,9,12,311,91,27,26,3,44,17,13,128,41,56,44,8,16,23,10,3,1,3,1,3,23,6,15,3,0,7,4,10,1,6,5,1,5,0,7,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,4,1,3,6,4,1,1,1,0,0,2,1,1,0,0,0,0,0,9,6,2,3,2,4,1,2,1,0,3,2
1 - Έβρου,22 E.T. Δήμου Αλεξανδρούπολης,539,339,3,5,8,331,84,25,16,7,40,13,17,158,39,68,55,14,31,33,10,1,1,2,0,0,24,2,17,4,3,2,5,14,1,3,5,1,2,6,2,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,23,12,8,2,3,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,10,3,3,1,3,0,0,0,0,0,2,1
1 - Έβρου,23 E.T. Δήμου Αλεξανδρούπολης,225,126,1,1,2,124,31,7,2,2,12,1,8,29,3,11,13,3,5,6,1,0,0,0,0,0,31,0,29,0,8,4,3,14,0,1,13,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,1,0,1,1
1 - Έβρου,24 E.T. Δήμου Αλεξανδρούπολης,152,90,0,1,1,89,26,7,4,1,14,1,11,44,5,28,14,4,14,9,1,0,1,0,1,0,6,0,2,3,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,2,0,0,0,0,0,0,0
1 - Έβρου,25 E.T. Δήμου Αλεξανδρούπολης,471,313,7,1,8,305,75,17,17,2,28,3,7,150,43,54,57,8,15,33,14,2,4,5,1,1,16,3,10,4,1,2,0,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,3,4,3,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,1,0,0,0,0,3,2
1 - Έβρου,26 E.T. Δήμου Αλεξανδρούπολης,471,311,6,3,9,302,82,13,18,6,30,8,21,144,38,60,59,10,18,18,17,6,3,0,2,4,6,1,4,2,0,2,1,6,0,3,1,0,1,0,5,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,25,6,2,1,1,12,2,0,0,0,0,0,0,0,0,0,0,0,1,1,12,6,1,3,4,1,0,0,0,0,2,2
1 - Έβρου,27 E.T. Δήμου Αλεξανδρούπολης,392,273,1,2,3,270,81,18,27,5,30,12,24,111,35,53,29,7,17,42,10,7,3,1,1,1,21,6,7,5,2,4,2,9,1,5,5,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,2,2,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,3,7,2,0,0,0,0,1,0
1 - Έβρου,28 E.T. Δήμου Αλεξανδρούπολης,426,307,0,5,5,302,92,23,16,2,31,14,34,134,42,50,43,15,21,25,9,4,6,1,1,1,20,3,14,4,4,4,1,9,0,8,1,1,4,2,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10,2,1,2,1,6,0,0,0,0,0,0,3,0,0,0,1,0,1,1,14,4,1,0,5,2,0,0,0,0,2,1
1 - Έβρου,29 E.T. Δήμου Αλεξανδρούπολης,556,305,9,3,12,293,142,36,25,2,70,14,19,96,16,36,42,11,19,15,3,0,1,1,0,1,14,4,8,3,0,4,1,10,2,4,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,1,0,11,1,0,0,0,0,0,3,1,0,1,0,0,1,0,4,2,0,1,3,1,0,0,0,0,0,0
1 - Έβρου,30 E.T. Δήμου Αλεξανδρούπολης,549,352,6,9,15,337,122,32,32,11,57,18,23,123,36,48,45,7,25,38,10,4,2,2,1,2,26,6,14,6,4,2,1,11,2,4,1,3,3,3,5,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,24,9,5,2,4,11,2,0,0,0,0,0,1,0,0,0,1,0,2,0,9,2,2,4,3,0,0,0,0,0,2,2
1 - Έβρου,31 E.T. Δήμου Αλεξανδρούπολης,568,351,5,4,9,342,110,34,37,9,66,22,15,153,35,61,50,10,36,41,8,3,2,2,0,0,26,9,18,3,2,7,2,17,2,13,3,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,3,2,9,0,0,0,0,0,0,1,0,1,0,1,0,1,0,8,0,1,2,2,0,0,0,0,0,0,0
1 - Έβρου,32 E.T. Δήμου Αλεξανδρούπολης,541,344,8,5,13,331,128,28,33,14,55,24,31,126,37,56,42,7,20,32,4,0,2,1,1,0,25,5,16,8,1,2,4,9,3,5,3,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,9,5,4,2,8,4,0,0,0,1,0,2,0,1,0,0,2,0,0,5,1,2,1,3,3,1,2,0,1,5,4
1 - Έβρου,33 E.T. Δήμου Αλεξανδρούπολης,557,360,14,1,15,345,98,21,14,6,47,14,23,166,55,63,52,19,32,44,16,7,4,3,2,1,14,4,8,1,1,4,3,8,0,4,1,0,1,3,4,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,5,3,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,1,2,3,4,1,0,0,1,1,0
1 - Έβρου,34 E.T. Δήμου Αλεξανδρούπολης,560,334,4,0,4,330,125,24,30,11,59,22,27,129,24,56,53,11,20,28,15,4,4,6,1,3,13,1,7,4,1,6,2,9,0,7,1,2,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,7,2,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,2,1,0,3,1,1,0,0,7,3
1 - Έβρου,35 E.T. Δήμου Αλεξανδρούπολης,537,349,5,3,8,341,100,30,23,4,38,13,16,137,31,45,53,10,17,30,9,4,2,2,1,2,23,6,11,4,1,3,2,16,0,10,3,4,4,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,14,1,2,3,8,4,0,0,0,1,0,3,0,0,0,0,0,1,1,13,4,1,1,2,3,1,0,1,0,3,2
1 - Έβρου,36 E.T. Δήμου Αλεξανδρούπολης,559,305,11,1,12,293,179,40,16,9,89,7,25,63,20,15,12,9,14,21,8,3,4,5,0,0,2,0,2,0,0,0,0,6,0,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,13,4,4,1,0,5,2,1,0,0,1,0,2,2,0,0,2,0,0,0,3,1,0,1,2,5,1,1,0,0,5,2
1 - Έβρου,37 E.T. Δήμου Αλεξανδρούπολης,552,371,11,3,14,357,110,25,28,6,52,15,20,138,45,59,36,8,30,29,13,2,3,5,2,0,29,3,17,3,5,4,0,11,0,7,3,3,4,0,4,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26,6,2,2,3,11,1,0,0,0,0,0,4,0,0,0,0,3,0,0,11,3,1,1,3,2,1,1,1,0,8,4
1 - Έβρου,38 E.T. Δήμου Αλεξανδρούπολης,544,359,5,0,5,354,120,28,30,7,56,13,20,143,40,49,47,17,29,17,7,1,2,2,0,0,17,1,12,2,3,5,3,17,0,13,3,5,4,4,6,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,7,3,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,6,2,3,4,4,1,0,2,0,4,3
1 - Έβρου,39 E.T. Δήμου Αλεξανδρούπολης,530,357,6,4,10,347,138,32,33,5,67,17,22,127,38,51,50,12,18,29,14,2,4,6,3,2,21,3,12,4,2,0,4,12,0,4,0,4,3,4,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,2,2,1,3,7,3,0,0,0,0,0,2,1,1,1,0,1,1,1,7,3,4,0,4,2,0,1,0,0,4,3
1 - Έβρου,40 E.T. Δήμου Αλεξανδρούπολης,534,348,3,3,6,342,113,24,22,10,57,18,19,146,39,64,53,13,31,29,10,3,3,4,2,0,19,15,8,4,2,7,2,8,0,6,1,0,1,3,7,1,1,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,17,5,0,1,2,4,2,0,0,0,0,0,1,0,0,1,0,0,2,2,12,3,1,3,2,3,0,0,1,0,3,3
1 - Έβρου,41 E.T. Δήμου Αλεξανδρούπολης,568,355,5,3,8,347,99,16,18,6,53,21,7,138,45,63,42,15,36,27,15,4,2,4,2,0,25,3,16,3,2,3,2,15,0,10,2,7,2,4,8,1,1,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,20,5,4,1,4,5,3,0,0,0,0,0,4,2,1,0,1,3,0,0,15,2,4,4,1,5,1,1,1,1,2,2
1 - Έβρου,42 E.T. Δήμου Αλεξανδρούπολης,530,339,4,5,9,330,144,29,22,3,76,19,12,106,32,37,28,6,14,38,8,3,3,1,1,0,16,0,6,7,2,3,3,14,0,10,1,0,2,3,7,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,10,5,0,1,1,3,4,1,0,0,0,0,2,2,0,1,1,0,1,0,9,0,1,0,2,6,0,3,5,0,4,0
