ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΚΑΪΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΛΕΣΗ ΕΛΙΣΑΒΕΤ (ΕΛΙΖΑ) του Δημητρίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΡΙΖΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,Νέα Δημοκρατία,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Σπύρου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΜΠΑΧΑΡΙΔΟΥ ΧΡΥΣΗ του Γεωργίου,ΣΩΚΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Παντελή,ΦΑΡΑΝΤΑΤΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΜΗΝΙΔΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ευαγγέλου,ΔΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΘΕΟΧΑΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΡΑΓΓΕΛΙΔΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΤΣΙΓΓΕΡΛΙΩΤΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα Αλλαγής,ΒΑΣΙΛΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΖΑΠΑΡΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Εμμανουήλ,ΚΑΡΑΦΥΛΛΗΣ ΑΘΑΝΑΣΙΟΣ του Τραϊανού,ΜΑΛΚΟΠΟΥΛΟΥ ΜΟΡΦΩ του Θεοδώρου,ΟΥΣΤΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΓΚΑΤΖΙΔΗΣ ΣΤΑΜΑΤΙΟΣ του Χρήστου,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΜΙΧΑΗΛΙΔΗΣ ΣΙΔΕΡΗΣ του Γεωργίου,ΣΙΣΚΟΥ ΑΝΝΑ- ΜΑΡΙΑ του Ευαγγέλου,ΤΡΕΛΛΗ ΦΑΝΗ του Αποστόλου,ΧΙΩΝΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Ένωση Κεντρώων,ΛΥΣΙΜΑΧΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΜΠΑΔΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΒΑΣΙΛΙΚΗ του Νικολάου,ΧΑΡΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΣΙΝΟΒΑΛΗ ΑΙΚΑΤΕΡΙΝΑ του Δημητρίου,ΛΑΖΟΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΥΡΟΥ ΜΑΡΙΑ του Παναγιώτη,ΛΑΖΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΥΜΕΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΚΙΤΣΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Ευαγγέλου,ΠΑΠΟΥΛΙΔΟΥ ΕΛΠΙΔΑ του Γεωργίου,ΠΑΥΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΠΑΧΗ ΣΤΥΛΙΑΝΗ του Λέανδρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΓΑΖΗ ΕΛΕΝΗ του Χρήστου,ΖΕΛΙΑΣΚΟΣ ΙΩΑΝΝΗΣ του Σάββα,ΚΟΣΜΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25,ΒΑΪΔΟΥ ΑΝΝΑ του Ζήση,ΓΕΡΑΣΙΜΟΥ ΗΛΙΑΣ του Ιωάννη,ΛΟΥΪΖΟΥ ΜΑΡΙΑ ΙΩΑΝΝΑ του Βασιλείου,ΜΗΤΡΙΤΖΙΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΙΩΣΗΦΙΔΗΣ ΣΑΒΒΑΣ του Στεφάνου,ΚΑΡΑΜΑΝΙΔΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΟΜΠΑΡΗ ΕΥΑΝΘΙΑ του Ευστρατίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,260 E.T. Δήμου Ορεστιάδας,545,207,1,1,2,205,52,30,2,3,5,1,29,108,39,54,29,19,4,16,8,2,2,2,1,0,10,0,5,0,0,1,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,0,6,2
1 - Έβρου,261 E.T. Δήμου Ορεστιάδας,418,177,2,5,7,170,25,18,4,5,0,2,7,91,34,21,20,35,7,6,8,1,2,4,2,0,16,2,0,0,7,0,12,4,1,1,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,4,0,1,3,0,0,0,0,0,4,2,0,1,1,2,1,1,3,2,0,2,0,0,0,0,0,0,2,2
1 - Έβρου,262 E.T. Δήμου Ορεστιάδας,482,173,3,0,3,170,25,12,1,2,2,3,4,86,48,25,10,29,8,8,8,3,1,3,0,3,22,0,1,0,1,2,20,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,14,6,2,2,0,2,3,0,0,0,0,0,5,0,0,5,4,0,0,0,3,1,1,1,1,1,1,0,0,1,2,0
1 - Έβρου,263 E.T. Δήμου Ορεστιάδας,324,162,3,1,4,158,32,11,3,1,1,3,9,75,26,38,19,13,4,9,2,0,0,0,0,0,14,1,3,0,0,0,14,1,0,0,0,1,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,1,1,2,2,2,0,0,0,0,0,5,2,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1 - Έβρου,264 E.T. Δήμου Ορεστιάδας,279,139,2,0,2,137,19,10,0,6,1,2,8,58,23,28,13,9,5,7,6,4,1,0,3,1,28,4,3,5,2,0,21,3,1,0,0,1,0,0,3,0,0,0,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,10,5,1,0,3,0,1,1,1,0,0,0,5,1,0,4,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
1 - Έβρου,265 E.T. Δήμου Ορεστιάδας,462,222,1,2,3,219,73,44,6,5,17,11,14,85,27,44,39,16,1,12,4,0,0,3,0,0,24,0,10,0,0,2,20,5,5,4,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,2,0,1,2,0,0,0,0,0,0,4,2,0,3,0,2,0,0,5,1,1,1,0,0,0,0,0,0,1,1
1 - Έβρου,266 E.T. Δήμου Ορεστιάδας,453,230,1,1,2,228,64,38,11,2,19,6,17,112,27,63,41,27,7,20,4,0,2,1,1,0,30,3,9,1,1,2,24,3,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,1,0,0,0,0
1 - Έβρου,267 E.T. Δήμου Ορεστιάδας,375,253,7,3,10,243,37,11,3,1,1,2,29,134,52,58,27,26,10,28,24,7,6,7,1,1,11,3,2,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,1,3,1,0,1,2,1,0,14,8,3,0,4,3,4,2,2,1,0,0,4,1,2,0,1,1,1,1,7,3,2,2,0,1,0,0,0,0,1,1
1 - Έβρου,268 E.T. Δήμου Ορεστιάδας,384,203,3,1,4,199,43,8,3,2,0,2,37,97,22,47,28,25,7,17,13,2,5,7,0,2,12,2,2,1,0,0,8,9,4,7,1,0,1,1,9,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1
1 - Έβρου,269 E.T. Δήμου Ορεστιάδας,405,189,0,3,3,186,40,9,3,1,2,2,33,109,44,54,19,21,11,15,14,2,6,5,0,2,2,0,0,0,0,0,2,5,5,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,10,5,2,0,0,1,1,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,270 E.T. Δήμου Ορεστιάδας,402,203,4,0,4,199,39,18,4,3,3,10,15,85,20,51,15,28,4,7,3,0,1,1,0,0,41,5,8,0,1,0,36,6,5,1,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,10,4,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,2,2,1
1 - Έβρου,271 E.T. Δήμου Ορεστιάδας,294,78,0,1,1,77,16,12,3,2,2,1,2,43,24,18,12,7,2,4,2,0,1,0,0,0,3,1,1,0,0,0,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,272 E.T. Δήμου Ορεστιάδας,337,98,2,3,5,93,20,13,3,1,0,0,4,51,21,25,10,11,1,4,3,0,0,1,0,0,7,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1 - Έβρου,273 E.T. Δήμου Ορεστιάδας,571,269,6,1,7,262,71,61,1,2,5,2,13,103,43,56,11,28,5,9,8,1,3,2,1,1,61,3,37,0,2,6,47,4,2,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,3,0,1,1,1
1 - Έβρου,274 E.T. Δήμου Ορεστιάδας,539,220,4,2,6,214,44,39,6,1,3,1,3,107,42,48,8,43,20,10,9,1,2,4,2,0,33,1,23,1,1,7,21,8,7,3,0,1,4,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,6,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,2,2,1,0,1,0,0
1 - Έβρου,275 E.T. Δήμου Ορεστιάδας,418,184,6,0,6,178,38,11,4,5,11,3,16,101,50,37,15,24,8,8,7,3,1,3,0,0,16,3,0,0,1,1,14,3,2,1,0,0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,276 E.T. Δήμου Ορεστιάδας,457,216,5,0,5,211,66,12,11,11,30,7,28,90,37,47,15,14,13,7,6,1,2,3,2,0,29,3,8,8,2,1,19,2,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,4,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,3,1,0,0,2,0,0
1 - Έβρου,277 E.T. Δήμου Ορεστιάδας,395,139,2,0,2,137,14,9,1,2,3,1,3,69,32,31,18,11,8,8,4,0,0,2,0,0,30,1,2,4,0,2,29,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,2,1,1,1,0,0,5,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1
1 - Έβρου,278 E.T. Δήμου Ορεστιάδας,267,60,0,0,0,60,24,12,1,0,5,2,12,20,8,11,4,6,2,3,2,1,1,0,1,0,9,0,1,0,0,0,9,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1 - Έβρου,279 E.T. Δήμου Ορεστιάδας,141,36,0,0,0,36,10,8,1,1,0,2,5,23,13,17,1,3,3,3,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1 - Έβρου,280 E.T. Δήμου Ορεστιάδας,393,172,4,0,4,168,28,16,3,1,1,1,7,93,42,46,19,28,6,9,3,1,0,0,0,0,34,1,3,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0
1 - Έβρου,281 E.T. Δήμου Ορεστιάδας,313,173,5,0,5,168,51,22,2,3,1,0,20,78,31,42,16,27,12,1,4,0,1,2,0,0,8,0,1,0,0,3,6,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,12,3,3,0,2,2,0,0,0,0,1,0,3,0,0,2,0,1,0,0,3,1,1,0,1,1,0,0,0,0,3,2
1 - Έβρου,282 E.T. Δήμου Ορεστιάδας,341,183,0,2,2,181,45,25,5,2,0,1,11,83,50,28,13,31,10,5,3,1,0,1,1,0,30,0,1,3,0,2,25,12,5,1,0,0,8,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0
1 - Έβρου,283 E.T. Δήμου Ορεστιάδας,406,185,2,1,3,182,46,31,5,2,3,3,16,75,47,22,14,20,4,5,9,4,2,5,1,0,27,2,4,2,0,1,23,10,7,1,0,0,5,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,4,2,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1 - Έβρου,284 E.T. Δήμου Ορεστιάδας,489,245,6,1,7,238,40,21,3,5,2,1,12,100,43,52,16,37,11,14,8,2,3,4,2,0,68,0,3,0,1,1,68,5,4,0,0,1,1,0,5,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,1,1,2,0,0,0,0,0,0,1,0
1 - Έβρου,285 E.T. Δήμου Ορεστιάδας,538,281,8,2,10,271,45,28,2,1,1,0,16,132,44,72,39,30,3,15,6,1,0,3,0,0,67,6,0,0,1,1,66,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,0,2,1,0,0,0,0,0,5,1,0,4,0,0,0,0,4,0,0,2,0,2,1,0,1,0,0,0
1 - Έβρου,286 E.T. Δήμου Ορεστιάδας,353,138,4,2,6,132,34,25,1,3,2,3,8,58,27,28,8,8,5,3,9,2,2,4,1,1,3,0,1,0,0,0,1,6,6,0,0,0,6,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
1 - Έβρου,287 E.T. Δήμου Ορεστιάδας,548,198,6,0,6,192,48,29,4,4,9,9,15,99,31,61,37,22,5,8,13,1,0,12,0,0,17,1,2,0,0,4,13,2,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0
1 - Έβρου,288 E.T. Δήμου Ορεστιάδας,589,181,0,0,0,181,34,18,3,1,9,7,7,87,33,41,23,21,3,6,15,2,1,15,0,0,29,3,4,2,2,10,22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1 - Έβρου,289 E.T. Δήμου Ορεστιάδας,351,130,0,1,1,129,25,14,5,4,1,5,5,63,22,15,14,27,0,1,1,0,0,0,0,0,24,5,11,1,1,4,21,8,7,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,290 E.T. Δήμου Ορεστιάδας,378,147,4,2,6,141,14,7,5,1,2,0,4,79,31,26,21,29,2,5,5,1,1,1,0,1,29,2,8,1,1,3,22,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
1 - Έβρου,291 E.T. Δήμου Ορεστιάδας,470,181,0,2,2,179,31,21,2,4,3,1,5,84,28,35,13,35,28,10,2,0,0,0,0,0,44,4,8,8,0,4,39,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,292 E.T. Δήμου Ορεστιάδας,479,96,1,1,2,94,19,10,2,4,4,3,8,54,34,21,10,11,5,0,0,0,0,0,0,0,11,1,2,0,0,1,10,4,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1 - Έβρου,293 E.T. Δήμου Ορεστιάδας,459,86,0,0,0,86,24,18,0,1,2,2,13,48,26,20,11,11,4,5,1,0,0,0,0,0,7,1,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,294 E.T. Δήμου Ορεστιάδας,466,75,1,0,1,74,9,5,0,0,2,0,2,41,18,15,25,8,3,1,4,1,0,1,0,0,14,2,6,1,1,0,10,4,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,295 E.T. Δήμου Ορεστιάδας,227,236,7,5,12,224,50,21,10,5,4,1,12,91,33,43,9,17,8,18,22,5,5,8,2,2,20,3,1,2,1,4,12,2,0,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,2,1,2,0,0,0,0,0,0,7,0,0,5,0,0,1,1,5,1,2,2,1,3,0,0,0,0,4,3
1 - Έβρου,296 E.T. Δήμου Ορεστιάδας,218,250,5,3,8,242,45,10,7,2,3,5,9,88,35,30,8,18,9,18,33,6,3,19,1,1,17,1,1,1,0,0,10,10,1,3,0,0,2,0,8,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,15,11,2,1,3,1,1,0,0,0,1,0,7,0,1,3,0,1,1,1,12,0,1,3,1,3,0,1,0,0,0,0
1 - Έβρου,297 E.T. Δήμου Ορεστιάδας,418,165,2,4,6,159,23,12,3,7,3,2,6,73,26,34,19,21,3,9,8,1,1,4,0,0,39,3,3,3,0,7,28,3,1,0,0,2,1,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,298 E.T. Δήμου Ορεστιάδας,398,134,1,2,3,131,21,15,2,1,1,1,4,64,29,22,15,21,4,5,4,2,1,1,0,0,27,1,3,1,0,3,22,1,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,299 E.T. Δήμου Ορεστιάδας,369,159,1,0,1,158,42,28,2,8,4,3,19,82,33,46,36,8,1,4,3,0,1,3,0,0,22,2,2,1,0,5,22,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1 - Έβρου,300 E.T. Δήμου Ορεστιάδας,398,150,0,0,0,150,35,10,7,3,8,0,15,63,26,34,20,12,2,2,5,1,2,3,1,1,31,2,3,1,0,7,30,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1
1 - Έβρου,301 E.T. Δήμου Ορεστιάδας,189,74,2,0,2,72,11,5,1,2,3,1,4,31,7,5,20,15,0,0,2,0,0,1,0,0,18,1,3,1,0,1,15,1,1,0,0,0,1,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,302 E.T. Δήμου Ορεστιάδας,94,52,0,0,0,52,9,5,0,0,0,0,2,23,5,6,1,17,1,2,1,0,0,1,0,0,14,0,1,0,2,0,11,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,303 E.T. Δήμου Σαμοθράκης,534,211,3,1,4,207,94,39,10,4,66,10,10,69,19,38,34,1,19,4,1,1,0,1,0,0,13,6,5,2,0,2,0,5,0,1,1,0,1,0,4,0,1,1,3,0,0,0,2,2,1,1,0,0,0,0,0,0,0,9,3,5,0,2,0,1,1,0,0,0,0,2,1,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,1,2,1
1 - Έβρου,304 E.T. Δήμου Σαμοθράκης,524,187,2,2,4,183,73,26,9,2,50,10,9,62,20,27,20,3,22,6,0,0,0,0,0,0,11,1,3,3,0,0,0,10,0,3,2,4,4,3,3,0,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16,4,12,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,2,1
1 - Έβρου,305 E.T. Δήμου Σαμοθράκης,521,192,10,4,14,178,85,23,9,6,55,20,15,46,7,18,10,4,14,7,2,0,1,0,1,0,19,5,9,3,0,3,3,8,1,4,2,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,2,1,1,0,1,0,1,4,1
1 - Έβρου,306 E.T. Δήμου Σαμοθράκης,457,248,6,4,10,238,47,12,7,6,19,1,10,111,28,55,41,8,32,16,16,6,7,2,3,1,16,2,12,2,0,8,1,3,0,0,0,1,1,2,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,35,6,26,0,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,1,2,0,1,0,0,0,1,0,0
1 - Έβρου,307 E.T. Δήμου Σαμοθράκης,513,354,5,7,12,342,91,28,13,7,47,10,8,128,28,48,46,6,29,19,19,3,2,4,3,0,33,9,16,2,1,6,3,6,2,0,2,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39,1,28,3,1,1,2,0,0,0,0,0,2,0,0,1,0,1,0,0,9,4,2,1,0,5,3,1,0,1,7,3
1 - Έβρου,308 E.T. Δήμου Σαμοθράκης,510,382,7,3,10,372,115,38,22,11,76,17,11,115,37,45,38,6,30,16,14,3,6,4,4,2,39,14,16,5,6,11,5,4,0,1,0,0,2,0,3,1,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,1,0,60,6,50,2,3,5,2,0,0,0,0,0,3,1,1,0,0,0,1,1,10,1,5,5,5,3,2,2,0,0,3,2
1 - Έβρου,309 E.T. Δήμου Σαμοθράκης,267,105,2,0,2,103,32,11,6,2,19,5,4,42,11,14,21,0,12,9,2,0,0,0,0,0,19,9,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,310 E.T. Δήμου Σαμοθράκης,316,146,0,1,1,145,39,9,4,4,29,9,2,69,12,30,38,1,18,14,1,0,1,0,0,0,15,9,5,0,1,6,3,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,2,1,0,0,1,2,0,0,0,0,3,3
1 - Έβρου,311 E.T. Δήμου Σαμοθράκης,323,126,4,2,6,120,43,16,4,1,25,6,2,51,9,35,35,0,6,6,2,0,0,0,0,0,13,4,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1 - Έβρου,312 E.T. Δήμου Σουφλίου,443,207,6,5,11,196,38,5,10,4,8,10,14,109,27,53,29,15,14,31,5,2,1,0,0,1,20,4,5,2,0,6,4,7,1,5,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,313 E.T. Δήμου Σουφλίου,430,185,5,0,5,180,38,9,16,3,7,4,9,95,18,41,35,10,4,28,6,1,3,0,0,1,15,5,3,3,1,7,3,5,0,4,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0
1 - Έβρου,314 E.T. Δήμου Σουφλίου,439,199,5,5,10,189,31,6,8,3,7,3,9,109,16,74,40,13,11,35,7,3,0,1,1,2,15,2,6,0,2,4,7,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,8,4,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,1,3,0,2,1,0,4,3
1 - Έβρου,315 E.T. Δήμου Σουφλίου,439,201,6,2,8,193,30,12,7,7,5,4,8,101,18,42,51,9,11,28,11,3,4,1,0,1,21,3,4,2,1,4,10,8,1,4,0,1,3,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,2,2,2,1,0,0,0,0,0,0,0
