ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΛΑΘΥΡΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΠΕΡΜΠΕΡΗΣ ΜΩΥΣΗΣ του Γεωργίου,ΣΚΟΝΔΡΙΑΝΟΥ ΧΡΥΣΟΥΛΑ του Νικολάου,Νέα Δημοκρατία,ΚΟΝΤΟΓΕΩΡΓΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΠΠΑΣ ΚΛΕΟΜΕΝΗΣ (ΜΕΝΙΟΣ) του Κωνσταντίνου,ΟΙΚΟΝΟΜΟΥ ΘΩΜΑΪΣ (ΤΖΙΝΑ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΙΩΑΝΝΟΥ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Στεφάνου,ΣΙΑΚΑΒΕΛΑ ΙΩΑΝΝΑ -ΣΜΑΡΑΓΔΑ του Ιωάννη,Κ.Κ.Ε.,ΓΙΑΝΝΟΥΛΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΠΑΡΟΪΔΑΜΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΣΤΑΜΟΥΛΗ ΕΛΠΙΔΑ του Σπύρου,Ένωση Κεντρώων,ΜΠΑΚΑ ΧΡΙΣΤΙΝΑ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,Ελλήνων Συνέλευσις,ΨΩΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΤΣΟΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΟΙΚΟΝΟΜΟΥ ΧΡΙΣΤΙΑΝΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΗΣΗΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΑΡΒΑΝΙΤΗ ΕΛΕΝΗ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΨΕΥΤΗΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,Λαϊκή Ενότητα,ΦΑΡΜΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΜέΡΑ25,ΤΡΑΓΟΠΟΥΛΟΣ ΣΠΥΡΟΣ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΝΙΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία
34 - Ευρυτανίας,62 E.T. Δήμου Καρπενησίου,464,244,3,2,5,239,75,17,34,2,103,41,25,28,6,1,23,0,12,1,12,1,4,0,3,0,2,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,0,2,1,2,1,6,1
34 - Ευρυτανίας,63 E.T. Δήμου Καρπενησίου,229,63,0,0,0,63,17,3,6,3,35,11,9,13,2,0,2,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,64 E.T. Δήμου Καρπενησίου,468,109,0,0,0,109,35,7,20,2,58,28,6,19,0,0,6,0,4,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1
34 - Ευρυτανίας,65 E.T. Δήμου Καρπενησίου,554,371,5,5,10,361,96,17,45,7,178,54,65,52,10,4,35,0,27,0,9,3,1,2,2,0,1,0,0,2,0,1,0,15,7,3,1,0,0,0,0,0,0,0,7,3,1,0,4,2
34 - Ευρυτανίας,66 E.T. Δήμου Καρπενησίου,560,362,2,2,4,358,116,15,71,5,159,63,46,44,11,8,35,0,25,2,13,3,4,2,3,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,5,1,0,0,8,2,1,0,0,0
34 - Ευρυτανίας,67 E.T. Δήμου Καρπενησίου,540,297,5,4,9,288,81,16,47,5,144,53,5,38,12,6,24,2,17,0,4,1,3,0,7,1,5,0,0,1,1,1,1,5,1,3,0,0,0,0,0,0,0,0,6,3,2,1,1,1
34 - Ευρυτανίας,68 E.T. Δήμου Καρπενησίου,547,328,3,5,8,320,92,19,42,5,145,39,61,40,6,3,38,4,20,6,12,2,6,1,2,0,2,0,0,3,1,0,0,12,1,7,0,0,0,0,0,0,1,1,4,1,3,1,2,0
34 - Ευρυτανίας,69 E.T. Δήμου Καρπενησίου,558,335,7,1,8,327,121,18,69,2,132,36,54,38,4,4,37,7,18,2,8,3,2,1,3,1,1,0,0,1,1,1,1,5,1,1,2,2,0,0,0,0,1,1,6,6,0,0,6,6
34 - Ευρυτανίας,70 E.T. Δήμου Καρπενησίου,530,317,11,0,11,306,118,18,69,5,118,27,42,46,6,2,20,1,13,0,8,1,2,2,2,0,2,0,0,2,0,0,0,11,0,1,0,0,0,0,0,0,2,2,11,5,2,1,6,5
34 - Ευρυτανίας,71 E.T. Δήμου Καρπενησίου,532,330,11,3,14,316,112,10,76,6,136,44,40,48,4,2,27,0,22,0,14,2,3,2,1,0,0,0,0,2,1,0,0,7,2,3,0,0,0,0,0,0,1,0,4,1,4,1,4,0
34 - Ευρυτανίας,72 E.T. Δήμου Καρπενησίου,534,319,4,6,10,309,92,12,58,5,144,56,42,41,3,2,33,0,29,1,12,0,9,0,1,0,0,0,0,3,0,0,0,10,3,1,0,0,0,0,1,1,0,0,9,0,0,0,1,1
34 - Ευρυτανίας,73 E.T. Δήμου Καρπενησίου,534,351,4,4,8,343,106,15,59,6,162,54,48,51,5,1,30,3,19,4,4,1,2,0,7,2,0,0,0,2,1,0,0,10,5,1,0,0,0,0,0,0,1,0,9,3,6,2,1,0
34 - Ευρυτανίας,74 E.T. Δήμου Καρπενησίου,530,302,6,5,11,291,90,10,53,5,139,57,54,25,7,3,20,0,10,2,5,0,1,0,2,0,0,0,0,2,1,0,0,6,4,0,0,0,0,0,4,1,1,0,6,2,3,0,6,3
34 - Ευρυτανίας,75 E.T. Δήμου Καρπενησίου,536,315,1,2,3,312,87,16,52,2,159,54,58,39,2,1,16,3,11,0,10,2,5,1,8,2,3,0,0,3,1,0,0,7,2,2,0,0,0,0,1,1,0,0,10,2,6,3,3,2
34 - Ευρυτανίας,76 E.T. Δήμου Καρπενησίου,192,113,1,0,1,112,26,2,14,1,50,16,15,16,3,1,20,1,16,1,7,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0
34 - Ευρυτανίας,77 E.T. Δήμου Καρπενησίου,194,101,0,1,1,100,39,5,20,2,32,13,10,9,0,0,19,0,15,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
34 - Ευρυτανίας,78 E.T. Δήμου Καρπενησίου,281,145,3,0,3,142,63,21,24,7,57,21,19,13,1,0,15,3,7,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
34 - Ευρυτανίας,79 E.T. Δήμου Καρπενησίου,275,78,1,0,1,77,20,8,5,3,43,24,5,14,0,0,7,2,4,1,2,0,2,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,80 E.T. Δήμου Καρπενησίου,142,63,0,0,0,63,14,10,3,0,43,13,14,15,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
34 - Ευρυτανίας,81 E.T. Δήμου Καρπενησίου,75,36,0,0,0,36,19,7,10,0,10,3,1,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,82 E.T. Δήμου Καρπενησίου,187,84,1,0,1,83,16,4,8,2,64,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34 - Ευρυτανίας,83 E.T. Δήμου Καρπενησίου,80,36,0,0,0,36,6,0,2,3,13,9,0,3,0,0,4,1,3,0,9,1,5,2,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34 - Ευρυτανίας,84 E.T. Δήμου Καρπενησίου,397,150,0,0,0,150,31,4,23,0,96,33,18,45,2,0,17,0,11,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,85 E.T. Δήμου Καρπενησίου,91,34,0,0,0,34,13,1,5,0,12,7,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,86 E.T. Δήμου Καρπενησίου,165,38,0,0,0,38,23,6,15,0,11,10,1,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,87 E.T. Δήμου Καρπενησίου,565,260,4,4,8,252,66,1,45,16,139,47,8,80,2,1,22,8,7,4,6,2,2,1,0,0,0,0,0,0,0,1,1,6,1,2,0,0,0,0,1,0,0,0,2,0,5,4,2,2
34 - Ευρυτανίας,88 E.T. Δήμου Καρπενησίου,153,61,1,0,1,60,19,5,14,0,27,4,0,20,1,0,10,3,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,89 E.T. Δήμου Καρπενησίου,367,133,4,1,5,128,40,15,19,4,54,20,7,26,1,1,23,2,18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1
34 - Ευρυτανίας,90 E.T. Δήμου Καρπενησίου,87,37,0,0,0,37,13,3,8,0,18,1,5,12,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
34 - Ευρυτανίας,91 E.T. Δήμου Καρπενησίου,164,56,1,0,1,55,8,2,4,0,39,20,1,17,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
34 - Ευρυτανίας,92 E.T. Δήμου Καρπενησίου,144,58,0,1,1,57,23,4,12,2,21,5,2,10,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,3,3,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,93 E.T. Δήμου Καρπενησίου,165,68,1,1,2,66,32,11,5,4,16,4,5,7,2,0,7,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,1,1,1,0,0
34 - Ευρυτανίας,94 E.T. Δήμου Καρπενησίου,32,12,0,0,0,12,5,0,4,1,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34 - Ευρυτανίας,95 E.T. Δήμου Καρπενησίου,63,26,0,0,0,26,10,3,5,0,9,4,3,0,0,0,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
34 - Ευρυτανίας,96 E.T. Δήμου Καρπενησίου,155,45,0,0,0,45,23,9,6,2,12,8,0,2,1,0,3,0,2,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,97 E.T. Δήμου Καρπενησίου,416,100,1,2,3,97,18,3,5,1,46,23,8,8,3,3,11,1,7,0,2,0,1,0,2,1,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,4,2,2,2,4,3
34 - Ευρυτανίας,98 E.T. Δήμου Καρπενησίου,292,122,1,0,1,121,40,9,18,3,60,23,6,27,2,1,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,5,1,1,1,3,3
34 - Ευρυτανίας,99 E.T. Δήμου Καρπενησίου,362,144,1,2,3,141,39,11,14,9,60,18,9,31,1,1,19,1,13,3,6,3,2,1,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,9,4,3,1,0,0
34 - Ευρυτανίας,100 E.T. Δήμου Καρπενησίου,483,142,7,1,8,134,31,4,15,3,73,36,14,22,4,2,9,1,7,1,6,1,0,3,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,5,0,0,0,1,0
34 - Ευρυτανίας,101 E.T. Δήμου Καρπενησίου,195,44,0,0,0,44,8,1,5,0,13,6,4,1,2,0,11,1,9,1,6,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
34 - Ευρυτανίας,102 E.T. Δήμου Καρπενησίου,158,55,1,0,1,54,7,1,6,0,34,14,5,14,0,0,5,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0
34 - Ευρυτανίας,103 E.T. Δήμου Καρπενησίου,161,46,0,0,0,46,11,10,1,0,25,7,1,15,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,104 E.T. Δήμου Καρπενησίου,110,42,1,0,1,41,13,3,6,1,23,15,5,3,0,0,1,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,105 E.T. Δήμου Καρπενησίου,59,7,0,0,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,106 E.T. Δήμου Καρπενησίου,266,72,0,1,1,71,11,5,0,3,37,17,4,15,3,2,12,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,4,3
34 - Ευρυτανίας,107 E.T. Δήμου Καρπενησίου,66,18,0,0,0,18,5,2,1,0,11,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,108 E.T. Δήμου Καρπενησίου,75,13,0,0,0,13,1,0,0,0,11,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,109 E.T. Δήμου Καρπενησίου,297,92,1,1,2,90,35,7,6,7,36,16,8,10,0,0,9,0,8,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,1,0,0,2,2,1,0,0,0
34 - Ευρυτανίας,110 E.T. Δήμου Καρπενησίου,321,79,1,0,1,78,15,5,3,4,46,33,9,4,9,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34 - Ευρυτανίας,111 E.T. Δήμου Καρπενησίου,74,28,0,1,1,27,7,1,3,1,19,7,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,112 E.T. Δήμου Καρπενησίου,281,124,1,1,2,122,30,6,11,1,67,34,8,22,2,1,11,1,8,1,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,1,0,0,1,0
34 - Ευρυτανίας,113 E.T. Δήμου Καρπενησίου,89,18,0,0,0,18,6,4,1,0,9,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,114 E.T. Δήμου Καρπενησίου,74,13,0,0,0,13,3,1,0,2,4,1,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,115 E.T. Δήμου Καρπενησίου,89,30,0,1,1,29,9,7,0,1,14,8,0,6,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34 - Ευρυτανίας,116 E.T. Δήμου Καρπενησίου,273,129,2,0,2,127,41,7,9,10,49,25,8,13,3,1,17,2,9,0,2,0,0,1,2,0,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,6,0,1,0,2,0
34 - Ευρυτανίας,117 E.T. Δήμου Καρπενησίου,357,166,0,2,2,164,61,21,19,12,66,23,13,26,1,0,16,0,10,1,5,0,1,0,2,2,0,0,0,3,0,0,0,5,3,2,1,0,1,0,0,0,0,0,2,0,0,0,1,1
34 - Ευρυτανίας,118 E.T. Δήμου Καρπενησίου,339,123,0,1,1,122,22,8,8,1,59,28,6,21,1,1,25,2,21,0,3,0,1,2,1,0,0,0,0,2,2,0,0,6,1,5,0,0,0,0,0,0,0,0,2,1,0,0,1,0
34 - Ευρυτανίας,119 E.T. Δήμου Καρπενησίου,196,80,1,1,2,78,34,4,22,2,27,14,9,2,2,0,6,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34 - Ευρυτανίας,120 E.T. Δήμου Καρπενησίου,123,64,0,0,0,64,26,5,19,0,30,11,9,8,0,0,5,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,121 E.T. Δήμου Καρπενησίου,201,84,0,0,0,84,26,1,23,0,54,24,9,18,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από Εφετείο Θεσσαλονίκης),78,48,0,1,1,47,8,1,2,3,27,12,4,7,0,0,2,0,1,1,6,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από 1ο Ε.Τ. Νομ. Αιτωλοακαρνανίας),57,33,0,0,0,33,6,1,2,0,23,10,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από Εφετείο Λαμίας),242,135,6,1,7,128,19,6,3,3,78,28,2,43,1,1,15,3,8,2,6,2,2,1,0,0,0,0,0,0,0,0,0,8,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από 41ο Ε.Τ. Νομ. Αττικής-Αθηνών),565,386,7,3,10,376,93,32,21,19,195,76,16,83,3,2,41,6,23,4,13,2,4,2,5,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,4,1,1,4,4
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από 42ο Ε.Τ. Νομ. Αττικής-Αθηνών),588,391,1,0,1,390,96,28,23,13,186,62,8,94,7,4,48,2,36,3,16,6,3,1,8,3,2,0,0,1,1,0,0,5,0,0,0,0,0,0,4,3,5,4,7,5,2,1,5,3
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από 43ο Ε.Τ. Νομ. Αττικής-Αθηνών),565,401,6,2,8,393,109,37,20,23,181,73,14,84,3,2,48,6,28,0,19,4,6,9,4,2,0,0,0,3,0,0,0,6,2,2,0,0,1,0,0,0,0,0,13,6,1,1,5,4
34 - Ευρυτανίας,Ετερ. Ευρυτανίας (από Εφετείο Πειραιώς),62,41,1,0,1,40,11,0,1,6,22,9,0,11,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0
Σύνολο,,32528,14526,171,96,267,14259,4212,1258,1607,324,6969,2753,1142,2660,230,121,1416,154,894,98,399,97,103,62,129,42,31,6,3,58,22,10,5,305,99,87,9,4,2,0,39,20,27,15,259,105,67,31,122,69
