ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΝΕΣΤΟΡΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Θεόδωρου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΠΑΦΙΛΙΠΠΟΥ ΓΕΩΡΓΙΟΣ του Αντωνίου,Νέα Δημοκρατία,ΚΑΛΑΝΤΖΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΠΟΥΤΣΗ-ΜΗΤΤΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Δημητρίου,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ-ΚΑΣΜΕΝΗ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΝΤΩΝΙΑΔΗΣ ΠΑΥΛΟΣ του Κωνσταντίνου,ΜΑΥΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Αναστασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΤΣΑΦΑ ΔΕΣΠΟΙΝΑ του Ανέστη,Κίνημα Αλλαγής,ΜΑΝΤΕΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένη,ΠΑΠΑΚΟΣΜΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγή,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΤΣΑΛΔΑΡΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΑΡΔΑΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ορέστη,ΤΣΟΥΡΗ ΜΑΡΙΑ του Κυριάκου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΚΑΡΑΓΕΩΡΓΗ ΑΝΑΣΤΑΣΙΑ του Ηλία,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΣΥΜΕΩΝΙΔΗΣ ΘΕΟΔΩΡΟΣ του Φίλιππου,ΧΡΙΣΤΟΔΟΥΛΕΑ ΑΛΕΞΑΝΔΡΑ του Νικολάου,Ένωση Κεντρώων,ΓΙΑΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΥΣΙΜΑΧΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΣΧΑΛΗ ΔΗΜΗΤΡΑ του Βασιλείου,ΤΟΡΟΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΧΑΤΖΗΛΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΒΑΚΑΣ ΓΕΩΡΓΙΟΣ του Κοσμά,ΠΙΤΤΑ ΑΝΝΑ (ΤΑΤΙΑΝΑ) του Μάξιμου,ΠΟΖΙΔΟΥ ΡΟΖΑ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΔΑΛΓΙΑΝΝΑΚΗ ΑΘΗΝΑ του Στέφανου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΑΣΤΡΑΝΤΩΝΗ ΔΕΣΠΟΙΝΑ του Χρήστου,ΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΖΙΝΗΣ ΓΕΩΡΓΙΟΣ του Δούκα,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΛΑΚΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΑΣΤΟΡΗΣ ΜΕΝΕΛΑΟΣ του Θεολόγη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΨΑΡΑΓΚΑΘΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΟΛΟΝΑΚΗ ΕΥΤΥΧΙΑ του Σπυρίδωνος,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνα,ΝΙΚΗΤΑΣ ΜΙΧΑΗΛ του Νικήτα,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,Λαϊκή Ενότητα,ΙΩΑΝΝΙΔΗΣ ΗΛΙΑΣ του Λαζάρου,ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ του Παναγιώτη,ΝΕΟΦΩΤΙΣΤΟΥ ΜΑΡΙΑ του Ανδρέα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΛΣΑΜΗ του Αργυρίου,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΤΣΕΒΡΕΜΕΣ ΙΩΑΝΝΗΣ του Αγγελου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΤΑΤΙΑΝΑ του Βιατσεσλάβ,ΜΑΚΑΡΙΟΣ ΜΙΧΑΗΛ του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΤΟΪΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μάριου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΛΑΣΑΡΙΝΗ ΗΛΙΑΝΝΑ του Παναγιώτη
5 - Καβάλας,229 E.T. Δήμου Παγγαίου,482,315,6,2,8,307,70,28,28,9,2,8,5,161,36,40,59,15,82,12,19,10,4,1,0,10,0,2,7,0,1,0,8,2,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,3,3,6,2,0,0,0,0,0,3,0,0,0,3,3,1,0,0,0,2,1,3,1,0,1,1,5,0,0,1,1,3,0
5 - Καβάλας,230 E.T. Δήμου Παγγαίου,483,299,6,2,8,291,68,18,30,10,8,8,1,132,30,27,59,13,55,14,10,4,3,0,0,19,0,6,12,3,2,2,7,0,0,2,1,1,0,6,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,23,5,1,4,8,5,5,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,15,5,2,2,0,5,1,1,2,0,2,1
5 - Καβάλας,231 E.T. Δήμου Παγγαίου,480,293,5,2,7,286,67,17,40,5,3,4,2,127,24,35,59,5,49,3,16,5,4,6,5,20,3,3,16,0,2,4,18,1,9,1,0,13,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,2,5,3,0,0,1,2,6,3
5 - Καβάλας,232 E.T. Δήμου Παγγαίου,497,298,4,3,7,291,78,26,41,8,3,9,4,142,25,50,56,10,54,9,10,2,2,0,0,17,0,5,12,1,3,2,4,1,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,1,14,3,2,2,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,2,2,0,0,2,1,0,0,0,5,3
5 - Καβάλας,233 E.T. Δήμου Παγγαίου,470,291,1,2,3,288,71,30,23,10,8,15,2,126,12,35,67,9,68,19,4,0,0,0,0,18,1,2,13,3,3,2,5,0,2,3,3,1,0,4,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,30,10,7,2,10,6,2,0,0,0,0,4,2,2,2,2,2,0,0,0,1,1,0,10,1,2,2,3,5,2,1,1,1,8,4
5 - Καβάλας,234 E.T. Δήμου Παγγαίου,402,252,0,2,2,250,52,24,10,11,11,12,2,129,23,31,41,4,84,7,6,3,3,2,0,30,0,2,24,3,3,4,4,2,1,1,0,0,1,4,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,3,8,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,2,1,3,1,4,0,2,1,0,3,0
5 - Καβάλας,235 E.T. Δήμου Παγγαίου,401,259,4,0,4,255,62,34,17,5,8,12,2,115,7,27,61,9,65,7,9,5,2,3,3,29,2,6,19,4,4,2,6,0,2,1,0,2,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,1,2,0,0,0,0,0,0,4,1,0,1,2,2,1,0,0,0,1,0,4,1,3,2,1,4,0,3,1,0,5,3
5 - Καβάλας,236 E.T. Δήμου Παγγαίου,431,304,0,1,1,303,68,39,26,11,4,13,4,142,25,40,53,5,91,4,8,4,5,0,0,48,3,7,32,5,10,2,2,1,1,0,0,0,1,8,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,2,3,0,3,0,0,4,3
5 - Καβάλας,237 E.T. Δήμου Παγγαίου,451,275,1,2,3,272,71,18,27,10,5,6,4,125,15,18,49,10,74,14,7,3,2,0,2,18,0,2,12,1,2,1,7,0,0,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,9,4,2,9,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1,0,0,0,3,1,0,0,0,4,2
5 - Καβάλας,238 E.T. Δήμου Παγγαίου,467,272,3,0,3,269,58,14,27,5,3,6,9,117,21,19,49,9,61,6,13,7,3,1,1,18,1,6,11,0,4,0,14,1,3,0,0,1,3,4,1,2,0,2,1,0,1,0,0,0,5,3,0,2,2,0,3,21,3,6,2,8,0,1,0,0,0,0,2,0,0,1,0,3,2,0,0,0,2,0,3,0,2,1,2,3,0,1,0,1,6,1
5 - Καβάλας,239 E.T. Δήμου Παγγαίου,475,244,2,3,5,239,39,14,13,7,1,6,4,119,15,20,47,12,72,7,9,6,6,1,1,29,0,4,21,3,3,5,3,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,4,2,0,0,2,0,3,16,5,1,1,11,1,2,1,0,0,0,1,0,0,0,0,9,3,1,0,0,9,0,4,1,1,0,1,3,2,1,0,1,1,0
5 - Καβάλας,240 E.T. Δήμου Παγγαίου,460,317,6,1,7,310,52,14,12,14,3,7,3,190,19,32,87,34,87,24,8,2,0,0,0,15,0,4,11,1,2,2,9,0,1,0,0,4,1,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,19,6,4,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,3,0,1,0,1,2,2
5 - Καβάλας,241 E.T. Δήμου Παγγαίου,502,304,10,1,11,293,63,26,15,13,4,19,3,137,31,49,63,9,38,23,10,3,5,3,1,16,0,4,11,1,3,7,10,1,3,2,1,1,0,4,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,26,10,5,5,8,3,2,0,0,0,0,10,1,10,7,0,4,2,0,0,1,0,0,7,1,1,1,1,3,0,0,0,1,2,0
5 - Καβάλας,242 E.T. Δήμου Παγγαίου,527,355,5,4,9,346,73,41,19,14,4,19,4,159,37,52,68,18,52,26,8,2,2,1,0,30,1,12,18,3,4,6,7,0,3,1,1,3,0,7,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,9,3,9,4,1,0,0,0,0,6,0,4,5,0,2,1,0,0,0,0,1,11,9,5,4,3,2,0,0,0,1,15,8
5 - Καβάλας,243 E.T. Δήμου Παγγαίου,611,382,1,3,4,378,46,14,13,8,8,7,2,209,28,81,87,10,134,17,25,11,9,4,2,24,1,3,11,1,4,3,1,0,0,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,41,14,12,5,18,4,4,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,1,6,1,1,1,0,3,0,1,0,1,7,3
5 - Καβάλας,244 E.T. Δήμου Παγγαίου,451,279,1,0,1,278,43,19,6,6,8,6,3,143,22,56,48,3,60,21,12,6,1,0,0,31,4,5,22,3,8,6,14,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,6,2,1,0,0,0,0,13,1,3,0,2,2,5,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,5,0,2,2,1,2,1,0,0,0,5,4
5 - Καβάλας,245 E.T. Δήμου Παγγαίου,430,272,1,2,3,269,35,16,12,2,9,7,4,160,26,65,57,8,88,16,10,4,3,2,0,17,1,1,14,1,3,2,12,0,2,0,0,11,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,3,0,1,4,0,0,0,0,0,3,2
5 - Καβάλας,246 E.T. Δήμου Παγγαίου,543,334,5,2,7,327,67,24,15,8,4,13,10,136,16,44,73,8,45,15,11,6,2,0,3,20,2,2,16,2,7,2,6,3,1,0,0,3,3,8,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,2,1,2,2,53,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,8,0,1,1,2,0,0,0,0,0,6,1
5 - Καβάλας,247 E.T. Δήμου Παγγαίου,454,287,3,0,3,284,36,7,6,5,5,4,0,179,27,63,83,7,69,29,8,4,1,1,2,26,0,3,17,3,9,1,2,0,0,0,0,1,1,6,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,9,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,6,1,2,0,0,1,0,0,0,0,7,5
5 - Καβάλας,248 E.T. Δήμου Παγγαίου,383,247,5,0,5,242,44,21,11,8,5,11,2,107,15,47,42,6,33,9,12,10,1,2,1,38,0,0,16,1,19,0,5,1,1,0,1,1,0,7,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,3,2,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,0,3,3,3,2,0,2,2,0,1,0
5 - Καβάλας,249 E.T. Δήμου Παγγαίου,506,283,4,2,6,277,34,15,11,10,5,4,2,140,24,63,56,4,63,17,13,10,3,0,0,55,1,8,49,2,19,13,7,3,1,0,0,3,0,5,0,2,1,2,0,0,0,0,0,0,4,0,0,0,3,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,5,7,0,0,0,0,0,2,1
5 - Καβάλας,250 E.T. Δήμου Παγγαίου,432,248,4,1,5,243,32,16,7,6,4,4,0,120,25,64,43,9,34,26,9,6,1,4,2,37,1,8,27,6,16,4,6,0,2,0,2,1,1,7,2,5,3,2,0,0,0,0,0,0,4,0,0,0,3,0,4,5,1,3,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,1,4,2,3,2,0,2,2,0,8,3
5 - Καβάλας,251 E.T. Δήμου Παγγαίου,409,231,2,0,2,229,38,11,7,8,5,6,5,114,10,49,32,9,48,10,13,9,2,2,0,21,0,4,14,2,2,4,2,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,2,3,1,4,1,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,5,4
5 - Καβάλας,252 E.T. Δήμου Παγγαίου,401,240,4,5,9,231,68,24,20,17,5,16,19,85,25,26,35,2,33,11,4,2,0,2,1,27,0,6,24,2,6,3,0,0,0,0,0,0,0,6,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,5,1,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,3,1,1,0,0,4,1
5 - Καβάλας,253 E.T. Δήμου Παγγαίου,424,235,1,1,2,233,31,12,6,3,2,8,5,116,26,37,39,4,52,16,6,3,1,1,0,40,0,12,25,4,18,3,3,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,25,9,2,5,2,5,11,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1
5 - Καβάλας,254 E.T. Δήμου Παγγαίου,364,244,2,0,2,242,45,14,10,3,2,3,9,115,11,36,46,13,66,10,4,1,1,0,0,11,0,2,6,2,5,2,41,2,13,0,0,34,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,4,1,1,0,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,3,0,0,0,1,2,1
5 - Καβάλας,255 E.T. Δήμου Παγγαίου,420,239,2,0,2,237,42,18,22,3,3,7,3,109,24,45,42,11,46,11,6,2,2,1,0,21,1,3,12,3,4,3,40,0,20,0,5,32,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,2,2
5 - Καβάλας,256 E.T. Δήμου Παγγαίου,354,200,1,0,1,199,20,3,6,3,2,2,2,133,18,56,54,2,73,6,18,15,0,1,0,10,0,5,3,1,1,2,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
5 - Καβάλας,257 E.T. Δήμου Παγγαίου,587,286,9,1,10,276,43,5,10,3,28,4,2,152,46,29,61,12,60,13,15,5,3,4,2,32,1,4,21,1,5,5,5,2,2,2,0,2,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,10,3,6,0,3,0,0,0,0,0,0,3,0,0,3,1,1,0,0,1,0,0,0,3,0,1,1,1,1,0,0,0,0,4,1
5 - Καβάλας,258 E.T. Δήμου Παγγαίου,567,298,1,1,2,296,31,6,5,3,21,2,0,191,49,37,84,23,67,26,16,5,3,5,2,16,1,1,12,0,2,2,1,0,1,0,0,0,1,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,8,5,3,4,2,1,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,6,1,1,1,1,2,0,0,0,0,3,1
5 - Καβάλας,259 E.T. Δήμου Παγγαίου,569,263,4,3,7,256,34,9,10,0,21,3,0,159,73,34,66,12,58,18,11,0,4,3,4,13,2,3,10,0,3,0,3,0,0,0,0,1,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,8,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,1,3,0,0,0,0,0,2,2
5 - Καβάλας,260 E.T. Δήμου Παγγαίου,568,286,6,4,10,276,54,7,7,3,32,5,1,155,44,43,57,14,49,19,14,3,5,3,3,15,0,2,12,0,6,2,3,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,9,1,3,1,1,2,1,0,1,1,2,0
5 - Καβάλας,261 E.T. Δήμου Παγγαίου,563,296,1,0,1,295,37,6,6,6,21,4,6,190,61,66,79,17,75,26,14,9,5,2,1,18,0,3,15,2,1,2,4,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,1,2,4,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,6,2,2,2,2,3,1,1,0,0,6,4
5 - Καβάλας,262 E.T. Δήμου Παγγαίου,423,208,6,3,9,199,34,9,3,0,27,2,3,112,15,27,37,5,56,9,7,2,4,4,2,22,0,2,17,1,5,2,1,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,0,2,0,1,0,1,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,1,3,0,0,0,1,3,2
5 - Καβάλας,263 E.T. Δήμου Παγγαίου,409,175,1,1,2,173,35,3,2,3,29,0,2,84,11,12,17,1,49,9,10,2,2,1,1,21,1,3,18,0,0,0,2,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,3,0
5 - Καβάλας,264 E.T. Δήμου Παγγαίου,409,177,4,2,6,171,37,9,5,6,27,1,0,82,8,22,34,5,41,7,9,7,5,2,0,19,0,2,11,11,5,0,2,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,8,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5 - Καβάλας,265 E.T. Δήμου Παγγαίου,513,244,0,3,3,241,47,5,28,1,25,7,0,109,10,27,37,6,59,12,3,0,0,1,0,22,1,1,14,4,2,2,6,0,3,1,2,1,1,4,2,1,0,0,0,0,2,1,1,1,6,0,1,0,2,0,3,26,0,23,2,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,2,2,1,1,0,0,0,0,2,0
5 - Καβάλας,266 E.T. Δήμου Παγγαίου,508,259,3,0,3,256,75,17,43,4,28,9,3,121,22,34,38,10,63,18,1,0,0,0,0,13,2,3,6,0,2,2,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,2,1,1,4,0,0,0,1,1,0
5 - Καβάλας,267 E.T. Δήμου Παγγαίου,512,261,1,3,4,257,40,16,17,2,13,7,3,153,22,33,71,19,58,29,3,1,1,0,0,11,3,0,6,3,3,1,1,1,0,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,7,1,1,0,5,1,6,20,3,13,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,1,4,1,0,1,1,3,1
5 - Καβάλας,268 E.T. Δήμου Παγγαίου,503,277,3,1,4,273,44,9,25,8,14,3,4,146,20,52,48,24,65,13,14,10,6,1,2,19,1,1,14,1,2,2,5,3,1,0,0,2,0,4,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,31,3,27,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,3,1,0,1,1,3,2
5 - Καβάλας,269 E.T. Δήμου Παγγαίου,474,253,1,2,3,250,69,30,10,21,4,8,2,98,16,24,29,1,75,48,12,3,1,3,2,26,1,5,15,3,6,2,7,2,3,0,0,4,0,7,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,7,2,2,0,0,0,0,1,0,2,1,0,0,0,3,2,0,0,1,0,1,9,1,0,5,4,2,1,0,1,0,4,2
5 - Καβάλας,270 E.T. Δήμου Παγγαίου,556,283,6,4,10,273,86,41,17,17,12,11,5,82,16,31,19,6,38,24,9,3,2,2,4,40,0,9,25,3,16,4,12,3,3,4,1,5,2,6,3,1,3,2,0,0,2,0,1,1,1,0,0,0,1,0,1,11,0,9,0,2,0,2,1,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,14,5,3,3,2,0,0,0,0,0,5,1
5 - Καβάλας,271 E.T. Δήμου Παγγαίου,480,287,6,2,8,279,65,25,20,12,17,11,7,88,35,34,33,7,25,11,10,2,4,1,2,25,2,0,22,3,10,1,2,0,1,0,0,1,0,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,71,3,14,1,2,0,0,0,0,5,0,3,1,4,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,1,0
5 - Καβάλας,272 E.T. Δήμου Παγγαίου,361,162,2,0,2,160,35,15,7,2,3,2,0,71,10,22,33,3,29,4,12,0,8,1,1,9,0,0,7,1,1,0,1,0,0,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,11,1,6,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1
5 - Καβάλας,273 E.T. Δήμου Παγγαίου,430,214,2,0,2,212,48,21,7,5,10,10,3,106,16,54,21,3,47,11,9,4,4,0,0,20,2,3,12,1,2,0,0,0,0,0,0,0,0,9,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,1,0
5 - Καβάλας,274 E.T. Δήμου Παγγαίου,349,173,0,0,0,173,43,24,9,6,2,8,0,74,8,41,25,4,28,4,3,0,3,0,0,18,0,6,15,2,2,1,5,0,3,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
5 - Καβάλας,275 E.T. Δήμου Παγγαίου,319,167,1,1,2,165,45,27,5,9,7,27,0,71,5,43,29,5,29,1,8,3,5,1,1,8,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,27,1,23,2,2,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
5 - Καβάλας,276 E.T. Δήμου Παγγαίου,506,269,1,0,1,268,74,52,26,5,11,7,5,110,24,35,22,16,49,16,14,2,8,5,2,13,0,2,12,0,6,1,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,36,0,18,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,6
5 - Καβάλας,277 E.T. Δήμου Παγγαίου,364,233,10,2,12,221,31,9,11,4,2,5,0,113,19,45,54,23,35,6,13,1,5,3,2,20,0,2,10,3,7,1,15,3,3,1,2,6,2,6,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,1,4,1,2,0,0,0,0,8,1,2,0,3,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,0,0,0
5 - Καβάλας,278 E.T. Δήμου Παγγαίου,446,310,1,0,1,309,71,21,23,4,9,12,5,146,14,43,73,42,54,4,13,3,4,3,0,29,1,6,16,2,8,2,18,0,4,3,0,10,1,5,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3,5,1,5,1,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,7,2
5 - Καβάλας,279 E.T. Δήμου Παγγαίου,356,206,2,0,2,204,35,17,9,1,6,10,4,114,25,20,16,9,71,15,10,4,3,1,1,5,2,0,2,1,0,1,5,0,3,0,0,5,0,17,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,1,0,1,1
5 - Καβάλας,280 E.T. Δήμου Παγγαίου,411,254,3,0,3,251,46,17,5,8,10,9,1,97,27,15,23,6,49,10,11,2,1,3,1,23,1,4,13,3,5,2,0,0,0,0,0,0,0,50,0,1,0,49,1,0,1,0,1,1,0,0,0,0,0,0,0,20,1,17,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5 - Καβάλας,281 E.T. Δήμου Παγγαίου,360,197,1,2,3,194,44,17,15,7,6,2,3,74,15,38,14,5,21,13,12,3,6,1,0,30,2,4,19,0,9,2,3,0,1,0,0,0,1,6,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,21,1,13,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
5 - Καβάλας,282 E.T. Δήμου Παγγαίου,399,204,1,1,2,202,31,8,8,4,0,8,4,80,23,31,20,2,30,4,1,1,0,1,0,30,3,3,19,4,5,4,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,50,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
5 - Καβάλας,Ετερ. Καβάλας (από 13ο Ε.Τ. Νομ. Θεσσαλονίκης),508,260,1,1,2,258,83,29,26,13,12,19,13,103,36,31,43,19,15,9,7,2,1,2,2,19,3,0,7,2,1,5,12,3,4,3,2,2,4,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,6,4,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,12,3,2,3,4,1,0,0,0,0,3,1
5 - Καβάλας,Ετερ. Καβάλας (από Εφετείο Θεσσαλονίκης),54,38,3,1,4,34,13,7,2,2,1,2,2,15,2,3,3,5,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 - Καβάλας,Ετερ. Καβάλας (από 71ο Ε.Τ. Νομ. Αττικής-Αθηνών),370,220,0,1,1,219,67,24,26,8,10,10,8,99,17,44,50,7,27,5,2,2,1,0,0,10,0,1,5,0,3,3,19,7,4,5,2,6,1,4,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,4,0,0,0,2,3,0,0,1,1,3,2
5 - Καβάλας,Ετερ. Καβάλας (από 72ο Ε.Τ. Νομ. Αττικής-Αθηνών),371,224,2,3,5,219,61,31,9,8,5,17,7,103,28,42,46,8,18,8,2,2,1,1,0,12,0,3,3,3,0,3,17,7,4,5,1,2,3,4,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,1,2,4,1,0,0,0,0,2,2
5 - Καβάλας,Ετερ. Καβάλας (από 13ο Ε.Τ. Νομ. Αττικής-Πειραιώς),122,63,0,0,0,63,23,11,10,5,5,9,2,22,16,5,12,3,5,0,2,1,2,1,0,7,1,2,5,1,1,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,1,0,0,0,2,2
Σύνολο,,145825,78641,1111,600,1711,76930,20159,7720,6162,3245,2323,3350,2166,32737,7325,10900,13259,2393,11883,3276,2569,1003,745,542,370,6525,778,1347,3325,1448,889,758,3219,922,567,728,315,527,850,1319,261,248,273,393,25,6,159,23,30,40,456,112,97,24,174,55,182,4491,1344,1008,648,1263,441,356,61,15,38,12,438,109,67,129,120,371,220,54,35,30,34,29,2413,450,562,581,565,735,142,146,154,168,1209,586
