ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου,ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου,ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου,Νέα Δημοκρατία,ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου,ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ,ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη,ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα,Ένωση Κεντρώων,ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου,Ελλήνων Συνέλευσις,ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου,ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου,Λαϊκή Ενότητα,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου,ΜέΡΑ25,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου,ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ,ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου,ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου
10 - Κιλκίς,53 E.T. Δήμου Κιλκίς,569,351,5,2,7,344,69,36,4,2,8,6,137,9,55,32,11,20,17,1,0,2,0,13,40,2,0,24,0,13,15,2,0,1,5,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,27,11,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,3,2,4,1,0,0,0,9,0
10 - Κιλκίς,54 E.T. Δήμου Κιλκίς,542,295,2,1,3,292,75,26,4,8,14,12,130,20,60,18,12,14,18,2,1,2,0,10,16,2,0,4,0,9,14,1,3,2,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,2,3,1,0,0,0,6,2
10 - Κιλκίς,55 E.T. Δήμου Κιλκίς,558,330,3,1,4,326,81,44,6,6,4,10,140,13,45,34,8,20,17,2,1,0,1,2,32,5,0,15,0,10,10,1,1,0,6,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,13,5,1,4,0,0,0,2,0,1,0,0,0,1,0,0,0,11,3,0,2,1,3,0,0,0,8,0
10 - Κιλκίς,56 E.T. Δήμου Κιλκίς,562,317,4,2,6,311,68,21,6,17,6,10,138,19,53,31,9,18,20,3,0,2,0,11,32,4,0,11,1,13,12,1,0,3,3,0,5,1,2,0,0,0,1,0,1,0,0,0,0,0,17,3,3,5,1,0,0,0,0,5,0,0,0,0,0,0,0,9,1,3,1,0,1,0,0,0,2,0
10 - Κιλκίς,57 E.T. Δήμου Κιλκίς,565,329,5,3,8,321,93,30,1,18,10,9,121,7,58,23,7,19,18,1,1,3,0,10,29,3,1,5,3,13,11,0,0,3,6,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,18,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,1,1,0,0,0,6,0
10 - Κιλκίς,58 E.T. Δήμου Κιλκίς,424,180,5,1,6,174,45,22,5,4,3,6,54,2,21,15,1,9,5,0,0,1,0,3,12,0,0,5,0,6,32,6,1,12,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,16,8,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
10 - Κιλκίς,59 E.T. Δήμου Κιλκίς,404,251,1,2,3,248,67,26,13,15,6,3,93,9,33,27,9,8,9,1,1,0,1,4,34,10,0,13,3,8,8,3,1,2,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,12,2,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,1,8,2,2,1,0,1,5,5
10 - Κιλκίς,60 E.T. Δήμου Κιλκίς,229,245,7,0,7,238,85,25,17,11,4,4,69,6,28,11,3,5,21,2,4,0,0,11,26,4,0,13,1,5,12,1,0,4,4,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,10,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,2,0
10 - Κιλκίς,61 E.T. Δήμου Κιλκίς,456,272,3,3,6,266,52,23,2,11,6,3,118,15,39,22,21,11,15,1,0,3,0,4,22,3,0,7,2,8,19,3,2,1,6,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,13,4,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,16,1,0,8,4,2,1,0,0,2,2
10 - Κιλκίς,62 E.T. Δήμου Κιλκίς,342,228,2,1,3,225,57,32,1,7,1,4,81,6,33,19,6,12,8,0,0,0,0,5,23,3,0,7,1,10,33,0,6,3,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,2,1,0,0,0,0,3,0
10 - Κιλκίς,63 E.T. Δήμου Κιλκίς,444,288,2,0,2,286,101,58,3,2,17,4,65,8,20,21,3,1,11,0,0,4,0,6,50,9,0,22,2,16,34,6,7,3,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,4,1,0,0,2,1,0,0,0,5,0
10 - Κιλκίς,64 E.T. Δήμου Κιλκίς,443,234,4,2,6,228,56,26,11,10,7,2,61,4,18,30,2,5,37,0,1,0,0,36,28,9,1,4,2,11,18,0,0,0,7,1,2,0,0,0,1,0,0,0,5,0,0,0,0,0,12,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
10 - Κιλκίς,65 E.T. Δήμου Κιλκίς,411,216,2,2,4,212,50,22,6,5,6,2,84,1,33,28,7,10,19,2,0,1,0,15,17,1,0,7,2,1,6,1,1,0,1,0,5,1,1,1,0,0,0,0,5,0,0,0,5,0,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,1,2,0,0,0,0,0
10 - Κιλκίς,66 E.T. Δήμου Κιλκίς,432,234,7,0,7,227,67,29,4,15,3,2,78,3,39,18,4,8,16,1,0,0,0,15,34,5,1,12,0,13,10,0,4,1,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,1,1,0,0,0,4,0
10 - Κιλκίς,67 E.T. Δήμου Κιλκίς,467,290,4,1,5,285,79,38,2,5,8,18,61,4,14,31,6,3,6,0,0,2,2,1,58,12,0,19,0,26,41,3,3,18,4,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,15,2,1,7,0,0,0,0,0,2,0,0,1,1,0,0,0,15,1,3,3,0,1,1,0,0,3,2
10 - Κιλκίς,68 E.T. Δήμου Κιλκίς,538,371,3,3,6,365,141,66,2,8,14,36,53,9,12,16,6,3,6,0,0,4,0,1,74,2,0,33,1,34,57,3,0,33,8,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,10,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,12,6,1,2,0,1,0,0,0,4,0
10 - Κιλκίς,69 E.T. Δήμου Κιλκίς,347,171,1,0,1,170,52,18,1,4,10,6,45,1,16,15,3,5,3,0,0,0,0,2,29,3,0,16,0,10,21,1,0,11,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1,1,0,0,0,1,0
10 - Κιλκίς,70 E.T. Δήμου Κιλκίς,335,205,4,0,4,201,31,9,6,4,3,2,76,8,23,22,8,11,5,2,0,1,0,2,36,10,0,20,0,6,28,1,1,7,11,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,3,0,0,0,0,2,0
10 - Κιλκίς,71 E.T. Δήμου Κιλκίς,315,190,1,1,2,188,53,27,2,4,11,1,67,5,23,21,7,7,11,2,0,4,0,2,25,5,0,6,3,9,12,3,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,2,0
10 - Κιλκίς,72 E.T. Δήμου Κιλκίς,346,210,1,1,2,208,54,19,1,3,13,7,87,8,32,15,7,9,3,0,1,0,0,0,24,6,0,9,0,7,4,1,0,1,2,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,8,2,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,7,2,0,0,1,4,0,0,0,4,0
10 - Κιλκίς,73 E.T. Δήμου Κιλκίς,327,201,0,1,1,200,46,24,2,10,0,2,58,2,20,14,7,6,9,0,1,1,1,2,46,36,0,1,0,8,18,3,0,1,9,1,2,0,2,0,0,0,0,0,2,0,1,0,0,0,8,6,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,5,1,1,1,0,2,0,0,0,1,0
10 - Κιλκίς,74 E.T. Δήμου Κιλκίς,398,217,3,1,4,213,53,28,0,6,1,5,66,9,19,13,14,3,12,0,1,0,0,8,32,19,0,3,0,9,26,3,1,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,14,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,2,0
10 - Κιλκίς,75 E.T. Δήμου Κιλκίς,338,235,5,3,8,227,31,10,4,2,2,1,120,12,51,25,11,13,17,0,0,6,2,7,32,3,0,11,2,12,6,0,0,0,2,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0
10 - Κιλκίς,76 E.T. Δήμου Κιλκίς,381,249,1,3,4,245,41,17,2,5,6,5,133,7,56,27,8,22,12,4,0,1,0,5,13,3,0,6,2,1,4,1,0,0,3,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,14,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,2,0,0,0,4,0
10 - Κιλκίς,77 E.T. Δήμου Κιλκίς,360,193,0,0,0,193,20,6,2,1,3,3,103,17,29,39,8,4,9,3,0,4,1,0,40,4,1,4,3,27,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0
10 - Κιλκίς,78 E.T. Δήμου Κιλκίς,301,157,0,1,1,156,37,15,2,4,5,1,47,5,20,10,2,8,4,3,0,0,0,1,28,3,0,5,2,17,13,1,5,3,2,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,0,0,2,2
10 - Κιλκίς,79 E.T. Δήμου Κιλκίς,268,129,1,0,1,128,51,16,4,7,1,4,39,4,13,7,4,7,7,1,0,1,0,3,12,0,0,2,1,9,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,1,0
10 - Κιλκίς,80 E.T. Δήμου Κιλκίς,342,193,0,1,1,192,60,22,14,5,9,1,67,10,18,20,2,14,3,0,0,2,0,1,34,4,0,13,1,10,13,3,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0
10 - Κιλκίς,81 E.T. Δήμου Κιλκίς,540,252,1,0,1,251,55,32,3,9,4,0,126,21,41,33,3,22,10,1,0,1,2,4,18,2,0,5,0,11,12,3,0,1,5,0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,14,4,2,8,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,1,0
10 - Κιλκίς,82 E.T. Δήμου Κιλκίς,555,288,4,0,4,284,72,32,6,13,7,5,134,15,57,37,4,16,14,2,0,0,0,9,23,1,0,12,1,9,11,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,2,9,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,2,1,0,2,0,0,0,2,0
10 - Κιλκίς,83 E.T. Δήμου Κιλκίς,536,241,0,1,1,240,52,25,2,2,6,4,98,10,38,31,3,8,7,1,0,0,0,2,26,3,0,9,0,13,22,1,1,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,7,1,0,0,0,0,4,0,1,0,0,0,0,0,5,1,3,0,0,4,0,0,2,3,1
10 - Κιλκίς,84 E.T. Δήμου Κιλκίς,366,201,1,1,2,199,30,13,3,2,3,1,149,13,52,68,3,7,4,1,0,0,0,3,3,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0
10 - Κιλκίς,85 E.T. Δήμου Κιλκίς,470,167,1,0,1,166,9,5,1,0,0,1,124,25,33,35,20,6,11,0,0,1,0,9,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0
10 - Κιλκίς,86 E.T. Δήμου Κιλκίς,352,158,0,0,0,158,44,18,7,4,3,2,44,6,16,10,1,7,5,0,0,0,0,3,14,2,0,1,1,9,19,1,0,4,12,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,9,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,2,0
10 - Κιλκίς,87 E.T. Δήμου Κιλκίς,275,109,0,0,0,109,32,17,1,3,0,3,25,6,1,5,2,7,5,3,0,1,1,0,2,0,0,1,0,0,25,6,3,2,11,0,2,2,0,0,0,0,1,1,2,0,0,2,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,1,0,0,2,1
10 - Κιλκίς,88 E.T. Δήμου Κιλκίς,419,175,3,1,4,171,45,13,3,8,16,4,54,32,8,12,1,0,8,2,0,0,4,0,5,0,0,5,0,0,44,0,2,9,33,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,89 E.T. Δήμου Κιλκίς,346,184,0,0,0,184,32,4,23,0,0,1,112,61,28,8,0,8,15,1,1,1,0,10,8,0,0,5,0,3,3,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,1,1
10 - Κιλκίς,90 E.T. Δήμου Κιλκίς,334,208,2,1,3,205,30,4,23,0,0,1,109,67,7,27,3,0,12,3,0,0,0,9,22,0,0,10,0,8,9,4,2,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,14,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0
10 - Κιλκίς,91 E.T. Δήμου Κιλκίς,322,210,2,1,3,207,83,38,11,4,3,7,55,4,30,13,2,5,1,0,0,0,0,1,23,1,0,9,0,12,22,0,0,11,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,3,4,0,0,0,0,1,0
10 - Κιλκίς,92 E.T. Δήμου Κιλκίς,160,87,2,0,2,85,16,7,0,3,1,0,46,3,21,11,1,9,6,0,0,0,0,3,3,0,0,1,0,2,2,0,2,0,0,0,3,1,1,0,0,0,0,0,2,1,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10 - Κιλκίς,93 E.T. Δήμου Κιλκίς,339,137,5,0,5,132,16,6,0,2,2,1,62,4,11,31,0,12,8,2,0,1,0,3,25,4,0,6,1,13,2,0,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0
10 - Κιλκίς,94 E.T. Δήμου Κιλκίς,419,226,1,2,3,223,11,6,0,1,4,0,146,39,46,32,9,15,25,2,0,0,0,10,13,1,0,9,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,4,0
10 - Κιλκίς,95 E.T. Δήμου Κιλκίς,387,215,2,2,4,211,19,9,3,2,2,0,151,27,41,43,13,24,17,0,1,3,0,10,4,0,0,1,0,3,4,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0
10 - Κιλκίς,96 E.T. Δήμου Κιλκίς,400,253,3,0,3,250,41,11,10,8,1,4,125,5,32,26,28,29,39,0,0,19,2,18,18,2,0,4,0,11,7,0,0,4,1,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,0,1,0,0,0,1,0
10 - Κιλκίς,97 E.T. Δήμου Κιλκίς,362,231,2,0,2,229,38,10,5,2,2,8,111,12,28,19,19,22,27,0,1,12,0,13,22,8,0,5,1,7,2,0,0,1,1,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,15,5,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,4,2
10 - Κιλκίς,98 E.T. Δήμου Κιλκίς,506,231,5,1,6,225,49,22,9,3,2,0,84,4,8,42,25,1,11,4,1,2,1,3,57,10,1,5,6,20,3,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1
10 - Κιλκίς,99 E.T. Δήμου Κιλκίς,458,209,0,2,2,207,41,9,2,2,16,6,89,1,51,16,5,10,16,6,1,1,0,6,24,2,0,9,2,10,1,0,0,0,0,0,4,1,2,0,0,0,2,0,1,1,0,0,0,0,17,9,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,8,3,0,1,2,0,0,0,0,3,2
10 - Κιλκίς,100 E.T. Δήμου Κιλκίς,141,77,1,1,2,75,13,6,1,1,1,2,33,6,7,9,3,2,3,2,0,0,0,1,13,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10 - Κιλκίς,101 E.T. Δήμου Κιλκίς,377,212,0,0,0,212,38,8,14,3,0,0,106,31,27,27,3,9,7,0,1,0,1,5,29,5,0,9,1,14,10,0,0,7,1,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,9,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,2,2
10 - Κιλκίς,102 E.T. Δήμου Κιλκίς,310,158,2,1,3,155,29,13,4,1,8,0,43,5,13,9,4,3,3,1,0,0,0,1,45,2,0,39,1,2,13,3,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
10 - Κιλκίς,103 E.T. Δήμου Κιλκίς,299,137,2,1,3,134,35,14,2,4,2,3,39,9,13,5,3,5,3,0,0,2,0,0,25,1,0,18,0,4,13,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0
10 - Κιλκίς,104 E.T. Δήμου Κιλκίς,295,164,2,0,2,162,26,10,2,4,5,0,81,6,33,24,4,13,15,0,0,0,0,13,21,6,0,7,2,6,5,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,0,1,2,4,3
10 - Κιλκίς,105 E.T. Δήμου Κιλκίς,325,174,1,1,2,172,25,4,6,4,2,4,84,5,25,21,5,24,9,2,0,3,0,3,17,0,0,9,0,6,16,0,1,14,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,0,0,4,4
10 - Κιλκίς,106 E.T. Δήμου Κιλκίς,367,203,2,0,2,201,61,29,0,1,14,5,50,2,25,11,3,4,3,0,0,1,0,0,47,5,0,5,0,37,18,3,3,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,4,0
10 - Κιλκίς,107 E.T. Δήμου Κιλκίς,386,203,0,4,4,199,28,12,6,3,3,1,133,5,64,47,17,0,10,4,0,0,0,4,11,1,0,2,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0
10 - Κιλκίς,108 E.T. Δήμου Κιλκίς,431,190,0,1,1,189,61,21,9,9,11,2,78,5,20,41,4,5,2,0,0,0,0,2,17,2,0,8,0,7,22,2,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,109 E.T. Δήμου Κιλκίς,311,131,1,0,1,130,9,3,0,0,1,1,78,22,13,32,4,4,11,1,0,2,1,4,3,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,2,1
10 - Κιλκίς,110 E.T. Δήμου Κιλκίς,471,252,1,2,3,249,52,24,7,4,3,1,120,5,59,23,13,15,10,0,0,0,0,8,37,0,0,10,1,24,15,1,2,7,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,111 E.T. Δήμου Κιλκίς,219,121,1,4,5,116,2,1,0,0,0,1,91,28,16,39,1,5,4,0,0,1,0,2,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,1,1
10 - Κιλκίς,112 E.T. Δήμου Κιλκίς,474,263,2,0,2,261,46,10,6,6,12,4,145,6,81,26,8,12,19,2,1,4,1,7,24,1,5,5,0,12,5,1,2,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0
10 - Κιλκίς,113 E.T. Δήμου Κιλκίς,468,223,2,1,3,220,23,7,0,4,6,2,146,5,85,25,9,13,12,2,1,4,1,3,17,1,6,3,0,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,2,0
10 - Κιλκίς,114 E.T. Δήμου Κιλκίς,475,226,1,1,2,224,30,7,4,2,11,3,152,10,99,16,3,14,12,1,0,7,0,3,9,1,1,0,0,6,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
10 - Κιλκίς,115 E.T. Δήμου Κιλκίς,484,220,1,0,1,219,23,5,1,7,4,3,136,5,93,19,2,10,11,0,1,7,0,2,19,0,2,3,1,13,2,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,16,9,1,3,1,0,0,0,0,3,0,2,1,0,0,0,0,4,0,3,1,0,1,0,0,0,0,0
