ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου,ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου,ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου,Νέα Δημοκρατία,ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου,ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ,ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη,ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα,Ένωση Κεντρώων,ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου,Ελλήνων Συνέλευσις,ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου,ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου,Λαϊκή Ενότητα,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου,ΜέΡΑ25,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου,ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ,ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου,ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου
10 - Κιλκίς,116 E.T. Δήμου Κιλκίς,565,257,7,2,9,248,38,10,4,5,5,3,149,3,115,19,2,0,19,2,0,1,0,12,17,0,2,2,0,13,5,1,0,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,12,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,117 E.T. Δήμου Κιλκίς,463,171,1,1,2,169,33,5,3,10,8,3,85,3,59,11,3,5,7,0,1,2,0,2,12,1,1,4,1,3,5,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,14,7,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,2,1
10 - Κιλκίς,118 E.T. Δήμου Κιλκίς,481,196,3,1,4,192,53,10,1,8,3,7,86,2,36,32,4,6,7,1,0,1,0,4,21,0,1,10,0,9,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,4,0,0,0,3,0
10 - Κιλκίς,119 E.T. Δήμου Κιλκίς,499,212,6,1,7,205,36,5,1,6,5,5,112,10,57,13,3,21,11,1,0,3,1,5,18,0,0,3,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,3,1,0,1,0,0,0,5,0
10 - Κιλκίς,120 E.T. Δήμου Κιλκίς,510,143,2,0,2,141,42,10,3,2,5,4,69,3,43,11,1,5,3,1,0,1,0,1,13,2,0,5,0,5,4,1,0,0,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2
10 - Κιλκίς,121 E.T. Δήμου Κιλκίς,510,151,2,2,4,147,27,10,1,1,9,2,84,0,48,18,1,6,1,0,0,0,0,1,26,3,0,3,1,17,1,0,1,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,122 E.T. Δήμου Κιλκίς,505,118,6,1,7,111,24,7,0,4,9,0,49,3,28,10,3,0,2,1,0,0,0,0,25,4,0,8,0,11,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0
10 - Κιλκίς,123 E.T. Δήμου Κιλκίς,585,352,3,2,5,347,86,21,6,15,7,8,163,2,45,101,5,6,7,0,1,0,1,1,25,1,0,10,1,10,26,0,11,1,5,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,15,7,2,1,1,0,0,1,0,6,0,5,0,1,0,0,1,10,2,2,2,1,1,0,0,0,2,1
10 - Κιλκίς,124 E.T. Δήμου Κιλκίς,500,323,3,1,4,319,51,17,4,7,6,2,166,2,20,124,2,11,11,1,0,1,0,4,23,1,0,6,1,13,10,0,3,0,2,1,11,0,0,0,0,0,3,0,0,0,0,0,0,0,16,6,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,18,4,3,1,0,3,0,0,0,5,0
10 - Κιλκίς,125 E.T. Δήμου Κιλκίς,448,263,2,3,5,258,58,7,2,0,36,2,109,24,16,49,15,0,7,0,0,3,0,3,30,2,0,5,7,11,3,2,0,0,0,0,4,1,3,0,0,0,1,1,2,0,0,2,0,0,20,8,3,3,2,0,0,0,0,3,0,0,0,0,0,0,0,5,1,1,1,0,2,0,0,0,14,10
10 - Κιλκίς,126 E.T. Δήμου Κιλκίς,449,257,4,2,6,251,70,27,0,13,15,0,62,3,14,14,4,23,9,1,1,0,0,2,42,3,0,10,0,28,36,3,18,1,6,2,2,0,1,1,0,0,1,1,3,0,0,0,0,0,10,6,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,11,0,0,3,2,0,0,0,0,2,0
10 - Κιλκίς,127 E.T. Δήμου Κιλκίς,460,246,3,1,4,242,55,23,0,12,8,2,77,3,32,11,2,20,13,3,0,1,1,7,37,2,0,9,0,24,24,0,15,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,8,1,0,0,0,3,0,0,0,7,0
10 - Κιλκίς,128 E.T. Δήμου Κιλκίς,306,153,0,1,1,152,29,13,5,2,6,2,62,10,24,11,1,13,1,0,0,0,0,1,28,2,0,20,3,3,6,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,1,0,0,0,7,0
10 - Κιλκίς,129 E.T. Δήμου Κιλκίς,392,207,1,0,1,206,34,19,2,3,5,1,88,3,16,26,4,25,6,0,0,2,0,3,57,1,0,48,0,8,4,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,3,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1
10 - Κιλκίς,130 E.T. Δήμου Κιλκίς,415,243,4,0,4,239,7,3,0,1,0,1,180,29,35,66,6,36,27,0,0,2,0,23,9,0,0,2,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0
10 - Κιλκίς,131 E.T. Δήμου Κιλκίς,475,285,1,4,5,280,14,4,2,0,0,2,196,14,42,77,11,34,28,0,0,1,0,27,12,0,0,1,6,5,1,0,0,0,1,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,12,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,2,0
10 - Κιλκίς,132 E.T. Δήμου Κιλκίς,415,247,1,1,2,245,9,1,1,1,0,0,176,14,25,79,8,36,27,0,0,1,0,26,13,0,0,2,2,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,2,0
10 - Κιλκίς,133 E.T. Δήμου Κιλκίς,490,281,0,1,1,280,6,3,1,0,0,0,185,14,46,80,8,24,49,1,0,0,1,47,15,0,0,0,4,11,3,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,6,3,1,1,0,1,0,0,0,1,1
10 - Κιλκίς,134 E.T. Δήμου Κιλκίς,526,327,5,2,7,320,52,15,7,11,3,7,184,23,77,64,6,12,27,2,0,20,0,1,20,4,0,8,0,7,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,5,0
10 - Κιλκίς,135 E.T. Δήμου Κιλκίς,468,256,0,2,2,254,37,9,5,4,2,4,146,16,64,42,9,6,16,1,0,11,0,3,16,2,0,4,0,9,7,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,5,0,1,0,1,0,0,0,0,0,10,0,0,0,2,2,3,3,1,0,0,0,0,3,0
10 - Κιλκίς,136 E.T. Δήμου Κιλκίς,285,180,5,1,6,174,36,10,0,2,15,2,104,2,16,78,1,5,3,1,0,1,0,0,12,0,0,4,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,1,2,0,0,0,2,0
10 - Κιλκίς,137 E.T. Δήμου Κιλκίς,360,205,4,1,5,200,43,13,2,1,18,4,118,4,17,90,0,6,4,0,0,4,0,0,14,3,0,3,0,8,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,5,1,1,2,0,0,0,0,0,1,0
10 - Κιλκίς,138 E.T. Δήμου Κιλκίς,435,235,2,0,2,233,63,27,5,6,1,4,86,3,34,26,9,7,14,2,0,0,2,4,25,4,1,13,1,4,12,0,1,0,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,22,6,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0
10 - Κιλκίς,139 E.T. Δήμου Κιλκίς,467,266,2,1,3,263,69,44,3,4,4,4,115,12,33,39,8,9,15,6,0,1,1,6,25,0,1,8,2,12,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,2,0,0,0,4,0
10 - Κιλκίς,140 E.T. Δήμου Κιλκίς,404,216,3,0,3,213,66,28,6,8,4,7,51,2,16,24,2,0,8,0,2,0,1,4,27,0,0,2,21,4,43,0,40,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,3,0
10 - Κιλκίς,141 E.T. Δήμου Κιλκίς,437,195,5,1,6,189,75,46,5,9,3,2,25,4,8,7,1,1,5,1,0,0,0,3,36,1,0,5,20,9,32,0,32,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,1,0
10 - Κιλκίς,142 E.T. Δήμου Κιλκίς,496,233,4,0,4,229,71,28,7,11,6,9,45,3,6,21,4,2,3,1,0,0,0,2,51,2,0,4,43,1,36,0,35,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,0,0,0,8,3
10 - Κιλκίς,143 E.T. Δήμου Κιλκίς,489,255,8,1,9,246,64,32,6,3,12,3,89,7,39,14,5,16,12,1,0,1,0,6,36,4,1,25,2,2,20,1,0,12,3,1,3,2,0,1,0,0,1,1,4,0,0,1,2,0,5,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,8,2,2,0,1,1,0,0,1,1,1
10 - Κιλκίς,144 E.T. Δήμου Κιλκίς,505,272,1,5,6,266,76,32,2,13,11,3,53,2,31,7,1,11,14,1,0,2,0,5,62,10,2,15,4,28,29,0,2,25,2,0,5,0,1,1,0,0,2,2,1,0,0,0,1,0,12,4,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,6,4
10 - Κιλκίς,145 E.T. Δήμου Κιλκίς,514,293,1,1,2,291,63,21,4,13,10,4,122,20,68,15,4,11,11,1,0,2,0,6,38,6,0,13,4,11,14,0,0,10,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,17,5,2,5,1,0,0,0,0,1,1,0,0,3,0,3,0,13,2,3,2,3,1,0,1,0,4,2
10 - Κιλκίς,146 E.T. Δήμου Κιλκίς,498,287,4,1,5,282,69,27,0,14,8,6,94,3,45,21,6,14,16,0,0,2,0,10,48,6,0,24,2,14,23,0,2,10,3,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,11,3,2,5,0,0,0,0,0,1,1,0,0,2,0,2,0,7,1,1,1,1,0,0,0,0,6,0
10 - Κιλκίς,147 E.T. Δήμου Κιλκίς,248,140,0,0,0,140,61,24,1,7,17,4,17,2,9,2,1,2,4,2,1,0,0,1,28,2,0,17,1,8,16,6,2,6,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0
10 - Κιλκίς,148 E.T. Δήμου Κιλκίς,345,186,1,1,2,184,57,23,8,7,13,0,37,4,19,9,3,0,6,0,0,0,0,4,49,3,0,24,0,15,21,5,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,4,2
10 - Κιλκίς,149 E.T. Δήμου Κιλκίς,383,215,0,1,1,214,55,25,3,7,3,9,75,3,41,10,13,6,2,1,1,0,0,0,13,5,0,1,1,5,42,5,2,20,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,4,0,3,0,1,0,0,0,5,0,2,0,0,0,0,0,4,1,0,1,1,5,3,0,0,1,1
10 - Κιλκίς,150 E.T. Δήμου Κιλκίς,479,275,3,0,3,272,37,18,3,7,0,0,160,6,102,30,3,12,12,4,0,1,0,4,19,6,0,9,0,4,30,1,1,17,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
10 - Κιλκίς,151 E.T. Δήμου Κιλκίς,500,268,4,1,5,263,37,14,0,6,2,4,165,15,58,34,25,25,11,1,0,1,3,5,13,1,0,4,0,5,5,0,0,3,1,1,0,0,0,0,0,0,1,1,2,0,0,2,0,0,17,7,1,5,0,1,1,0,0,0,0,0,0,1,0,1,0,6,1,1,0,3,1,0,0,0,3,3
10 - Κιλκίς,152 E.T. Δήμου Κιλκίς,499,249,1,1,2,247,41,17,3,6,5,3,148,12,58,30,22,20,8,2,1,0,0,4,25,1,0,6,1,17,4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,4,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,4,1
10 - Κιλκίς,153 E.T. Δήμου Κιλκίς,447,148,0,0,0,148,38,25,1,3,2,1,63,0,6,16,0,38,2,0,0,0,0,1,3,0,0,2,0,1,34,2,2,27,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,2
10 - Κιλκίς,154 E.T. Δήμου Κιλκίς,360,119,1,1,2,117,21,16,0,0,0,1,55,2,2,12,1,35,3,0,0,0,0,2,8,2,0,2,0,3,19,3,1,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,2,0,0,3,1
10 - Κιλκίς,155 E.T. Δήμου Παιονίας,557,281,4,0,4,277,77,15,0,24,4,27,117,12,43,35,4,8,13,3,0,9,0,1,26,4,0,4,1,14,9,2,1,1,2,3,4,1,1,0,0,0,0,0,4,0,4,0,0,0,10,2,0,4,1,1,0,1,1,2,0,0,0,0,0,0,0,6,1,1,0,1,4,2,0,0,3,1
10 - Κιλκίς,156 E.T. Δήμου Παιονίας,564,320,5,1,6,314,86,10,6,31,3,22,130,8,40,69,1,7,14,2,0,5,2,5,21,2,0,10,0,6,10,1,1,0,2,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,22,3,3,5,3,0,0,1,0,4,0,0,0,1,0,0,0,5,1,2,0,0,3,0,0,0,7,0
10 - Κιλκίς,157 E.T. Δήμου Παιονίας,556,254,0,4,4,250,67,11,2,20,1,29,95,5,35,39,2,5,9,1,0,5,1,1,27,3,0,10,1,10,15,2,0,0,1,5,7,1,0,2,0,0,0,0,2,0,2,0,0,0,10,4,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,11,1,4,2,1,1,1,0,0,5,2
10 - Κιλκίς,158 E.T. Δήμου Παιονίας,548,279,2,2,4,275,81,9,1,27,5,22,82,6,25,30,2,8,15,3,2,4,0,3,42,9,0,13,0,18,11,8,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,4,1,0,6,0,0,0,8,0
10 - Κιλκίς,159 E.T. Δήμου Παιονίας,560,284,7,1,8,276,87,22,5,25,3,20,86,6,33,33,2,6,23,2,1,10,1,5,33,2,1,18,1,8,8,3,2,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,2,2,3,0,0,1,0,1,0,0,0,2,0,0,0,10,2,1,1,0,2,0,0,0,2,0
10 - Κιλκίς,160 E.T. Δήμου Παιονίας,562,277,2,0,2,275,65,11,4,29,2,12,120,2,51,45,3,9,25,1,4,14,1,2,25,1,0,20,0,4,10,2,1,2,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,2,0,0,0,6,0
10 - Κιλκίς,161 E.T. Δήμου Παιονίας,420,255,1,1,2,253,52,13,2,8,5,19,95,4,35,48,3,2,15,0,0,12,0,2,46,3,0,30,0,11,4,1,1,0,0,2,5,0,0,0,0,0,1,0,2,0,0,0,0,0,15,5,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1,4,0,0,1,0,0,0,5,0
10 - Κιλκίς,162 E.T. Δήμου Παιονίας,382,208,1,1,2,206,52,14,0,12,2,17,93,4,24,46,1,11,5,0,0,4,0,1,27,2,0,16,0,9,4,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,0,3,0
10 - Κιλκίς,163 E.T. Δήμου Παιονίας,355,217,1,0,1,216,40,7,1,7,4,11,89,6,34,41,0,5,8,0,0,5,0,2,38,3,0,21,0,13,5,2,0,0,0,3,1,0,0,0,0,0,2,0,14,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,0,0,2,0,0,0,4,0
10 - Κιλκίς,164 E.T. Δήμου Παιονίας,358,181,1,0,1,180,52,9,3,8,5,16,68,9,23,21,4,3,5,1,1,1,0,1,15,3,0,4,4,2,8,2,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,11,3,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,5,2,1,0,1,1,0,0,0,7,0
10 - Κιλκίς,165 E.T. Δήμου Παιονίας,212,122,4,0,4,118,13,4,1,1,0,2,75,5,52,15,0,1,6,0,2,3,0,0,11,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
10 - Κιλκίς,166 E.T. Δήμου Παιονίας,370,178,1,2,3,175,45,11,0,2,4,18,75,10,11,39,0,6,13,1,2,8,0,1,24,0,0,13,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0
10 - Κιλκίς,167 E.T. Δήμου Παιονίας,378,191,8,2,10,181,48,18,2,6,0,8,73,8,15,28,4,8,6,0,0,5,0,1,27,1,1,9,1,14,10,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,2
10 - Κιλκίς,168 E.T. Δήμου Παιονίας,372,236,2,1,3,233,64,20,3,9,4,9,91,6,33,27,1,13,14,0,0,10,0,3,28,1,0,6,1,17,8,2,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,2,0
10 - Κιλκίς,169 E.T. Δήμου Παιονίας,419,258,1,1,2,256,47,11,1,5,4,8,141,11,37,61,3,13,7,0,0,2,0,2,16,3,0,4,0,8,5,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,1,2,1,0,0,0,0,3,0,0,1,2,1,0,1,11,0,0,0,8,3,0,0,0,1,1
10 - Κιλκίς,170 E.T. Δήμου Παιονίας,327,144,4,0,4,140,31,11,1,4,1,6,56,8,16,24,0,3,6,2,2,1,0,0,21,2,0,5,0,9,6,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,0,0,2,0,0,0,3,0
10 - Κιλκίς,171 E.T. Δήμου Παιονίας,465,222,3,1,4,218,40,1,0,2,19,10,82,3,30,29,1,13,15,4,1,2,0,2,43,1,0,4,1,34,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,15,1,1,1,3,1,0,0,0,1,0
10 - Κιλκίς,172 E.T. Δήμου Παιονίας,203,60,2,0,2,58,21,0,2,1,4,4,25,0,3,18,0,0,4,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 - Κιλκίς,173 E.T. Δήμου Παιονίας,300,168,2,0,2,166,35,10,2,6,5,1,68,7,19,27,2,4,20,1,2,12,0,4,15,3,1,5,0,5,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,8,0,3,1,1,2,0,0,0,4,0
10 - Κιλκίς,174 E.T. Δήμου Παιονίας,546,281,5,2,7,274,81,27,6,11,1,28,106,16,44,29,5,2,5,0,0,2,0,2,33,0,3,15,2,12,9,3,0,0,0,3,7,0,0,0,0,0,2,0,1,0,0,0,0,0,16,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,9,0
10 - Κιλκίς,175 E.T. Δήμου Παιονίας,544,302,11,1,12,290,105,39,5,13,8,16,81,9,25,34,4,5,11,1,0,4,1,2,43,7,2,18,1,12,9,2,4,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,22,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,5,0,0,0,4,0
10 - Κιλκίς,176 E.T. Δήμου Παιονίας,541,300,3,1,4,296,98,41,1,10,0,23,101,3,36,46,1,5,9,0,0,5,0,3,36,0,1,15,1,13,6,0,1,0,0,4,4,0,0,0,1,0,3,0,1,0,0,0,0,0,14,3,2,3,1,0,0,1,0,0,0,0,0,6,0,0,0,9,1,0,1,0,3,0,0,0,4,0
10 - Κιλκίς,177 E.T. Δήμου Παιονίας,524,291,9,2,11,280,84,28,2,11,7,29,105,10,41,36,5,2,6,1,0,2,0,1,33,1,0,16,0,16,14,2,0,0,0,7,4,0,0,0,0,0,2,0,1,0,0,0,0,0,12,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,3,3,0,0,0,6,0
10 - Κιλκίς,178 E.T. Δήμου Παιονίας,527,260,2,1,3,257,73,17,4,20,1,18,86,8,30,34,5,4,12,2,2,4,1,2,30,4,0,10,0,12,16,5,1,0,1,5,7,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2,1,2,1,2,0,0,0,2,0,0,0,1,0,0,0,8,1,2,1,1,0,0,0,0,8,0
