ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αποστόλου,ΘΕΛΕΡΙΤΗ ΜΑΡΙΑ του Παναγιώτη,ΠΕΤΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΤΣΟΓΚΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΦΙΛΙΠΠΑΚΗ ΣΟΦΙΑ του Ανδρέα,ΨΥΧΟΓΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΑΡΑ ΣΟΦΙΑ του Παναγιώτη,ΔΗΜΑΣ ΧΡΙΣΤΟΣ του Σταύρου,ΚΟΛΛΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ταξιάρχου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ιωάννη,ΣΟΥΚΟΥΛΗ-ΒΙΛΙΑΛΗ ΜΑΡΙΑ ΕΛΕΝΗ (ΜΑΡΙΛΕΝΑ) του Δημητρίου,ΤΑΓΑΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΝΔΡΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΑΡΓΥΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΑΡΚΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Αναστασίου,ΣΕΪΤΑΝΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΣΙΟΓΚΑ ΠΑΡΑΣΚΕΥΗ του Αθανασίου,Κίνημα Αλλαγής,ΑΝΔΡΕΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΓΚΙΛΙΤΣΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΔΗΜΑ ΜΑΡΓΑΡΙΤΑ του Νικολάου,ΣΠΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΦΑΡΜΑΚΗ-ΓΚΕΚΗ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΧΑΝΙΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,Κ.Κ.Ε.,ΑΛΩΝΙΣΤΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Αντωνίου,ΚΑΖΑΚΟΠΟΥΛΟΥ ΑΝΘΙΠΠΗ του Αργυρίου,ΚΕΛΛΑΡΗΣ ΙΩΑΝΝΗΣ του Γερασίμου,ΛΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΜΠΟΖΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΤΖΕΚΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Ένωση Κεντρώων,ΜΑΡΑ ΑΝΝΑ του Νίκο,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,ΤΟΜΑΡΑΣ ΑΘΑΝΑΣΙΟΣ του Μιλτιάδη,Ο.Κ.Δ.Ε.,ΕΡΗΜΑΚΗ ΑΝΑΣΤΑΣΙΑ του Βλασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΧΑΡΙΛΑΟΣ του Παναγή,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΗΛΙΑΣ του Νικολάου,ΚΑΝΕΛΛΟΥ ΕΙΡΗΝΗ του Ηλία,ΜΑΛΛΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΡΛΑΜΠΑ ΕΛΕΝΗ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΒΑΛΣΑΜΗ ΗΛΙΑΝΑ του Παύλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΕΛΕΝΗ του Βασιλείου,ΚΑΛΑΡΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΕΛΛΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΜΑΥΡΙΑΣ ΜΑΡΚΟΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Ιωάννη,ΠΑΠΑΧΡΗΣΤΟΥ ΜΙΧΑΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΜΑΡΕΤΣΟΥ ΜΑΡΙΑΝΑ του Λουδοβίκου,ΣΠΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα,Μ-Λ Κ.Κ.Ε.,ΣΠΥΡΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΕΤΑΣ ΑΘΑΝΑΣΙΟΣ του Φωτίου,ΓΙΑΚΙΜΤΣΟΥΚΗΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΛΛΙΑΝΙΩΤΗ ΠΕΤΡΟΥΛΑ του Γεωργίου,ΚΑΤΕΜΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Δημητρίου,Λαϊκή Ενότητα,ΡΙΣΚΑ ΜΑΡΙΑΝΘΗ (ΜΑΙΡΗ) του Δημητρίου,ΤΣΑΚΟΥΜΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΤΣΟΥΚΑΛΑΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΣΙΛΑΚΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Βασιλείου,ΒΟΥΖΟΥΝΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Μιλτιάδου,ΔΗΜΗΤΡΙΑΔΗ ΜΑΡΙΑ του Αναστασίου,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΚΟΣ) του Δημητρίου,ΚΥΡΙΑΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΠΙΝΙΚΗ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Αναστασίου,ΚΑΨΟΥΡΟΥ ΜΑΡΙΑ του Ιωάννη,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΣΤΑΜΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,Ανεξάρτητοι Υποψήφιοι,ΘΕΟΔΟΣΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μιλτιάδη
43 - Κορινθίας,206 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,380,271,2,0,2,269,71,2,13,2,4,8,55,136,9,66,51,21,14,43,6,0,1,4,0,0,11,2,1,1,1,10,0,4,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,0,0,1,5,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,17,0,2,8,8,1,2,4,3,1,0,0,5,4,0,0
43 - Κορινθίας,207 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,380,243,2,1,3,240,55,1,15,1,1,7,45,115,9,62,28,26,15,46,6,1,2,4,0,0,15,1,4,2,0,10,4,9,0,2,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,4,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,13,1,0,0,8,0,1,5,3,0,0,0,2,0,0,0
43 - Κορινθίας,208 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,511,319,1,1,2,317,78,6,17,2,7,16,32,173,30,96,19,40,15,73,5,1,1,2,0,2,35,2,7,14,10,18,5,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,2,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,4,0,1,0,0,0,0,0,6,4,0,0
43 - Κορινθίας,209 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,156,102,3,2,5,97,52,3,20,1,10,12,39,20,3,7,1,1,2,8,0,0,0,0,0,0,8,1,3,0,0,5,0,1,0,0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,5,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,210 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,229,155,3,0,3,152,50,1,10,2,5,12,31,69,6,35,18,9,2,26,4,2,0,2,1,2,17,11,2,4,2,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
43 - Κορινθίας,211 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,300,139,0,0,0,139,35,1,10,0,3,8,18,66,13,18,21,12,2,17,5,1,1,2,1,0,13,0,6,2,1,8,0,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0
43 - Κορινθίας,212 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,315,4,2,6,309,123,9,26,7,8,48,73,120,12,68,19,16,22,46,4,2,0,2,2,0,14,2,2,1,1,7,1,7,3,2,5,1,1,1,3,0,0,0,0,0,3,1,0,0,0,0,0,1,1,18,5,3,5,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,8,1,0,3,2,3,0,0,0,0,0,0,4,2,0,0
43 - Κορινθίας,213 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,313,1,3,4,309,132,7,11,6,11,61,92,109,17,52,22,14,10,38,8,2,1,1,0,1,20,3,4,2,8,5,1,4,0,2,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12,1,0,3,1,1,0,6,2,0,2,3,4,1,0,0
43 - Κορινθίας,214 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,327,0,2,2,325,98,5,14,0,4,40,66,164,28,80,43,16,20,72,4,1,0,3,0,1,15,2,5,5,4,3,0,1,1,0,0,0,0,1,5,1,1,4,0,0,1,0,0,0,0,0,0,0,0,18,12,2,3,1,8,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,11,3,1,4,0,1,2,2,1,0,0,0,3,1,0,0
43 - Κορινθίας,215 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,311,2,2,4,307,99,6,18,7,4,53,61,126,21,50,21,20,11,57,6,1,0,3,0,1,22,5,5,9,6,7,2,6,1,2,2,0,0,1,7,2,0,2,0,0,1,1,0,0,0,0,0,0,0,17,8,1,4,0,3,5,0,0,0,0,0,2,0,1,2,0,0,0,0,0,13,7,0,3,3,0,0,3,1,1,1,0,5,5,0,0
43 - Κορινθίας,216 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,326,12,3,15,311,102,12,17,4,8,42,66,136,25,66,40,12,10,48,10,3,2,7,0,1,18,4,4,1,6,9,1,4,1,0,2,1,0,0,5,2,1,3,0,0,1,1,0,0,0,0,0,0,0,9,5,2,2,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,12,3,1,2,3,0,4,3,2,1,0,0,9,3,0,0
43 - Κορινθίας,217 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,520,336,3,3,6,330,107,3,21,1,8,57,64,147,18,69,32,20,11,65,9,3,1,5,0,1,20,0,5,7,11,3,3,4,1,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,4,2,1,0,8,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,16,4,1,5,0,4,3,5,3,0,4,1,3,1,0,0
43 - Κορινθίας,218 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,288,1,7,8,280,110,4,13,0,4,70,65,89,13,52,18,19,5,29,7,3,2,5,0,0,20,2,4,6,5,6,5,7,1,1,3,0,0,4,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,14,6,3,1,0,8,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,16,2,1,3,2,2,2,3,2,1,0,0,6,3,0,0
43 - Κορινθίας,219 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,309,1,3,4,305,114,7,11,0,3,51,77,113,23,45,23,18,18,38,7,1,1,4,0,0,25,3,9,7,3,7,3,6,3,1,1,0,0,2,2,1,0,2,0,0,2,1,0,0,0,0,0,0,0,12,2,1,1,0,7,0,0,0,0,1,0,2,1,0,0,1,2,0,0,0,11,2,2,4,5,1,0,5,3,1,1,1,3,1,0,0
43 - Κορινθίας,220 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,335,3,4,7,328,108,6,14,3,2,52,78,146,29,80,27,19,17,50,1,0,1,0,0,1,17,0,2,7,6,3,3,10,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,4,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,5,1,10,3,2,5,1,1,0,0,1,7,1,0,0
43 - Κορινθίας,221 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,329,3,5,8,321,104,6,15,1,6,54,62,129,24,73,25,23,12,55,7,4,1,5,0,0,26,8,5,13,10,3,3,8,1,1,2,2,2,2,11,6,3,7,0,0,1,1,1,0,1,1,0,0,0,14,3,3,4,4,5,3,0,0,0,0,0,2,1,0,0,1,3,1,0,1,11,2,0,3,1,1,1,1,1,0,0,0,3,2,0,0
43 - Κορινθίας,222 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,507,316,3,3,6,310,123,3,10,1,10,46,83,131,23,73,19,16,19,60,5,2,1,2,1,0,15,2,5,2,6,6,0,7,2,1,3,1,0,1,4,0,0,0,0,0,2,2,1,1,0,1,0,1,0,7,0,0,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,10,2,0,2,2,0,0,1,1,1,0,0,1,0,0,0
43 - Κορινθίας,223 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,189,104,0,0,0,104,37,2,4,0,3,20,20,47,7,23,9,9,13,14,0,0,0,0,0,0,5,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,9,4,1,3,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,224 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,496,338,2,1,3,335,123,5,8,8,5,78,74,133,45,53,34,19,14,49,6,2,0,1,1,0,21,3,2,4,4,12,2,7,1,2,1,1,0,0,3,1,2,1,0,0,2,2,0,0,0,0,0,0,0,19,8,2,3,5,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,13,1,0,5,4,0,5,4,1,0,0,0,2,0,0,0
43 - Κορινθίας,225 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,111,76,0,2,2,74,24,0,6,0,0,13,20,28,0,19,9,2,1,8,1,0,0,0,1,0,11,2,0,8,0,8,2,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0
43 - Κορινθίας,226 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,408,250,2,1,3,247,59,1,7,7,7,27,36,142,37,86,19,7,21,48,5,1,0,4,2,0,19,1,6,9,2,9,0,6,3,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,227 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,190,123,1,0,1,122,42,1,8,0,2,10,24,40,0,18,4,0,6,27,0,0,0,0,0,0,14,2,1,8,2,4,3,12,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0
43 - Κορινθίας,228 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,133,74,1,0,1,73,9,2,2,0,4,0,3,46,10,25,16,3,6,13,0,0,0,0,0,0,6,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0
43 - Κορινθίας,229 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,520,319,2,3,5,314,113,11,11,3,7,35,55,117,19,53,21,13,10,41,14,2,3,8,0,0,23,0,4,0,4,9,0,5,0,0,2,2,0,0,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,11,1,1,3,1,0,2,14,14,0,0,3,1,0,0,0
43 - Κορινθίας,230 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,510,346,3,1,4,342,139,17,12,4,25,32,93,124,35,82,17,21,13,27,8,1,0,3,1,1,27,8,1,4,6,9,6,7,1,5,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,2,0,0,3,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,11,4,0,2,2,0,4,9,9,7,0,0,3,1,0,0
43 - Κορινθίας,231 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,340,214,2,2,4,210,87,1,24,5,4,58,52,77,12,39,19,12,10,23,5,2,0,3,2,0,16,0,1,3,8,10,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,2,0,3,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,10,0,1,2,5,1,3,3,2,0,0,2,0,0,0,0
43 - Κορινθίας,232 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,331,211,0,3,3,208,68,3,13,2,1,42,41,88,21,42,28,12,10,26,6,2,1,5,2,1,17,4,4,7,4,7,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,0,2,0,0,0,0,6,1,0,0
43 - Κορινθίας,233 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,425,267,3,1,4,263,89,1,11,2,8,49,67,117,13,57,41,13,30,28,5,3,3,3,1,0,19,0,6,2,4,11,1,12,1,1,4,2,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,3,2,1,1,0,5,4,0,0
43 - Κορινθίας,234 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,312,162,1,0,1,161,28,3,1,1,1,9,14,88,8,34,44,8,6,44,2,2,0,0,0,0,9,1,5,1,1,2,0,4,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,7,4,0,2,7,1,1,0,0,0,0,0,0,0,0,0,3,3,2,1,5,0,1,3,0,2,3,0,0,0,0,0,2,2,0,0
43 - Κορινθίας,235 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,152,89,1,1,2,87,28,2,2,4,3,16,17,32,8,21,7,2,3,11,4,0,0,1,0,0,13,4,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
43 - Κορινθίας,236 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,79,45,1,0,1,44,21,1,0,1,1,21,11,15,0,9,4,1,1,10,0,0,0,0,0,0,8,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,237 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,510,171,4,1,5,166,62,4,13,1,5,35,21,53,11,27,21,3,3,16,4,1,1,2,1,1,32,14,2,11,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,2,1,0,0
43 - Κορινθίας,238 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,495,197,0,1,1,196,32,1,8,2,4,17,8,97,10,62,49,10,10,21,2,0,0,1,0,1,47,5,11,16,16,19,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10,5,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
43 - Κορινθίας,239 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,500,305,3,0,3,302,97,8,19,1,21,43,19,132,19,45,21,15,18,66,6,2,1,2,0,1,17,0,3,4,5,5,1,11,0,2,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,2,1,6,1,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,13,5,0,6,1,1,1,5,3,0,0,1,2,0,0,0
43 - Κορινθίας,240 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,496,323,2,3,5,318,88,8,8,3,12,46,46,153,20,44,19,18,75,118,5,1,0,1,0,0,26,1,6,7,13,8,3,11,1,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,2,4,0,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,2,3,2,0,0,0,6,0,0,0
43 - Κορινθίας,241 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,132,70,2,0,2,68,13,2,3,0,3,10,8,36,2,15,15,2,17,7,2,0,0,2,0,1,7,0,0,1,6,4,0,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,2,1,1,1,0,0,0,0,0
43 - Κορινθίας,242 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,97,60,0,0,0,60,14,1,0,0,3,7,7,27,1,14,4,1,9,15,2,1,0,1,0,1,11,2,4,2,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,243 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,215,123,5,2,7,116,45,1,3,2,1,24,27,21,0,15,5,4,0,2,5,1,1,2,0,0,20,2,0,8,8,6,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,1,4,5,0,0,0,7,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0
43 - Κορινθίας,244 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,530,246,2,0,2,244,82,6,14,3,5,39,26,82,16,35,22,11,2,39,20,15,0,5,0,0,34,1,8,18,16,6,0,9,5,0,4,0,0,2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
43 - Κορινθίας,245 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,121,88,1,0,1,87,39,1,0,0,1,24,17,34,3,13,15,0,1,27,0,0,0,0,0,0,9,0,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,246 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,310,200,4,0,4,196,74,6,10,3,3,33,43,65,10,46,5,3,3,34,5,2,0,3,0,1,21,3,2,3,5,14,2,6,0,1,2,0,2,2,4,2,1,4,0,0,0,0,1,1,0,0,1,0,0,7,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,1,0,2,2,0,0,0,2,1,0,0
43 - Κορινθίας,247 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,309,211,1,6,7,204,65,1,3,2,5,29,31,89,10,48,11,7,9,44,5,0,1,5,0,0,18,3,1,9,2,9,3,4,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,2,1,2,0,4,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,1,0,2,1,0,0
43 - Κορινθίας,248 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,214,148,2,1,3,145,47,0,11,2,3,17,26,62,14,22,8,8,15,14,4,3,0,2,0,0,13,2,3,4,1,10,0,1,0,1,0,0,0,0,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0
43 - Κορινθίας,249 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,453,274,5,2,7,267,112,6,15,1,9,66,75,67,7,27,10,11,11,27,6,1,0,4,0,0,46,2,10,24,9,11,7,6,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,5,0,3,0,2,0,0,0,0,3,2,2,0,0,1,1,0,1,9,0,1,3,0,0,1,2,0,0,0,0,1,1,0,0
43 - Κορινθίας,250 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,71,44,1,1,2,42,23,1,2,0,0,19,20,8,1,2,1,1,3,5,0,0,0,0,0,0,4,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,251 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,278,106,0,0,0,106,43,1,6,1,5,27,27,31,13,21,9,7,1,3,3,0,0,3,1,2,14,1,4,5,4,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
43 - Κορινθίας,252 E.T. Δήμου Ξυλοκάστρου - Ευρωστίνης,528,335,3,0,3,332,124,8,1,3,12,8,60,132,30,51,24,32,8,37,5,1,0,3,1,4,19,1,7,3,10,8,3,18,8,3,9,1,4,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,8,5,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,2,1,3,0,2,2,3,2,0,1,1,5,3,0,0
43 - Κορινθίας,253 E.T. Δήμου Σικυωνίων,550,306,5,3,8,298,94,7,41,4,15,13,30,109,22,49,13,24,21,30,9,3,2,2,1,0,30,2,1,5,18,8,2,13,4,0,8,0,1,4,7,1,0,2,0,0,0,0,5,4,4,2,0,0,0,14,4,1,1,0,4,0,0,0,0,1,0,2,1,1,0,0,2,1,1,0,9,2,2,5,1,1,3,0,0,0,0,0,3,2,0,0
43 - Κορινθίας,254 E.T. Δήμου Σικυωνίων,550,319,9,5,14,305,92,6,26,7,17,16,23,110,22,46,31,17,11,33,9,1,3,5,1,2,39,3,2,9,24,9,2,6,1,1,2,1,0,0,8,2,5,4,0,0,0,0,2,0,2,2,0,0,0,10,6,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,4,1,2,0,0,3,9,5,2,1,2,5,2,0,0
43 - Κορινθίας,255 E.T. Δήμου Σικυωνίων,550,329,2,3,5,324,84,5,24,4,12,16,32,137,26,66,42,26,17,34,13,2,3,7,0,1,33,2,4,9,18,9,2,5,1,0,4,0,0,1,3,1,0,1,0,0,1,0,5,4,2,3,0,1,1,11,5,0,8,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,1,0,7,0,2,0,0,0,0,0,0,7,2,0,0
43 - Κορινθίας,256 E.T. Δήμου Σικυωνίων,540,350,3,1,4,346,108,8,44,6,25,19,37,132,20,58,28,14,20,44,3,1,1,1,0,2,44,1,6,14,24,9,7,5,3,2,2,0,1,0,6,0,0,0,0,0,1,0,4,2,0,2,1,0,0,19,6,3,5,1,4,3,1,1,1,0,0,2,0,0,1,0,10,0,0,0,0,0,1,6,0,0,4,2,0,0,0,0,9,2,0,0
43 - Κορινθίας,257 E.T. Δήμου Σικυωνίων,550,338,6,5,11,327,90,14,26,7,17,12,27,119,22,49,21,29,31,45,12,2,2,10,0,1,34,1,6,16,24,6,3,7,1,1,2,1,0,3,3,3,1,1,0,0,2,1,4,2,1,2,0,0,0,12,4,2,1,1,3,1,1,0,0,0,0,3,2,0,2,0,0,0,0,0,23,2,2,8,0,3,4,5,3,2,3,0,12,6,0,0
43 - Κορινθίας,258 E.T. Δήμου Σικυωνίων,550,325,2,3,5,320,95,4,21,1,18,12,29,126,24,61,15,30,26,32,8,1,3,2,0,2,27,4,2,6,1,4,1,10,2,1,5,0,0,2,5,1,0,1,0,0,1,1,3,2,0,3,0,0,0,15,6,1,4,0,1,1,0,0,0,1,0,2,1,0,1,0,3,1,0,0,15,5,3,3,0,0,2,5,1,3,0,0,4,1,0,0
43 - Κορινθίας,259 E.T. Δήμου Σικυωνίων,550,296,7,2,9,287,97,17,37,5,13,22,35,106,13,58,29,20,11,34,7,0,0,5,0,3,28,0,0,6,24,4,2,12,1,5,10,0,0,5,2,1,2,0,1,1,0,0,4,4,0,4,0,0,0,14,7,3,3,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9,2,0,4,0,1,3,2,1,1,1,1,4,2,0,0
