ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αποστόλου,ΘΕΛΕΡΙΤΗ ΜΑΡΙΑ του Παναγιώτη,ΠΕΤΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΤΣΟΓΚΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΦΙΛΙΠΠΑΚΗ ΣΟΦΙΑ του Ανδρέα,ΨΥΧΟΓΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΑΡΑ ΣΟΦΙΑ του Παναγιώτη,ΔΗΜΑΣ ΧΡΙΣΤΟΣ του Σταύρου,ΚΟΛΛΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ταξιάρχου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ιωάννη,ΣΟΥΚΟΥΛΗ-ΒΙΛΙΑΛΗ ΜΑΡΙΑ ΕΛΕΝΗ (ΜΑΡΙΛΕΝΑ) του Δημητρίου,ΤΑΓΑΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΝΔΡΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΑΡΓΥΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΑΡΚΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Αναστασίου,ΣΕΪΤΑΝΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΣΙΟΓΚΑ ΠΑΡΑΣΚΕΥΗ του Αθανασίου,Κίνημα Αλλαγής,ΑΝΔΡΕΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΓΚΙΛΙΤΣΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΔΗΜΑ ΜΑΡΓΑΡΙΤΑ του Νικολάου,ΣΠΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΦΑΡΜΑΚΗ-ΓΚΕΚΗ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΧΑΝΙΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,Κ.Κ.Ε.,ΑΛΩΝΙΣΤΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Αντωνίου,ΚΑΖΑΚΟΠΟΥΛΟΥ ΑΝΘΙΠΠΗ του Αργυρίου,ΚΕΛΛΑΡΗΣ ΙΩΑΝΝΗΣ του Γερασίμου,ΛΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΜΠΟΖΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΤΖΕΚΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Ένωση Κεντρώων,ΜΑΡΑ ΑΝΝΑ του Νίκο,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,ΤΟΜΑΡΑΣ ΑΘΑΝΑΣΙΟΣ του Μιλτιάδη,Ο.Κ.Δ.Ε.,ΕΡΗΜΑΚΗ ΑΝΑΣΤΑΣΙΑ του Βλασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΧΑΡΙΛΑΟΣ του Παναγή,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΗΛΙΑΣ του Νικολάου,ΚΑΝΕΛΛΟΥ ΕΙΡΗΝΗ του Ηλία,ΜΑΛΛΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΡΛΑΜΠΑ ΕΛΕΝΗ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΒΑΛΣΑΜΗ ΗΛΙΑΝΑ του Παύλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΕΛΕΝΗ του Βασιλείου,ΚΑΛΑΡΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΕΛΛΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΜΑΥΡΙΑΣ ΜΑΡΚΟΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Ιωάννη,ΠΑΠΑΧΡΗΣΤΟΥ ΜΙΧΑΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΜΑΡΕΤΣΟΥ ΜΑΡΙΑΝΑ του Λουδοβίκου,ΣΠΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα,Μ-Λ Κ.Κ.Ε.,ΣΠΥΡΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΕΤΑΣ ΑΘΑΝΑΣΙΟΣ του Φωτίου,ΓΙΑΚΙΜΤΣΟΥΚΗΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΛΛΙΑΝΙΩΤΗ ΠΕΤΡΟΥΛΑ του Γεωργίου,ΚΑΤΕΜΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Δημητρίου,Λαϊκή Ενότητα,ΡΙΣΚΑ ΜΑΡΙΑΝΘΗ (ΜΑΙΡΗ) του Δημητρίου,ΤΣΑΚΟΥΜΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΤΣΟΥΚΑΛΑΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΣΙΛΑΚΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Βασιλείου,ΒΟΥΖΟΥΝΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Μιλτιάδου,ΔΗΜΗΤΡΙΑΔΗ ΜΑΡΙΑ του Αναστασίου,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΚΟΣ) του Δημητρίου,ΚΥΡΙΑΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΠΙΝΙΚΗ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Αναστασίου,ΚΑΨΟΥΡΟΥ ΜΑΡΙΑ του Ιωάννη,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΣΤΑΜΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,Ανεξάρτητοι Υποψήφιοι,ΘΕΟΔΟΣΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μιλτιάδη
43 - Κορινθίας,260 E.T. Δήμου Σικυωνίων,550,349,3,3,6,343,109,10,41,7,13,21,37,158,31,79,32,39,23,36,6,1,3,1,0,0,24,2,1,8,14,5,2,8,1,1,0,0,0,0,4,2,0,1,0,0,1,1,1,1,0,1,0,0,0,8,3,1,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,3,5,1,3,2,3,3,1,0,0,0,6,3,0,0
43 - Κορινθίας,261 E.T. Δήμου Σικυωνίων,550,339,2,2,4,335,109,9,47,9,15,15,38,153,33,77,32,32,17,33,13,2,7,6,0,5,25,1,2,9,12,3,5,7,2,1,2,0,0,2,4,0,0,0,1,0,1,1,5,3,1,5,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,3,3,0,0
43 - Κορινθίας,262 E.T. Δήμου Σικυωνίων,550,302,2,1,3,299,111,10,33,6,24,19,35,110,15,55,19,30,9,31,9,2,4,4,2,3,22,3,0,7,15,2,2,7,2,1,2,2,0,2,5,2,0,1,0,0,0,0,1,0,0,1,0,0,0,17,7,5,4,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,2,1,0,1,2,1,0,0,0,7,3,0,0
43 - Κορινθίας,263 E.T. Δήμου Σικυωνίων,550,330,5,2,7,323,87,7,40,3,19,24,21,137,17,61,35,24,30,44,7,3,2,3,0,2,29,4,4,7,17,8,1,13,6,0,7,0,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,16,6,3,5,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,3,1,5,3,0,5,2,1,1,0,0,10,6,0,0
43 - Κορινθίας,264 E.T. Δήμου Σικυωνίων,550,362,3,4,7,355,105,13,51,1,21,24,31,142,25,69,39,20,28,51,12,2,5,8,2,2,34,3,7,12,17,6,3,12,4,0,8,0,3,1,3,1,0,1,0,0,0,0,2,2,1,1,0,0,0,15,6,3,5,1,5,5,1,1,1,0,0,3,1,1,1,0,6,1,1,1,16,1,0,6,1,0,4,0,0,0,0,0,4,3,0,0
43 - Κορινθίας,265 E.T. Δήμου Σικυωνίων,550,327,4,1,5,322,112,3,38,8,21,19,37,117,19,50,25,22,34,30,10,2,4,4,1,2,27,2,2,9,18,7,1,11,3,0,4,0,0,3,3,1,1,2,0,0,2,1,0,0,0,0,0,0,0,14,4,3,2,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,14,6,1,5,2,2,2,4,1,2,0,1,5,2,0,0
43 - Κορινθίας,266 E.T. Δήμου Σικυωνίων,550,348,5,3,8,340,116,14,41,6,20,8,41,120,23,48,24,14,20,41,10,1,1,3,2,3,39,5,4,7,32,8,5,4,0,2,2,1,0,1,8,1,1,1,1,0,1,0,2,1,0,1,0,1,0,19,6,1,11,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,1,1,4,1,2,3,5,5,2,2,0,2,0,0,0
43 - Κορινθίας,267 E.T. Δήμου Σικυωνίων,550,312,6,5,11,301,86,4,37,3,14,9,38,124,18,51,18,29,15,44,7,2,1,6,2,0,28,2,0,11,9,6,4,11,4,2,5,0,1,3,4,1,0,2,0,0,1,0,4,3,0,4,0,0,0,9,5,0,3,1,0,1,0,0,0,1,1,4,1,1,1,0,1,0,0,1,13,6,3,2,1,2,3,2,1,0,0,0,6,3,0,0
43 - Κορινθίας,268 E.T. Δήμου Σικυωνίων,530,337,2,1,3,334,102,7,47,0,11,17,31,143,28,64,23,33,27,38,9,1,0,4,1,2,34,6,1,14,16,11,3,11,3,0,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,13,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,1,0,2,4,0,1,1,0,5,3,0,0
43 - Κορινθίας,269 E.T. Δήμου Σικυωνίων,523,322,4,3,7,315,89,6,26,0,12,16,31,124,18,62,19,16,17,40,12,4,1,3,3,2,27,1,1,8,20,7,2,7,2,1,3,0,0,0,4,2,2,1,0,0,5,0,0,2,3,1,0,22,0,0,6,4,11,0,7,1,1,0,1,1,0,2,0,0,0,0,1,1,0,0,12,3,1,4,0,0,3,2,0,1,1,0,6,3,0,0
43 - Κορινθίας,270 E.T. Δήμου Σικυωνίων,181,115,0,0,0,115,23,1,8,1,9,2,9,55,1,29,18,6,7,21,1,1,0,0,0,0,19,7,1,7,11,5,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0
43 - Κορινθίας,271 E.T. Δήμου Σικυωνίων,297,117,0,1,1,116,26,2,8,0,9,6,6,48,8,14,23,7,2,10,6,1,0,4,0,0,18,1,2,8,9,2,8,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,272 E.T. Δήμου Σικυωνίων,310,190,2,1,3,187,40,2,9,1,7,10,13,105,10,53,33,10,34,32,5,2,1,3,0,1,14,2,0,1,8,2,1,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
43 - Κορινθίας,273 E.T. Δήμου Σικυωνίων,313,168,5,0,5,163,56,4,27,2,13,16,21,71,4,30,24,7,17,25,4,0,0,4,0,0,12,1,2,1,8,3,0,2,0,1,1,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0
43 - Κορινθίας,274 E.T. Δήμου Σικυωνίων,430,283,5,1,6,277,65,10,20,1,11,22,23,120,18,61,34,22,23,37,7,2,5,3,1,3,26,1,1,4,11,5,4,5,1,0,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0,15,2,2,10,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,4,0,0,0,0,13,0,0,0
43 - Κορινθίας,275 E.T. Δήμου Σικυωνίων,423,260,6,0,6,254,93,10,46,6,20,19,26,88,14,39,18,11,23,29,5,2,0,1,1,1,22,8,2,11,8,10,1,10,2,0,1,0,0,2,1,0,1,1,1,0,0,0,4,4,0,4,0,1,1,10,7,3,5,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,5,2,5,2,1,3,1,0,1,0,0,1,1,0,0
43 - Κορινθίας,276 E.T. Δήμου Σικυωνίων,272,145,0,2,2,143,43,14,0,0,12,4,9,61,11,31,22,5,13,19,1,0,0,1,0,0,13,0,2,0,10,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0
43 - Κορινθίας,277 E.T. Δήμου Σικυωνίων,460,305,2,3,5,300,75,9,29,9,17,10,25,124,14,80,43,25,8,32,12,1,3,6,0,1,55,0,45,30,11,2,0,4,2,0,2,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10,3,3,2,0,3,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,3,1,1,1,0,0,1,0,0,0,0,0,4,2,0,0
43 - Κορινθίας,278 E.T. Δήμου Σικυωνίων,450,309,2,6,8,301,51,7,16,3,5,4,15,135,14,77,39,32,6,55,25,9,3,18,0,5,65,2,39,40,18,1,2,9,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,2,2,2,1,0,1,2,1,0,0
43 - Κορινθίας,279 E.T. Δήμου Σικυωνίων,409,268,2,0,2,266,72,6,24,3,10,13,23,123,9,78,61,9,4,36,4,0,1,3,0,0,20,0,0,10,9,6,2,2,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,21,4,1,3,0,8,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,9,0,0,4,0,3,1,0,0,0,0,0,10,6,0,0
43 - Κορινθίας,280 E.T. Δήμου Σικυωνίων,513,308,2,2,4,304,68,9,12,8,10,7,10,117,23,46,31,16,13,46,9,0,0,6,1,5,51,1,0,11,35,12,1,12,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,5,1,17,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,2,1,1,0,3,0,1,1,0,1,0,0,0
43 - Κορινθίας,281 E.T. Δήμου Σικυωνίων,279,125,1,0,1,124,45,3,15,6,3,17,18,45,7,27,11,2,3,10,8,2,0,4,0,1,10,2,2,0,6,2,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
43 - Κορινθίας,282 E.T. Δήμου Σικυωνίων,530,321,5,3,8,313,94,9,39,8,17,13,17,134,22,67,33,16,25,49,15,3,3,12,1,4,20,2,2,6,8,6,5,6,0,0,3,0,0,4,4,1,0,3,0,0,0,0,1,1,0,1,0,0,0,20,5,5,7,2,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3,1,6,0,1,2,1,0,1,1,0,2,2,0,0
43 - Κορινθίας,283 E.T. Δήμου Σικυωνίων,530,335,6,2,8,327,108,14,33,8,17,21,25,109,16,58,22,23,13,34,14,3,5,7,2,0,30,5,1,6,21,4,2,12,5,0,7,0,0,2,1,0,0,0,0,0,0,0,3,3,0,1,0,1,0,13,4,2,7,0,0,1,0,0,0,0,0,8,0,1,3,3,0,0,0,0,19,5,0,4,1,1,2,3,0,2,2,0,6,4,0,0
43 - Κορινθίας,284 E.T. Δήμου Σικυωνίων,368,174,0,0,0,174,57,2,15,2,10,5,24,69,14,48,23,1,5,15,1,0,0,0,0,0,27,2,4,16,10,5,1,9,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,285 E.T. Δήμου Σικυωνίων,113,65,1,1,2,63,12,1,7,1,1,0,4,34,1,24,12,1,5,5,2,0,0,0,0,0,5,0,1,3,3,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43 - Κορινθίας,286 E.T. Δήμου Σικυωνίων,480,312,0,2,2,310,90,3,29,3,9,23,26,109,25,39,15,35,7,29,13,2,3,8,6,1,14,1,2,7,4,2,2,11,2,1,5,0,0,2,11,2,0,4,0,0,0,0,3,0,2,1,2,0,0,31,7,3,3,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,5,0,5,0,0,4,3,3,0,2,0,4,0,0,0
43 - Κορινθίας,287 E.T. Δήμου Σικυωνίων,470,297,6,1,7,290,94,11,35,3,16,21,28,113,11,52,22,16,18,41,8,1,1,6,1,4,19,1,1,5,10,6,7,7,1,0,2,0,0,3,5,4,0,4,0,0,2,1,3,1,0,3,0,0,0,24,5,2,17,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,0,2,4,5,1,3,2,0,2,0,0,0
43 - Κορινθίας,288 E.T. Δήμου Σικυωνίων,480,258,1,1,2,256,77,6,20,2,18,13,21,106,13,67,22,13,14,34,13,2,4,7,0,2,18,2,0,12,5,5,0,11,3,2,4,2,0,6,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,10,3,1,6,2,1,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,9,1,0,6,0,0,4,1,1,0,0,1,3,1,0,0
43 - Κορινθίας,289 E.T. Δήμου Σικυωνίων,474,264,1,1,2,262,83,3,32,3,16,13,20,99,9,54,26,13,15,22,11,1,6,4,1,0,21,1,0,15,6,3,0,11,4,2,5,0,0,3,8,3,1,3,0,0,0,0,1,1,0,1,0,0,0,10,5,2,3,0,2,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,4,2,0,0,0,0,1,3,0,2,1,2,6,4,0,0
43 - Κορινθίας,290 E.T. Δήμου Σικυωνίων,511,293,0,3,3,290,59,3,23,5,11,10,15,148,20,72,26,19,12,55,11,0,0,7,0,2,33,2,1,24,11,4,1,7,0,0,2,0,0,0,5,1,0,1,0,0,3,0,3,2,0,2,0,1,0,13,3,2,4,0,0,3,0,0,0,0,0,4,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43 - Κορινθίας,291 E.T. Δήμου Σικυωνίων,251,130,0,0,0,130,36,13,5,0,6,5,13,56,7,20,6,5,19,19,2,2,0,2,0,0,21,0,3,5,10,7,0,4,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,292 E.T. Δήμου Σικυωνίων,391,183,2,3,5,178,66,3,11,2,13,5,20,64,10,45,9,7,18,12,7,1,0,2,1,1,23,2,4,5,8,10,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0
43 - Κορινθίας,293 E.T. Δήμου Σικυωνίων,224,139,1,1,2,137,18,3,8,1,4,2,2,100,9,67,10,17,20,21,7,1,1,3,1,2,2,0,0,0,0,2,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,294 E.T. Δήμου Σικυωνίων,483,298,2,1,3,295,32,5,7,1,6,4,7,154,50,63,41,24,33,31,16,1,3,10,0,4,62,1,8,16,47,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,0,6,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
43 - Κορινθίας,295 E.T. Δήμου Σικυωνίων,373,151,0,0,0,151,41,1,23,2,5,10,11,81,27,43,25,11,8,20,5,1,2,2,0,2,13,0,4,2,4,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,2,1,2,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,296 E.T. Δήμου Σικυωνίων,401,223,3,2,5,218,45,8,14,1,13,4,13,139,14,72,15,84,24,24,2,0,1,1,0,0,14,1,0,3,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,5,6,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,2,1,2,1,1,0,1,0,0,2,2,0,0
43 - Κορινθίας,297 E.T. Δήμου Σικυωνίων,434,231,1,3,4,227,57,1,18,0,6,10,20,101,15,63,14,18,22,21,8,2,0,2,1,1,21,4,0,1,11,5,7,8,2,0,1,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,2,2,0,2,0,0,0,0,0,3,1,0,0
43 - Κορινθίας,298 E.T. Δήμου Σικυωνίων,294,104,0,0,0,104,19,3,9,3,8,4,5,61,12,39,15,19,4,15,3,2,0,2,0,0,14,2,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,299 E.T. Δήμου Σικυωνίων,557,302,4,3,7,295,54,7,9,3,11,6,9,174,44,93,30,54,36,19,10,0,0,10,1,0,35,19,14,3,10,8,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0
43 - Κορινθίας,300 E.T. Δήμου Σικυωνίων,232,148,2,1,3,145,14,1,9,1,0,3,5,92,30,32,13,41,21,8,2,1,1,1,0,1,16,0,2,0,9,6,5,5,0,1,1,0,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
43 - Κορινθίας,301 E.T. Δήμου Σικυωνίων,489,261,2,0,2,259,79,14,13,4,9,8,38,106,36,63,29,9,11,16,17,3,2,12,1,7,31,7,3,0,8,16,7,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,2,0,2,2,1,0,0,0,0,1,0,0,0
43 - Κορινθίας,302 E.T. Δήμου Σικυωνίων,471,227,3,0,3,224,63,6,20,1,28,10,17,95,42,46,15,16,18,21,17,5,2,10,1,5,18,9,2,8,3,4,1,4,1,1,0,0,1,1,2,2,1,1,1,0,1,0,3,2,0,1,0,0,0,9,7,2,1,1,6,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,1,0,1,5,3,0,0
43 - Κορινθίας,303 E.T. Δήμου Σικυωνίων,563,293,1,1,2,291,72,6,20,1,23,9,19,125,45,76,8,38,16,22,18,1,1,15,2,0,34,7,12,2,14,5,5,8,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,7,4,6,1,0,2,1,0,0,0,0,3,1,0,0,1,3,2,0,0,7,1,3,2,0,0,0,1,0,0,0,0,6,3,0,0
43 - Κορινθίας,304 E.T. Δήμου Σικυωνίων,96,30,0,0,0,30,9,2,2,0,3,2,2,18,2,6,13,2,0,7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,305 E.T. Δήμου Σικυωνίων,483,194,0,0,0,194,60,5,15,4,2,3,7,62,30,37,3,11,13,11,4,1,2,2,1,0,48,6,5,27,15,8,2,10,7,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,1,1,3,0,2,1,0,0,0,2,0,0,0
43 - Κορινθίας,306 E.T. Δήμου Σικυωνίων,397,222,2,3,5,217,42,6,10,0,7,3,18,134,46,82,10,25,18,48,9,1,1,7,0,2,20,4,1,6,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,4,0,1,0,0,5,1,0,0,0,0,0,0,0,0
43 - Κορινθίας,307 E.T. Δήμου Σικυωνίων,328,176,1,1,2,174,56,5,19,2,15,5,17,62,13,19,24,18,5,12,2,0,0,1,0,1,32,7,0,10,23,9,5,10,3,1,0,0,0,4,5,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
43 - Κορινθίας,308 E.T. Δήμου Σικυωνίων,243,105,0,0,0,105,34,15,10,0,16,4,10,38,14,13,6,4,16,12,10,3,1,6,1,3,10,1,5,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,2,1,0,0,1,1,0,0,0,0,0,1,1,0,0
43 - Κορινθίας,309 E.T. Δήμου Σικυωνίων,238,117,1,1,2,115,41,3,22,0,6,12,13,53,14,14,10,3,20,12,6,1,0,2,0,0,5,2,1,1,2,2,0,6,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
43 - Κορινθίας,310 E.T. Δήμου Σικυωνίων,218,114,0,1,1,113,37,3,6,0,7,7,10,40,10,22,6,4,6,13,5,1,0,2,0,1,15,1,0,4,8,7,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,1,0,4,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από Εφετείο Θεσσαλονίκης),40,24,1,0,1,23,10,0,3,1,2,2,3,9,0,7,1,4,2,1,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από 88ο Ε.Τ. Νομ. Αττικής-Αθηνών),353,202,5,1,6,196,53,7,16,9,13,8,17,111,9,71,19,21,10,47,1,1,0,1,0,0,8,1,1,1,1,5,0,11,4,3,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,2,0,1,0,1,0,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από 89ο Ε.Τ. Νομ. Αττικής-Αθηνών),357,209,3,3,6,203,49,4,17,3,7,6,17,91,22,47,13,28,8,24,4,2,0,0,1,0,22,6,3,10,4,13,1,8,5,0,2,2,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,0,2,0,1,1,0,0,0,2,1,0,0,1,1,1,0,1,10,2,1,3,0,0,3,0,0,0,0,0,5,3,0,0
43 - Κορινθίας,ΚΑΤΑΣΤΗΜΑ ΚΡΑΤΗΣΗΣ ΚΟΡΙΝΘΟΥ (ΦΥΛΑΚΩΝ),12,10,0,0,0,10,4,1,0,0,0,0,0,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σύνολο,,141452,85751,1044,560,1604,84147,25890,3264,6827,2232,5433,4841,8370,35139,6139,15745,8444,4648,8572,11012,2866,634,475,1522,353,343,7129,1579,1959,1503,1499,2280,876,2357,514,387,361,244,246,703,900,292,156,236,20,4,209,72,342,146,176,97,53,60,16,3433,1176,635,599,229,923,403,82,23,25,34,9,459,104,68,135,114,226,88,36,50,3085,708,240,931,303,255,537,625,203,115,107,144,1288,615,3,2
