ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΟΥΛΙΑΡΟΥ ΘΕΟΔΩΡΑ του Δημητρίου,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κλεάνθη,ΘΕΟΦΥΛΑΚΤΟΣ ΙΩΑΝΝΗΣ του Γαβριήλ,ΘΕΟΧΑΡΗ ΣΤΥΛΙΑΝΗ του Χαράλαμπου,ΜΟΥΜΟΥΛΙΔΗΣ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταματίου,ΝΤΖΙΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΚΡΙΤΙΔΗΣ ΠΟΛΥΧΡΟΝΙΟΣ (ΧΡΟΝΗΣ) του Παναγιώτη,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ (ΕΥΗ) του Ευαγγέλου,ΣΕΜΕΡΤΖΙΔΟΥ ΚΑΛΛΙΟΠΗ (ΠΟΠΗ) του Μιλτιάδη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΗΣ ΣΠΥΡΙΔΩΝ του Προκοπίου,ΖΑΡΟΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ του Οδυσσέα,ΚΑΡΑΒΕΛΙΑΣ ΣΤΕΡΓΙΟΣ του Αθανασίου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΙΟΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Κίνημα Αλλαγής,ΒΡΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Τριαντάφυλλου,ΓΚΡΙΤΖΕΛΗ-ΤΟΚΜΑΚΙΔΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Πάσχου,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΒΟΥΡΑ-ΓΕΛΑΔΑΡΗ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΤΑΪΓΑΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΤΣΙΛΦΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Χρήστου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΑΝΤΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Φωτίου,ΚΟΥΔΟΥΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ-ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΛΑΜΠΑΔΑ ΧΑΡΙΣ του Αριστείδη,ΤΑΤΑΡΙΔΗΣ ΠΕΤΡΟΣ του Φιλίππου,ΤΣΙΓΚΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Κωνσταντίνου,Ένωση Κεντρώων,ΚΩΤΣΙΔΗΣ ΛΑΖΑΡΟΣ του Κοσμά,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΛΟΥΤΣΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΜΠΑΡΜΠΕΡΗ ΣΟΦΙΑ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΔΙΝΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΡΑΣΣΟΣ ΣΤΕΦΑΝΟΣ του Αστερίου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρισίου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΑΤΟΥ ΑΛΕΞΑΝΔΡΑ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΣΠΟΙΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χαραλάμπους,ΛΑΖΑΡΑΤΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ιωάννη,ΜΕΤΟΙΚΙΔΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΣΑΛΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΒΟΥΖΟΥΚΛΙΔΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΚΑΔΟΓΛΟΥ ΘΕΟΔΟΣΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΚΑΛΟΓΙΑΝΝΙΔΗΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΣΑΡΔΕΛΗ ΦΩΤΕΙΝΗ του Γεωργίου,ΣΕΡΕΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΣΜΥΡΛΗ ΣΩΤΗΡΙΑ του Σταύρου,ΤΣΟΥΦΛΙΔΗΣ ΑΝΤΩΝΙΟΣ του Χαραλάμπους,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΔΗΜΟΥ ΑΛΕΞΑΝΔΡΑ του Χρήστου,ΚΩΣΤΑΚΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜΕΛΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΛΕΤΣΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΠΛΙΑΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,47 E.T. Δήμου Βοΐου,513,276,2,2,4,272,58,18,7,3,19,12,9,9,134,11,26,19,55,31,24,16,11,5,3,3,3,1,18,1,0,2,2,11,3,5,19,6,15,0,2,2,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,3,2,2,1,3,0,0,0,0,0,0,2,0,14,3,0,1,0,0,1,0,0,0,0,0,2,1
15 - Κοζάνης,48 E.T. Δήμου Βοΐου,551,331,2,2,4,327,69,27,11,2,26,8,9,7,149,11,39,27,64,42,31,32,10,1,1,5,2,1,34,6,4,5,4,13,7,9,24,0,21,0,9,5,0,1,8,1,0,0,3,5,0,0,1,0,0,0,2,2,1,1,0,0,0,10,0,1,5,4,0,3,2,1,0,1,0,0,1,0,14,3,3,4,2,0,1,0,0,0,0,1,2,1
15 - Κοζάνης,49 E.T. Δήμου Βοΐου,504,319,5,0,5,314,86,33,3,8,25,6,10,5,121,10,36,24,40,25,22,17,7,1,4,2,1,1,40,10,3,8,7,21,8,2,30,2,23,0,4,3,0,10,6,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,13,5,4,2,0,1,0,0,0,0,0,0,4,1
15 - Κοζάνης,50 E.T. Δήμου Βοΐου,511,244,6,3,9,235,61,25,7,6,15,11,8,4,112,13,33,21,45,22,23,13,10,1,3,2,0,1,18,5,0,2,2,6,2,2,11,0,10,0,0,1,0,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0
15 - Κοζάνης,51 E.T. Δήμου Βοΐου,489,283,0,2,2,281,78,40,7,3,28,14,11,5,124,22,25,22,53,29,26,19,1,0,1,0,1,0,33,4,2,3,8,19,3,6,18,3,13,0,3,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,2,2,0,0,0,0,0,1,1,7,3,1,1,3,0,4,2,2,0,1,1,4,2
15 - Κοζάνης,52 E.T. Δήμου Βοΐου,510,292,3,0,3,289,53,18,9,7,12,3,9,1,150,11,50,21,65,48,26,11,12,0,4,5,2,1,18,6,2,2,0,9,3,5,25,2,18,1,4,4,1,4,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,1,2,3,4,0,6,2,1,0,1,2,0,0
15 - Κοζάνης,53 E.T. Δήμου Βοΐου,502,316,4,4,8,308,87,36,17,8,26,14,14,5,119,11,35,14,50,28,25,17,5,0,1,4,0,0,33,11,1,3,4,20,6,5,40,1,37,0,13,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0
15 - Κοζάνης,54 E.T. Δήμου Βοΐου,511,323,6,4,10,313,89,39,11,9,37,16,9,6,150,18,51,36,63,22,27,25,7,1,2,4,1,0,23,4,3,1,7,9,2,4,16,0,13,0,0,2,0,6,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,11,3,1,2,0,1,6,1,1,0,0,0,3,1
15 - Κοζάνης,55 E.T. Δήμου Βοΐου,551,351,6,3,9,342,86,15,9,37,2,15,12,10,118,7,22,19,45,38,30,14,17,4,3,6,1,1,57,26,1,12,3,12,2,10,20,2,9,0,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,3,2,3,4,1,1,1,0,0,0,0,0,11,0,2,3,0,1,5,1,0,0,1,0,2,1
15 - Κοζάνης,56 E.T. Δήμου Βοΐου,398,223,4,3,7,216,53,16,1,8,5,7,0,11,124,20,35,19,29,17,44,7,6,1,2,2,0,0,15,0,0,7,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15 - Κοζάνης,57 E.T. Δήμου Βοΐου,163,91,0,0,0,91,10,2,0,1,2,4,2,0,61,7,10,10,13,47,15,6,4,0,0,0,2,1,6,2,0,1,0,4,2,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0
15 - Κοζάνης,58 E.T. Δήμου Βοΐου,525,266,4,4,8,258,66,14,7,7,25,7,12,6,108,12,11,11,42,14,33,14,14,3,3,5,1,1,30,12,0,3,1,19,3,2,10,1,0,0,0,1,1,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,2,0
15 - Κοζάνης,59 E.T. Δήμου Βοΐου,516,256,1,4,5,251,82,26,6,8,29,7,19,9,118,13,7,28,55,22,46,11,7,0,4,3,1,0,19,9,2,0,1,6,1,7,6,1,2,0,1,1,0,1,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0,4,2,2,1,0,1,1,1
15 - Κοζάνης,60 E.T. Δήμου Βοΐου,520,248,2,2,4,244,73,18,10,14,27,15,11,11,112,11,19,29,36,23,33,15,4,0,1,0,1,0,19,12,0,0,0,13,0,3,6,0,0,0,0,3,0,4,4,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,2,4,2,3,2,2,0,0,0,0,0,0,0,0,4,3,0,2,0,0,2,1,1,1,1,0,6,3
15 - Κοζάνης,61 E.T. Δήμου Βοΐου,377,100,1,0,1,99,15,4,3,1,6,8,2,0,55,9,12,15,8,13,14,4,3,0,1,2,0,1,19,15,1,1,0,13,0,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15 - Κοζάνης,62 E.T. Δήμου Βοΐου,234,38,1,0,1,37,4,2,0,3,1,0,2,0,28,3,11,2,13,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15 - Κοζάνης,63 E.T. Δήμου Βοΐου,225,47,1,0,1,46,11,3,1,4,1,7,2,1,15,4,4,3,3,4,8,1,2,0,0,2,0,0,3,0,0,0,1,2,0,0,4,1,0,0,0,2,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
15 - Κοζάνης,64 E.T. Δήμου Βοΐου,316,120,3,0,3,117,44,11,5,12,6,8,8,12,38,4,7,7,15,7,8,8,7,1,3,1,2,2,14,7,1,4,0,9,0,0,4,3,0,1,1,1,1,0,3,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15 - Κοζάνης,65 E.T. Δήμου Βοΐου,291,87,2,1,3,84,14,6,3,4,3,6,0,0,44,5,4,13,16,10,10,11,2,1,1,1,0,0,18,16,2,2,0,5,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
15 - Κοζάνης,66 E.T. Δήμου Βοΐου,372,145,0,1,1,144,25,9,3,4,5,10,2,0,81,9,3,13,32,19,24,22,1,0,0,1,0,0,24,18,1,0,0,12,0,0,4,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,3,0,0,0,0,0,0,0
15 - Κοζάνης,67 E.T. Δήμου Βοΐου,134,44,0,0,0,44,12,3,3,0,0,8,0,0,25,2,6,11,11,6,2,5,0,0,0,0,0,0,5,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,68 E.T. Δήμου Βοΐου,314,131,0,2,2,129,31,3,3,7,9,19,3,0,61,23,5,14,19,8,8,8,2,0,0,2,0,0,19,9,1,0,0,4,0,12,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,3,0,0,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0
15 - Κοζάνης,69 E.T. Δήμου Βοΐου,354,155,2,5,7,148,43,9,7,5,15,10,5,4,61,1,3,6,20,15,27,8,5,3,3,0,0,0,16,11,1,0,0,0,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,2,7,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,2,1
15 - Κοζάνης,70 E.T. Δήμου Βοΐου,177,67,0,0,0,67,2,0,1,0,0,1,0,0,52,4,12,13,13,14,21,14,1,0,0,0,0,0,7,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,71 E.T. Δήμου Βοΐου,119,46,0,0,0,46,14,2,0,5,6,2,4,0,20,0,12,4,4,1,10,1,4,0,4,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,72 E.T. Δήμου Βοΐου,178,51,0,1,1,50,2,0,1,1,0,0,2,0,41,0,6,3,18,8,12,10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,73 E.T. Δήμου Βοΐου,260,111,1,1,2,109,24,3,0,11,6,7,2,0,53,3,12,5,12,25,24,3,4,1,2,1,2,0,5,2,2,1,0,2,3,0,1,1,0,0,0,1,0,0,5,1,0,0,4,2,2,1,0,0,0,0,1,0,1,0,1,0,0,11,2,1,0,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,74 E.T. Δήμου Βοΐου,151,61,4,1,5,56,11,0,3,9,2,1,4,1,39,7,8,8,14,7,15,5,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
15 - Κοζάνης,75 E.T. Δήμου Βοΐου,232,98,1,0,1,97,15,8,4,1,3,3,0,1,71,10,3,44,14,6,35,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,76 E.T. Δήμου Βοΐου,152,38,0,0,0,38,12,7,1,0,1,2,4,0,16,8,2,0,8,5,4,1,0,0,0,0,0,0,5,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0
15 - Κοζάνης,77 E.T. Δήμου Βοΐου,150,46,0,1,1,45,5,2,1,0,3,0,0,0,33,1,4,3,10,9,13,4,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,78 E.T. Δήμου Βοΐου,102,16,0,0,0,16,0,0,0,0,0,0,0,0,10,0,4,3,1,1,5,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,79 E.T. Δήμου Βοΐου,143,44,0,0,0,44,10,2,0,1,1,3,4,2,22,6,4,5,7,8,7,0,0,0,0,0,0,0,8,7,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,80 E.T. Δήμου Βοΐου,148,63,3,0,3,60,14,3,2,5,7,3,0,2,38,3,7,3,8,9,16,4,1,0,0,0,1,0,5,1,1,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,81 E.T. Δήμου Βοΐου,319,122,3,4,7,115,33,9,5,4,14,6,9,2,58,9,10,10,18,13,23,6,1,0,0,0,0,0,13,3,1,0,0,8,4,3,3,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,82 E.T. Δήμου Βοΐου,72,12,0,0,0,12,7,2,0,0,4,0,2,2,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,83 E.T. Δήμου Βοΐου,316,113,0,0,0,113,22,6,0,4,8,2,2,5,51,7,7,4,11,21,24,8,1,0,0,0,0,0,12,9,0,0,1,8,1,3,13,1,1,1,0,11,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,1,1,2,0,0,0,0,0,3,1
15 - Κοζάνης,84 E.T. Δήμου Βοΐου,139,58,4,0,4,54,17,2,0,0,2,4,2,0,22,7,2,1,5,9,3,3,0,0,0,0,0,0,3,0,0,0,0,3,1,0,5,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,85 E.T. Δήμου Βοΐου,172,57,0,0,0,57,12,5,1,2,2,1,5,0,32,9,5,9,5,3,14,10,2,0,1,0,1,2,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
15 - Κοζάνης,86 E.T. Δήμου Βοΐου,173,95,0,0,0,95,17,7,3,0,9,2,3,3,64,22,14,14,21,23,13,6,3,2,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,2,1,0
15 - Κοζάνης,87 E.T. Δήμου Εορδαίας,406,222,2,3,5,217,88,22,32,20,8,3,18,6,56,14,6,29,18,25,1,1,4,2,0,0,0,1,28,0,4,4,2,12,3,13,11,0,0,1,0,1,8,5,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,2,0,0,0,5,1,0,0,1,1,1,1,0,1,0,0,8,2
15 - Κοζάνης,88 E.T. Δήμου Εορδαίας,423,256,9,0,9,247,102,12,22,25,24,9,16,27,77,19,23,26,28,34,2,4,5,3,0,0,0,0,17,1,2,3,0,2,1,12,16,3,2,1,2,0,10,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,2,2,0,0,0,0,0,6,3
15 - Κοζάνης,89 E.T. Δήμου Εορδαίας,401,238,5,2,7,231,97,13,32,22,12,9,17,19,62,13,8,27,19,22,6,5,5,2,2,0,1,0,15,2,1,0,0,7,0,5,28,2,0,2,0,0,19,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,1,2,1,1,0,1,0,0,8,6
15 - Κοζάνης,90 E.T. Δήμου Εορδαίας,333,193,1,1,2,191,72,5,26,20,14,11,12,4,90,23,26,41,40,15,1,0,1,1,1,0,0,0,15,0,1,1,3,7,2,6,5,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,1,0,0,0,0,0,0,0,0
15 - Κοζάνης,91 E.T. Δήμου Εορδαίας,379,230,2,0,2,228,104,11,36,26,11,13,28,28,69,9,7,45,22,14,1,2,3,0,1,1,1,0,20,0,0,0,0,14,2,6,12,1,2,3,3,2,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,10,1,3,5,2,3,1,0,0,0,0,0,3,3
15 - Κοζάνης,92 E.T. Δήμου Εορδαίας,539,346,5,2,7,339,101,14,37,27,21,4,19,7,135,41,5,61,53,38,3,5,6,0,3,1,1,1,33,0,4,2,0,14,1,19,19,3,2,8,0,0,12,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,2,1,3,0,7,0,0,0,0,0,0,0,0,6,1,0,1,1,0,4,3,2,0,1,0,10,7
15 - Κοζάνης,93 E.T. Δήμου Εορδαίας,485,334,9,2,11,323,105,15,27,26,22,7,29,3,95,31,8,36,41,31,2,13,5,2,3,0,0,2,32,4,2,1,1,15,4,20,17,0,0,4,7,1,10,2,7,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,2,3,10,4,6,0,0,0,0,0,0,2,2,19,7,1,3,0,3,3,1,1,1,2,0,7,2
15 - Κοζάνης,94 E.T. Δήμου Εορδαίας,420,112,2,1,3,109,29,1,11,7,8,2,5,3,55,20,3,29,35,7,1,6,7,2,0,0,3,0,4,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,1,2,1,1,4,0,0,0,0,0,0,0,0
15 - Κοζάνης,95 E.T. Δήμου Εορδαίας,527,200,2,2,4,196,62,3,29,20,5,7,18,4,71,19,4,40,25,32,0,1,5,2,1,1,0,1,29,0,1,2,0,5,0,28,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,2,1,4,7,4,6,3,1,1,0,0,6,2,0,1,0,2,0,0,0,0,0,0,1,1
15 - Κοζάνης,96 E.T. Δήμου Εορδαίας,564,221,0,0,0,221,80,8,39,13,12,3,12,12,73,22,8,28,22,21,0,4,11,3,1,1,3,1,28,0,8,0,0,2,2,28,8,0,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,5,3,0,2,1,0,0,0,0,7,2,0,0,1,2,0,0,0,0,0,0,2,1
15 - Κοζάνης,97 E.T. Δήμου Εορδαίας,566,279,2,2,4,275,74,5,46,18,5,7,14,2,78,35,9,25,26,30,1,2,6,2,2,0,0,0,85,0,7,7,1,13,1,78,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,5,2,5,0,0,0,0,0,12,2,0,1,2,3,2,0,0,2,1,0,0,0
15 - Κοζάνης,98 E.T. Δήμου Εορδαίας,467,285,2,2,4,281,124,18,50,29,6,10,30,12,77,20,15,34,27,12,2,7,6,1,2,2,1,0,25,0,1,3,2,7,2,16,10,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,7,1,0,7,3,0,0,15,2,0,3,0,0,4,0,0,0,0,1,0,1,0,5,0,1,0,1,2,3,1,1,1,0,0,5,3
15 - Κοζάνης,99 E.T. Δήμου Εορδαίας,562,335,2,3,5,330,144,29,59,45,11,3,45,14,99,20,17,51,34,17,0,2,1,1,1,0,0,0,51,0,8,3,0,10,12,30,5,1,0,1,1,1,2,0,2,0,0,0,1,0,0,0,1,0,1,1,3,1,0,3,1,0,0,6,1,0,0,2,0,1,0,0,0,0,1,0,0,0,14,3,4,2,0,2,2,0,0,0,0,1,1,1
15 - Κοζάνης,100 E.T. Δήμου Εορδαίας,398,231,1,1,2,229,77,16,27,26,3,9,20,2,63,13,2,16,16,47,2,3,2,0,0,0,0,0,37,3,1,3,0,11,4,30,35,7,2,5,8,3,22,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,8,2,3,4,0,2,0,0,0,0,0,0,2,1
15 - Κοζάνης,101 E.T. Δήμου Εορδαίας,332,200,4,1,5,195,72,13,11,27,9,13,23,3,67,21,11,15,25,34,4,2,0,0,0,0,0,0,22,1,3,1,1,13,0,18,26,4,0,2,12,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,0
15 - Κοζάνης,102 E.T. Δήμου Εορδαίας,440,247,1,6,7,240,68,10,16,30,12,4,14,5,81,14,6,36,24,28,0,1,3,0,0,0,1,0,38,1,1,2,0,15,7,26,8,1,1,0,0,1,1,2,8,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,18,1,2,2,2,1,2,1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,2
15 - Κοζάνης,103 E.T. Δήμου Εορδαίας,520,301,3,0,3,298,76,8,21,30,8,7,22,6,100,25,3,58,37,37,1,7,5,3,0,0,2,1,56,7,6,1,5,16,19,32,8,1,0,1,1,1,4,2,11,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,22,7,2,4,5,8,4,0,0,0,0,0,0,1,1,11,4,5,4,3,1,1,0,0,0,0,0,6,0
15 - Κοζάνης,104 E.T. Δήμου Εορδαίας,495,256,6,1,7,249,50,6,4,24,7,4,9,1,127,45,11,71,29,41,2,3,6,2,2,3,0,0,31,2,2,3,0,22,3,12,8,1,0,7,0,0,2,0,6,2,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,3,2,2,1,1,1,0,0,1,0,1,3,1
