ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΟΥΛΙΑΡΟΥ ΘΕΟΔΩΡΑ του Δημητρίου,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κλεάνθη,ΘΕΟΦΥΛΑΚΤΟΣ ΙΩΑΝΝΗΣ του Γαβριήλ,ΘΕΟΧΑΡΗ ΣΤΥΛΙΑΝΗ του Χαράλαμπου,ΜΟΥΜΟΥΛΙΔΗΣ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταματίου,ΝΤΖΙΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΚΡΙΤΙΔΗΣ ΠΟΛΥΧΡΟΝΙΟΣ (ΧΡΟΝΗΣ) του Παναγιώτη,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ (ΕΥΗ) του Ευαγγέλου,ΣΕΜΕΡΤΖΙΔΟΥ ΚΑΛΛΙΟΠΗ (ΠΟΠΗ) του Μιλτιάδη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΗΣ ΣΠΥΡΙΔΩΝ του Προκοπίου,ΖΑΡΟΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ του Οδυσσέα,ΚΑΡΑΒΕΛΙΑΣ ΣΤΕΡΓΙΟΣ του Αθανασίου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΙΟΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Κίνημα Αλλαγής,ΒΡΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Τριαντάφυλλου,ΓΚΡΙΤΖΕΛΗ-ΤΟΚΜΑΚΙΔΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Πάσχου,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΒΟΥΡΑ-ΓΕΛΑΔΑΡΗ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΤΑΪΓΑΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΤΣΙΛΦΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Χρήστου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΑΝΤΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Φωτίου,ΚΟΥΔΟΥΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ-ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΛΑΜΠΑΔΑ ΧΑΡΙΣ του Αριστείδη,ΤΑΤΑΡΙΔΗΣ ΠΕΤΡΟΣ του Φιλίππου,ΤΣΙΓΚΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Κωνσταντίνου,Ένωση Κεντρώων,ΚΩΤΣΙΔΗΣ ΛΑΖΑΡΟΣ του Κοσμά,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΛΟΥΤΣΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΜΠΑΡΜΠΕΡΗ ΣΟΦΙΑ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΔΙΝΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΡΑΣΣΟΣ ΣΤΕΦΑΝΟΣ του Αστερίου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρισίου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΑΤΟΥ ΑΛΕΞΑΝΔΡΑ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΣΠΟΙΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χαραλάμπους,ΛΑΖΑΡΑΤΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ιωάννη,ΜΕΤΟΙΚΙΔΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΣΑΛΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΒΟΥΖΟΥΚΛΙΔΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΚΑΔΟΓΛΟΥ ΘΕΟΔΟΣΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΚΑΛΟΓΙΑΝΝΙΔΗΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΣΑΡΔΕΛΗ ΦΩΤΕΙΝΗ του Γεωργίου,ΣΕΡΕΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΣΜΥΡΛΗ ΣΩΤΗΡΙΑ του Σταύρου,ΤΣΟΥΦΛΙΔΗΣ ΑΝΤΩΝΙΟΣ του Χαραλάμπους,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΔΗΜΟΥ ΑΛΕΞΑΝΔΡΑ του Χρήστου,ΚΩΣΤΑΚΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜΕΛΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΛΕΤΣΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΠΛΙΑΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,216 E.T. Δήμου Κοζάνης,441,207,4,2,6,201,65,25,11,10,20,11,11,3,65,8,17,31,16,12,4,7,6,1,3,0,2,2,35,0,0,2,0,18,18,13,5,0,1,0,2,0,0,1,2,0,0,0,1,1,0,0,2,1,1,0,2,0,0,0,2,0,0,13,2,0,1,3,8,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,2,0
15 - Κοζάνης,217 E.T. Δήμου Κοζάνης,436,207,8,0,8,199,67,23,8,11,11,15,15,8,92,9,18,57,35,15,8,11,7,2,4,2,0,0,9,0,0,1,0,7,5,2,6,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,2,8,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,2,1
15 - Κοζάνης,218 E.T. Δήμου Κοζάνης,439,235,2,0,2,233,65,22,12,14,15,7,19,2,108,17,29,64,42,12,6,12,9,1,3,2,2,2,25,0,0,6,0,14,18,7,6,0,2,1,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,6,3,0,0,0,0,0,0,0,0,5,2,1,0,0,1,1,0,0,0,0,0,1,1
15 - Κοζάνης,219 E.T. Δήμου Κοζάνης,467,272,6,2,8,264,71,7,5,38,18,13,9,13,125,33,25,47,54,35,5,6,6,2,1,1,1,1,18,0,1,2,0,4,12,7,4,0,0,0,0,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,22,3,0,4,6,4,9,1,0,0,0,0,0,0,0,10,4,2,1,2,5,0,0,0,0,0,0,3,2
15 - Κοζάνης,220 E.T. Δήμου Κοζάνης,467,257,3,4,7,250,104,24,5,47,3,20,19,24,85,19,16,49,35,11,1,11,7,3,0,2,2,1,20,0,1,2,0,14,12,7,2,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,1,1,11,3,7,0,0,0,0,0,0,0,0,6,4,1,0,2,2,2,2,1,0,0,1,4,3
15 - Κοζάνης,221 E.T. Δήμου Κοζάνης,490,244,2,0,2,242,83,13,6,30,22,23,7,17,105,17,10,60,43,28,1,9,5,1,2,0,3,2,7,0,0,0,0,5,5,3,5,3,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,2,11,2,4,0,0,0,0,0,0,0,0,7,1,2,1,0,1,3,1,1,0,1,1,7,4
15 - Κοζάνης,222 E.T. Δήμου Κοζάνης,287,147,1,2,3,144,34,15,0,5,8,8,3,4,67,6,13,32,33,25,0,8,0,0,0,0,0,0,19,0,0,0,0,12,5,14,2,0,0,0,1,0,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,4,3,2,0,0,0,0,0,0,0,0,6,3,0,1,0,2,2,1,1,0,0,1,2,1
15 - Κοζάνης,223 E.T. Δήμου Κοζάνης,463,281,2,3,5,276,84,11,4,16,18,22,15,14,95,19,22,30,74,34,5,6,6,1,1,0,3,1,45,2,3,10,0,32,10,11,9,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,2,2,11,1,17,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0
15 - Κοζάνης,224 E.T. Δήμου Κοζάνης,456,256,5,0,5,251,53,10,3,4,9,24,3,9,143,26,41,48,80,35,7,10,11,0,1,2,10,1,13,0,1,1,0,9,6,4,5,0,1,0,0,0,0,0,3,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,11,0,0,1,4,1,2,0,0,0,0,0,0,1,0,7,3,0,0,0,3,0,0,0,0,0,0,2,2
15 - Κοζάνης,225 E.T. Δήμου Κοζάνης,450,274,1,1,2,272,43,8,5,9,15,8,11,2,150,35,58,45,83,29,1,17,13,1,1,0,12,0,44,2,2,15,3,32,15,5,6,2,0,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,3,3
15 - Κοζάνης,226 E.T. Δήμου Κοζάνης,74,45,0,0,0,45,19,6,1,9,1,3,2,2,12,2,3,1,3,7,0,2,0,0,0,0,0,0,6,1,2,1,0,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,227 E.T. Δήμου Κοζάνης,219,117,1,1,2,115,38,4,5,8,8,8,10,6,39,2,7,26,20,3,0,7,2,0,1,0,0,0,15,0,1,7,0,8,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,3,8,0,0,1,0,0,0,0,0,1,0,5,2,0,2,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,228 E.T. Δήμου Κοζάνης,481,289,7,0,7,282,91,28,11,14,17,34,12,23,100,8,30,44,34,33,2,8,6,1,1,2,1,3,35,5,3,8,0,26,2,8,5,3,0,0,1,1,0,0,7,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,19,6,5,1,3,8,4,0,0,0,0,0,0,0,0,7,4,0,1,0,3,3,1,0,0,0,2,7,5
15 - Κοζάνης,229 E.T. Δήμου Κοζάνης,478,280,6,2,8,272,85,21,3,19,22,30,8,12,115,8,22,36,41,28,12,8,15,3,3,3,6,1,17,0,0,4,1,10,5,0,2,0,0,0,0,2,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2,2,4,1,0,0,0,0,0,0,1,0,11,3,1,5,0,2,2,0,1,1,0,0,7,4
15 - Κοζάνης,230 E.T. Δήμου Κοζάνης,502,331,4,0,4,327,108,34,14,17,22,36,22,16,120,11,23,46,35,38,12,10,17,5,7,5,5,2,41,1,1,9,0,22,16,15,3,1,0,0,0,0,2,0,10,3,0,0,0,2,0,0,2,0,2,1,1,1,0,0,1,0,0,9,0,0,0,1,6,6,1,0,0,0,0,0,0,0,11,3,0,2,2,2,0,0,0,0,0,0,4,3
15 - Κοζάνης,231 E.T. Δήμου Κοζάνης,274,145,1,0,1,144,55,16,4,18,14,11,12,1,37,1,5,27,6,5,0,2,5,1,0,1,0,0,33,2,1,3,2,16,17,11,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,232 E.T. Δήμου Κοζάνης,310,173,1,1,2,171,32,12,1,15,5,4,2,6,96,1,7,85,41,7,1,1,7,2,1,0,4,1,12,0,2,2,0,4,5,1,3,1,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,5,3,2,0,0,0,0,0,0,0,0,6,1,1,2,0,1,2,0,0,0,0,0,0,0
15 - Κοζάνης,233 E.T. Δήμου Κοζάνης,470,227,4,4,8,219,66,11,4,15,14,9,9,15,93,10,22,25,76,18,0,2,5,2,0,4,1,1,29,1,2,6,1,13,4,14,4,0,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10,2,2,1,2,0,6,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,6,4
15 - Κοζάνης,234 E.T. Δήμου Κοζάνης,466,222,4,3,7,215,74,14,11,17,19,19,14,8,82,14,5,20,57,12,0,3,11,3,3,3,1,2,20,0,0,1,1,12,6,9,6,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,11,2,1,2,6,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,1,1,0,0,0,4,1
15 - Κοζάνης,235 E.T. Δήμου Κοζάνης,464,269,2,4,6,263,56,10,14,9,5,19,15,6,148,12,22,24,114,22,3,18,5,2,0,3,1,1,23,0,3,6,1,13,6,9,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,12,1,2,1,5,2,5,0,0,0,0,0,0,0,0,9,3,1,1,0,1,1,0,0,1,0,1,4,2
15 - Κοζάνης,236 E.T. Δήμου Κοζάνης,463,263,3,1,4,259,51,7,10,13,9,20,5,4,139,12,16,33,93,47,1,9,7,0,1,3,3,1,29,1,0,10,1,14,13,6,6,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15,3,0,0,3,2,7,0,0,0,0,0,0,0,0,8,3,1,1,0,0,1,0,0,1,1,0,2,1
15 - Κοζάνης,237 E.T. Δήμου Κοζάνης,371,250,3,2,5,245,63,15,8,7,9,9,5,11,107,8,38,35,36,39,0,4,6,0,2,1,1,3,40,0,0,5,0,11,31,15,5,2,0,0,3,2,0,1,4,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,11,3,1,2,6,1,2,0,0,0,0,0,0,1,0,4,1,0,1,0,1,0,0,0,0,0,0,3,3
15 - Κοζάνης,238 E.T. Δήμου Κοζάνης,370,231,5,3,8,223,76,23,9,11,16,26,8,12,85,10,23,24,45,20,1,5,4,0,1,0,2,1,31,0,0,0,0,12,29,9,6,6,0,0,0,1,0,5,5,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9,2,0,1,8,2,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,2,1
15 - Κοζάνης,239 E.T. Δήμου Κοζάνης,451,268,5,3,8,260,88,37,5,18,10,28,23,5,79,8,24,41,40,11,1,6,8,5,4,2,3,1,22,0,0,3,0,9,15,6,20,8,0,0,6,3,10,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,5,9,2,6,0,0,0,0,0,0,0,0,8,1,2,2,3,3,3,1,0,0,0,2,8,2
15 - Κοζάνης,240 E.T. Δήμου Κοζάνης,235,156,0,0,0,156,49,10,7,4,15,8,23,1,42,6,13,14,24,9,2,1,1,1,0,0,1,0,12,2,0,0,3,3,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,2,0,1,0,0,40,2,0,22,37,2,1,0,0,0,0,0,0,0,0,3,1,2,0,1,2,1,1,1,0,0,0,3,2
15 - Κοζάνης,241 E.T. Δήμου Κοζάνης,334,216,2,0,2,214,83,14,1,25,22,14,43,6,21,6,7,10,8,3,1,2,4,2,3,0,1,2,10,2,0,1,0,2,7,6,6,1,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0,44,82,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,242 E.T. Δήμου Κοζάνης,534,381,5,4,9,372,114,45,12,7,41,27,13,14,135,20,28,48,54,20,9,12,3,1,1,0,1,1,56,4,3,6,9,41,8,5,17,5,0,2,8,3,0,3,4,0,0,0,1,0,0,0,1,0,1,0,5,0,5,1,4,0,0,14,4,2,0,0,3,6,0,0,0,0,0,0,3,2,12,6,4,1,2,1,3,1,0,0,0,1,5,3
15 - Κοζάνης,243 E.T. Δήμου Κοζάνης,563,370,3,1,4,366,136,48,11,7,42,36,22,19,116,10,43,35,48,23,6,7,7,2,4,1,2,0,42,3,1,7,3,34,3,2,18,3,1,1,6,6,1,3,8,3,0,0,2,3,0,0,1,0,0,0,1,0,1,1,0,0,0,13,0,2,2,1,1,5,0,0,0,0,0,0,0,0,18,9,7,3,1,2,1,1,1,0,0,0,5,1
15 - Κοζάνης,244 E.T. Δήμου Κοζάνης,528,333,1,3,4,329,92,38,5,3,33,27,8,12,122,15,28,49,38,21,11,13,5,0,1,1,1,0,47,3,1,9,4,35,4,3,13,3,0,0,5,6,0,3,5,0,0,0,2,2,0,0,1,0,0,1,2,0,0,1,2,0,0,16,4,4,1,2,3,2,0,0,0,0,0,0,2,1,11,2,1,3,2,3,6,2,0,0,0,3,7,3
15 - Κοζάνης,245 E.T. Δήμου Κοζάνης,566,387,5,0,5,382,122,41,9,10,40,31,22,9,153,23,23,58,59,27,2,7,8,1,3,1,1,1,48,2,2,8,4,37,3,1,8,0,0,1,1,2,2,4,9,1,1,0,1,1,0,0,2,0,0,1,3,0,2,0,0,0,0,9,0,1,0,4,0,4,1,0,0,0,0,0,1,1,10,2,0,0,0,1,4,2,0,0,0,0,4,3
15 - Κοζάνης,246 E.T. Δήμου Κοζάνης,557,400,3,5,8,392,130,42,14,16,42,38,6,20,126,14,40,42,48,31,5,3,8,1,4,3,2,1,71,4,2,10,2,63,5,5,15,1,4,1,4,5,2,3,7,3,1,3,2,2,0,0,1,0,0,0,4,1,2,0,4,0,0,11,1,2,2,2,1,2,1,1,1,0,0,0,1,0,8,2,1,0,1,0,3,1,0,0,0,0,6,3
15 - Κοζάνης,247 E.T. Δήμου Κοζάνης,562,390,8,1,9,381,94,40,7,5,28,21,10,7,144,16,36,52,50,30,15,14,8,1,1,2,0,0,58,5,3,8,5,43,2,2,20,3,0,2,7,7,0,3,12,3,1,0,2,1,1,0,4,2,2,2,0,0,0,0,0,0,0,23,3,3,4,5,2,2,0,0,0,0,0,0,0,0,12,4,1,2,1,2,1,1,1,0,0,0,4,0
15 - Κοζάνης,248 E.T. Δήμου Κοζάνης,563,366,9,5,14,352,116,45,6,13,45,26,23,14,128,20,35,47,47,29,10,10,6,2,2,2,3,1,51,2,6,6,8,38,2,3,10,2,2,1,4,0,1,4,7,0,1,0,3,2,1,0,1,1,1,0,1,1,1,0,0,0,0,11,1,4,0,2,3,6,2,2,0,1,0,0,0,0,12,5,2,2,2,1,2,1,0,1,0,0,4,2
15 - Κοζάνης,249 E.T. Δήμου Κοζάνης,567,368,6,1,7,361,126,34,9,5,35,30,11,9,110,15,26,47,45,18,6,8,7,2,3,2,2,0,47,0,0,6,6,38,1,3,12,1,1,1,2,2,0,1,8,4,0,0,0,0,0,0,2,1,1,0,8,2,5,1,8,0,0,11,2,5,0,1,2,4,0,0,0,0,0,0,2,2,13,4,1,2,3,2,9,4,1,0,0,4,6,3
15 - Κοζάνης,250 E.T. Δήμου Κοζάνης,565,395,3,5,8,387,96,24,9,11,32,16,9,10,165,22,53,53,60,42,12,10,6,1,1,0,0,1,58,3,3,7,3,49,2,3,16,2,1,2,11,2,0,3,6,1,1,1,1,0,0,0,0,0,0,0,3,2,1,0,3,0,0,16,4,4,2,3,1,2,0,0,0,0,0,0,0,0,15,3,3,1,2,1,4,3,0,0,0,3,2,0
15 - Κοζάνης,251 E.T. Δήμου Κοζάνης,565,366,3,4,7,359,116,35,8,12,48,24,18,14,137,13,22,46,45,30,20,10,5,2,0,1,1,1,40,1,1,10,4,20,6,7,22,0,1,0,10,4,1,2,5,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,13,4,3,3,1,0,2,0,0,0,0,0,0,2,1,13,5,1,1,0,3,2,0,2,0,0,2,2,1
15 - Κοζάνης,252 E.T. Δήμου Κοζάνης,567,368,5,5,10,358,108,40,11,11,29,22,12,13,137,19,29,49,50,27,7,9,6,3,3,1,2,0,38,0,2,9,2,32,1,2,11,1,0,1,4,2,0,3,6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,12,1,0,1,3,0,4,1,0,0,0,1,0,2,1,21,7,2,2,1,1,6,1,2,0,0,1,7,5
15 - Κοζάνης,253 E.T. Δήμου Κοζάνης,510,324,6,6,12,312,94,46,9,6,33,20,10,7,122,11,48,40,61,32,6,7,12,1,6,5,1,5,35,1,0,8,9,25,1,2,16,5,0,0,7,6,0,5,7,2,0,2,2,3,0,0,3,1,2,3,3,2,0,1,3,1,0,3,1,3,0,1,0,1,1,0,0,1,0,0,0,0,7,3,0,1,0,1,6,2,1,0,0,2,2,1
15 - Κοζάνης,254 E.T. Δήμου Κοζάνης,511,294,3,0,3,291,100,29,5,10,38,21,15,10,89,14,19,35,30,20,9,9,9,5,5,1,1,2,49,1,5,8,10,41,1,9,12,1,1,2,10,5,0,3,5,2,0,1,1,2,0,0,0,0,0,0,5,0,4,1,5,0,0,9,1,2,3,4,2,3,0,0,0,0,0,0,0,0,7,2,1,3,2,0,4,0,0,1,1,0,2,0
15 - Κοζάνης,255 E.T. Δήμου Κοζάνης,517,293,4,2,6,287,103,28,5,6,38,25,7,13,100,11,32,30,34,28,6,11,7,1,2,1,2,0,34,2,0,2,3,29,2,3,18,3,3,1,8,3,1,7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,9,2,3,0,3,1,3,1,1,0,1,0,0,2,1,8,2,1,0,0,1,0,0,0,0,0,0,3,2
15 - Κοζάνης,256 E.T. Δήμου Κοζάνης,509,278,1,3,4,274,87,44,8,8,22,21,13,4,112,7,23,40,38,34,7,10,7,2,4,1,1,1,27,1,0,6,11,23,2,1,14,2,1,2,5,3,1,7,4,1,1,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,7,2,1,1,0,3,3,1,1,0,1,1,0,0,0,9,5,1,1,1,2,0,0,0,0,0,0,4,2
15 - Κοζάνης,257 E.T. Δήμου Κοζάνης,518,284,5,3,8,276,94,29,8,11,39,20,11,6,76,7,19,31,22,17,5,14,6,4,3,1,2,1,38,2,0,4,6,32,6,4,18,1,0,0,10,6,2,6,5,2,2,1,1,1,0,0,2,0,0,0,3,1,2,0,2,0,0,10,0,2,3,0,2,0,1,0,0,1,0,0,0,0,16,9,3,5,3,0,1,1,0,0,0,1,6,2
15 - Κοζάνης,258 E.T. Δήμου Κοζάνης,513,314,4,1,5,309,132,52,18,7,39,24,13,25,90,10,26,39,24,26,5,7,4,1,0,1,0,0,37,0,0,7,4,27,4,4,17,2,1,0,11,7,2,5,4,2,2,0,1,1,0,0,2,1,0,0,2,0,1,1,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,1,0,7,3,0,2,1,1,2,1,1,1,1,0,5,5
15 - Κοζάνης,259 E.T. Δήμου Κοζάνης,510,318,9,2,11,307,113,45,11,6,45,29,11,19,92,14,19,26,29,27,8,5,6,1,3,0,1,0,31,0,0,7,5,29,1,1,13,2,0,2,4,2,0,2,11,0,2,0,4,3,0,0,3,1,0,1,0,0,0,0,0,0,0,16,2,2,2,3,1,8,0,0,0,0,0,0,0,0,12,4,2,3,1,1,4,3,0,0,2,2,6,4
15 - Κοζάνης,260 E.T. Δήμου Κοζάνης,511,275,0,4,4,271,79,26,5,7,36,16,9,5,89,15,23,33,28,24,3,6,6,0,3,0,1,0,39,0,2,4,8,32,0,2,20,3,6,0,9,4,0,4,2,0,0,0,0,0,1,0,4,3,0,2,1,0,1,0,1,0,0,10,2,0,1,2,1,2,1,0,0,0,1,1,2,1,7,2,0,0,1,1,4,2,1,1,1,1,5,4
15 - Κοζάνης,261 E.T. Δήμου Κοζάνης,507,290,2,1,3,287,103,29,5,11,31,26,8,8,69,9,15,27,28,15,9,4,5,1,3,1,1,0,39,2,0,7,5,26,0,2,27,4,0,0,14,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,14,3,0,0,0,0,7,1,0,0,0,0,0,2,2,14,2,3,2,2,1,2,0,0,1,0,0,6,3
15 - Κοζάνης,262 E.T. Δήμου Κοζάνης,509,278,4,1,5,273,81,35,6,2,35,12,8,9,92,8,20,36,28,30,1,6,3,0,1,0,0,0,32,1,0,4,2,24,1,2,17,3,0,0,9,6,0,1,7,0,1,0,1,0,0,0,4,0,3,3,1,0,1,0,1,0,0,12,3,1,2,3,2,3,1,0,0,0,0,0,2,0,11,3,0,0,0,0,2,0,0,1,0,1,8,5
15 - Κοζάνης,263 E.T. Δήμου Κοζάνης,550,345,6,4,10,335,102,30,1,13,35,28,4,14,124,12,21,42,47,27,7,7,10,5,5,4,2,0,48,4,2,6,9,33,9,1,8,1,0,1,2,3,1,1,2,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,13,3,2,3,2,0,3,0,0,0,0,0,0,2,2,15,3,2,1,3,3,3,3,1,0,0,1,5,1
15 - Κοζάνης,264 E.T. Δήμου Κοζάνης,538,369,3,1,4,365,88,29,8,6,26,15,5,8,155,16,44,48,69,42,6,14,5,1,1,1,0,1,47,0,2,6,5,39,0,0,21,1,1,1,9,2,1,4,6,0,0,0,1,1,0,0,2,0,0,1,3,2,2,0,2,0,0,14,2,5,3,2,4,4,1,0,0,0,0,0,1,1,12,2,3,0,1,1,4,0,1,0,2,0,6,2
15 - Κοζάνης,265 E.T. Δήμου Κοζάνης,531,359,2,5,7,352,102,43,5,9,40,15,15,12,140,22,40,43,49,25,8,9,3,1,2,0,0,1,41,7,2,5,7,28,2,2,11,1,0,2,3,4,1,0,7,1,1,2,1,1,1,0,4,1,2,1,1,0,0,1,0,0,0,15,1,3,5,1,3,2,0,0,0,0,0,0,1,0,15,4,1,1,1,0,7,2,3,0,0,2,4,2
15 - Κοζάνης,266 E.T. Δήμου Κοζάνης,529,363,4,6,10,353,107,29,4,11,47,26,11,12,144,15,43,48,56,25,7,12,10,1,3,1,2,1,36,0,1,5,2,25,4,0,15,1,1,0,2,3,0,3,5,1,1,1,1,0,0,0,0,0,0,0,6,2,4,1,5,0,0,15,5,6,3,1,2,4,2,0,0,2,0,0,0,0,9,4,2,1,0,0,1,0,1,1,0,0,3,1
15 - Κοζάνης,267 E.T. Δήμου Κοζάνης,530,345,7,4,11,334,83,32,7,11,30,21,5,6,149,16,41,38,46,78,9,24,7,3,2,2,4,0,34,0,4,8,1,25,2,10,20,3,0,0,7,11,2,5,4,1,1,0,2,1,0,0,3,0,2,1,4,0,3,0,4,0,0,7,2,1,0,0,0,2,2,1,0,1,0,0,0,0,17,5,1,6,3,1,2,1,0,0,0,1,2,1
15 - Κοζάνης,268 E.T. Δήμου Κοζάνης,524,327,5,2,7,320,95,24,5,6,36,22,13,16,134,22,27,58,52,26,10,11,6,2,2,1,2,1,45,4,1,7,8,33,2,1,7,1,0,0,0,1,0,0,4,1,2,0,2,1,0,0,1,0,1,1,2,0,2,0,2,0,0,13,1,4,3,2,0,3,0,0,0,0,0,0,0,0,8,3,2,1,1,2,2,1,0,0,0,0,3,3
15 - Κοζάνης,269 E.T. Δήμου Κοζάνης,528,328,4,3,7,321,106,31,9,9,38,22,18,19,117,17,36,53,41,23,6,13,7,3,1,4,1,0,35,1,1,3,5,26,2,6,16,2,1,1,9,3,1,1,6,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0,2,0,0,13,0,4,4,3,2,5,1,1,0,1,0,0,0,0,7,1,2,3,2,0,4,1,0,0,0,3,6,2
15 - Κοζάνης,270 E.T. Δήμου Κοζάνης,528,348,4,1,5,343,91,32,7,13,26,21,11,17,137,16,45,60,42,25,4,13,11,6,3,3,2,1,50,4,4,8,6,44,1,3,12,1,0,0,1,5,1,2,4,1,0,0,1,1,0,0,1,1,1,0,3,1,0,1,0,0,0,9,1,1,0,3,1,1,0,0,0,0,0,0,1,1,19,8,2,5,4,1,3,1,1,0,0,0,2,2
15 - Κοζάνης,271 E.T. Δήμου Κοζάνης,524,342,2,5,7,335,100,32,4,0,30,21,9,11,133,12,17,51,67,40,6,10,13,0,4,0,1,1,41,1,0,7,3,32,1,0,13,1,1,1,9,1,2,4,6,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,2,1,0,0,0,0,0,0,0,0,15,4,0,0,1,2,3,3,0,0,0,2,4,2
