ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΡΗΤΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΣΕΜΕΡΤΖΙΔΟΥ ΑΝΝΑ του Σάββα,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΖΗΣΗΣ του Αθανασίου,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΖΩΓΡΑΦΟΥ - ΤΣΑΝΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ του Οδυσσέα,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ του Ευαγγέλου,ΦΟΥΝΤΟΥΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αχιλλέα,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΤΣΑΡΑ-ΧΡΗΣΤΟΥ ΕΙΡΗΝΗ του Νικολάου,ΚΟΥΡΤΙΔΗΣ ΘΩΜΑΣ του Χαραλάμπους,ΣΑΧΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Ισαάκ,ΤΑΠΚΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΜΑΚΡΙΔΟΥ ΑΓΑΘΗ του Βασιλείου,ΜΠΟΓΔΑΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΠΑΠΑΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,Κ.Κ.Ε.,ΔΡΟΣΟΓΛΟΥ ΣΤΑΥΡΟΣ του Νικολάου,ΜΠΟΥΦΚΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΣ του Ιωάννη,ΔΗΜΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Χαραλάμπους,ΔΟΥΛΚΕΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΠΟΥΣΙΝΗΣ ΣΤΑΥΡΟΣ του Πέτρου,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευάγγελου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΑΤΙΔΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΠΑΚΑΛΑΚΗ ΟΛΓΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΑΝΑΣ ΑΡΓΥΡΙΟΣ του Σταύρου,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Χαραλάμπους,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΟΡΜΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΦΑΝΤΙΔΗΣ ΦΩΤΙΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΥΓΕΡΟΥ ΜΑΡΙΑΝΝΑ του Αθανασίου,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΙΔΗΣ ΖΑΦΕΙΡΙΟΣ του Ιωάννη,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΤΡΙΚΑΛΙΩΤΗ ΑΙΚΑΤΕΡΙΝΗ του Αποστόλου,ΤΣΕΜΠΕΡΛΙΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αναστασίου,Κ.Κ.Ε. (μ-λ),ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΚΟΤΑΝΙΔΟΥ ΜΑΡΙΑ του Δημητρίου ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΕΥΘΥΜΙΑΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΚΚΙΝΟΜΑΓΟΥΛΟΥ ΜΑΡΙΑ του Ίον,Λαϊκή Ενότητα,ΚΡΗΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΗΛΩΣΗ ΝΙΝΑ του Χρήστου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΜέΡΑ25,ΔΟΥΡΔΟΥΜΠΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΡΚΟΥΔΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Αθανασίου,ΜΑΥΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Κυριάκου,ΠΟΖΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΟΥΣΙΑΣ ΛΕΩΝΙΔΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΚΡΙΔΗΣ ΦΩΤΙΟΣ του Ευαγγέλου,ΜΑΤΣΑΚΙΔΟΥ ΑΝΘΙΑ του Βασιλείου -  Ελευθερίου,ΜΠΟΣΝΕΑ ΣΟΦΙΑ του Ιωάννη,ΧΑΪΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΡΕΝΤΖΟΥΛΑΣ ΑΝΔΡΕΑΣ του Γεωργίου ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,46 E.T. Δήμου Αλμωπίας,388,246,3,2,5,241,68,2,3,7,33,36,7,89,10,10,53,4,41,15,8,3,3,4,2,26,7,4,0,20,2,1,6,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,2,6,1,3,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,4,2,3,2,0,1,0,0,0,0,0,0,0,6,0
11 - Πέλλας,47 E.T. Δήμου Αλμωπίας,404,270,0,3,3,267,79,10,9,12,37,32,7,102,19,9,54,4,29,22,6,0,2,5,1,26,5,0,3,20,2,1,6,5,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,29,7,7,3,4,5,3,1,0,0,0,0,0,2,0,0,1,0,0,0,6,1,3,3,1,0,5,0,0,0,0,0,0,1,0
11 - Πέλλας,48 E.T. Δήμου Αλμωπίας,465,274,8,3,11,263,79,8,7,8,41,36,3,103,11,13,77,3,38,20,4,2,1,1,2,41,6,4,2,29,16,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,1,0,0,9,4,2,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,5,5,3,3,1,0,0,0,0,0,0,0,5,1
11 - Πέλλας,49 E.T. Δήμου Αλμωπίας,430,233,1,1,2,231,60,1,5,3,36,22,2,86,10,9,59,2,32,8,8,5,1,5,1,46,10,0,2,30,12,0,2,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,2,2,0,0,2,0,0,3,3
11 - Πέλλας,50 E.T. Δήμου Αλμωπίας,409,222,0,3,3,219,72,12,12,9,36,29,5,84,8,8,53,5,33,7,6,2,2,3,2,11,2,1,3,8,1,1,18,8,1,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,3,2,5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,2,1,0,0,3,0,0,0,0,0,0,2,0
11 - Πέλλας,51 E.T. Δήμου Αλμωπίας,434,210,1,4,5,205,54,6,6,1,27,24,1,96,28,11,62,3,34,7,6,1,2,2,3,10,3,0,2,8,1,0,9,6,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,5,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,1,0,0,4,0,0,0,0,0,0,4,0
11 - Πέλλας,52 E.T. Δήμου Αλμωπίας,494,254,3,1,4,250,64,2,5,4,29,24,4,128,36,9,73,8,35,18,8,1,4,7,1,11,4,0,2,6,3,0,13,9,0,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,4,0
11 - Πέλλας,53 E.T. Δήμου Αλμωπίας,415,219,1,0,1,218,67,6,2,7,30,27,7,85,20,8,36,5,40,10,9,4,0,3,2,19,8,0,2,17,0,0,17,9,0,1,1,0,7,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,3,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2
11 - Πέλλας,54 E.T. Δήμου Αλμωπίας,399,266,2,1,3,263,72,2,17,6,15,34,1,130,24,32,50,8,55,32,2,0,0,0,0,31,18,0,3,13,7,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,7,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0,2,0
11 - Πέλλας,55 E.T. Δήμου Αλμωπίας,461,317,1,1,2,315,88,3,33,1,25,64,0,144,21,19,40,22,63,30,10,2,0,4,1,41,16,3,3,23,5,13,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,2,0,17,4,2,2,5,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4,1,0,1,1,3,1,0,0,0,0,0,0,1,1
11 - Πέλλας,56 E.T. Δήμου Αλμωπίας,267,99,0,0,0,99,14,1,2,0,2,7,2,60,17,12,25,2,33,11,4,0,0,2,0,6,2,0,2,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0
11 - Πέλλας,57 E.T. Δήμου Αλμωπίας,369,182,6,2,8,174,15,4,1,3,3,5,1,92,55,14,43,2,26,9,10,3,2,4,0,25,10,0,4,9,6,7,2,1,0,0,0,0,0,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,1,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,5,3
11 - Πέλλας,58 E.T. Δήμου Αλμωπίας,327,210,2,1,3,207,45,1,2,2,20,22,1,110,18,19,70,2,41,14,7,1,1,1,3,12,4,0,1,6,2,0,6,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,4,5,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0
11 - Πέλλας,59 E.T. Δήμου Αλμωπίας,400,247,1,1,2,245,52,4,7,3,21,18,3,131,27,9,96,10,50,12,10,2,4,3,1,23,6,0,4,12,7,2,5,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0
11 - Πέλλας,60 E.T. Δήμου Αλμωπίας,459,243,2,1,3,240,62,5,7,2,27,27,3,105,18,13,46,12,47,14,16,4,4,9,3,17,12,1,5,3,2,0,8,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3,3,5,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,1,0,0,0,0,0,0,0,3,0
11 - Πέλλας,61 E.T. Δήμου Αλμωπίας,562,288,6,0,6,282,69,2,2,12,27,27,0,122,25,12,55,23,47,16,6,0,2,2,0,33,20,2,2,14,3,5,6,3,0,1,0,0,3,5,3,1,2,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,22,5,6,5,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,3,0,0,2,1,0,0,0,0,0,7,3
11 - Πέλλας,62 E.T. Δήμου Αλμωπίας,338,203,1,2,3,200,38,0,4,4,20,15,4,100,24,22,53,16,24,15,7,3,0,0,0,20,11,2,2,11,1,2,9,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,2,0,0,0,0,0,0,5,0
11 - Πέλλας,63 E.T. Δήμου Αλμωπίας,426,223,4,1,5,218,55,6,0,1,29,22,2,81,12,4,43,6,37,8,4,1,2,1,0,44,2,0,0,42,2,1,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,7,2,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,2,1,0,1,1,1,0,0,0,0,0,0,4,0
11 - Πέλλας,64 E.T. Δήμου Αλμωπίας,253,147,4,0,4,143,44,1,2,0,11,3,6,54,11,7,19,6,25,2,6,0,0,6,1,11,4,0,1,6,1,0,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,65 E.T. Δήμου Αλμωπίας,324,206,2,0,2,204,48,3,2,3,19,20,3,78,10,7,29,8,38,6,17,0,0,0,0,24,12,0,0,18,2,1,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,5,0
11 - Πέλλας,66 E.T. Δήμου Αλμωπίας,322,162,1,0,1,161,32,1,2,4,23,11,2,69,4,10,21,5,35,15,10,1,4,4,4,15,2,0,3,9,3,3,5,0,1,2,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,4,6,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,2,1,2,2,1,0,0,0,0,0,0,4,0
11 - Πέλλας,67 E.T. Δήμου Αλμωπίας,416,137,3,0,3,134,44,6,5,8,23,21,5,49,15,12,25,1,12,7,4,1,0,2,1,6,5,1,0,4,1,0,6,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,2,1,1,2,1,2,0,2,2,0,0,0,5,2
11 - Πέλλας,68 E.T. Δήμου Αλμωπίας,500,192,2,2,4,188,67,7,6,9,34,30,1,60,12,10,30,2,19,16,10,3,1,1,1,13,2,0,4,10,0,1,6,1,0,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8,1,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,4,4,0,0,0,0,0,0,0,0,0,8,0
11 - Πέλλας,69 E.T. Δήμου Αλμωπίας,296,114,2,0,2,112,19,1,1,2,5,8,2,67,12,20,28,12,28,7,1,1,0,0,1,11,4,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,1,1
11 - Πέλλας,70 E.T. Δήμου Αλμωπίας,316,166,3,0,3,163,44,4,2,4,16,19,0,82,21,18,40,7,20,14,10,3,3,5,2,12,5,0,0,6,1,0,2,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,0,2,0,1,0,0,0,0,0,0,1,0
11 - Πέλλας,71 E.T. Δήμου Αλμωπίας,284,184,3,0,3,181,62,1,5,0,29,24,0,66,12,10,32,7,26,16,4,0,0,3,0,15,6,0,1,8,6,2,17,13,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11 - Πέλλας,72 E.T. Δήμου Αλμωπίας,324,203,4,0,4,199,91,2,14,2,38,46,0,43,4,5,23,6,16,4,11,1,1,2,2,18,3,0,1,14,2,9,11,11,0,0,1,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,3,1,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,4,0
11 - Πέλλας,73 E.T. Δήμου Αλμωπίας,312,145,3,0,3,142,37,1,1,1,10,17,0,59,7,14,37,0,20,10,11,2,1,4,0,3,1,0,0,3,0,1,11,5,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,0,2,2,2,0,2,1,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,1
11 - Πέλλας,74 E.T. Δήμου Αλμωπίας,379,186,7,1,8,178,55,6,5,3,20,32,3,64,9,8,40,3,21,12,10,4,3,4,2,14,5,0,4,5,6,4,14,6,1,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,3,1,1,1,0,0,0,0,0,3,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,75 E.T. Δήμου Αλμωπίας,279,142,6,0,6,136,33,1,3,0,19,15,1,63,23,6,34,3,18,9,4,2,2,1,0,21,6,1,0,16,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,2
11 - Πέλλας,76 E.T. Δήμου Αλμωπίας,317,191,6,5,11,180,49,2,4,2,25,20,1,86,26,3,47,5,43,10,6,3,1,2,3,18,5,6,0,9,3,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,1,0,3,0,0,0,0,0,0,3,0
11 - Πέλλας,77 E.T. Δήμου Έδεσσας,487,199,1,0,1,198,66,4,2,13,14,47,2,76,20,9,33,10,54,3,1,0,0,0,0,24,8,0,0,0,21,4,6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,2,1,0,1,0,0,0,0,0,0,0,0
11 - Πέλλας,78 E.T. Δήμου Έδεσσας,450,186,8,1,9,177,27,1,0,1,7,23,1,100,12,9,51,7,38,17,6,2,0,4,0,19,9,0,0,1,12,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,4,2,2,3,0,0,0,0,0,0,0,2,0
11 - Πέλλας,79 E.T. Δήμου Έδεσσας,465,229,3,1,4,225,94,5,4,20,34,58,9,53,14,10,28,8,15,5,10,2,3,5,3,21,11,0,2,4,5,5,27,0,0,0,2,26,12,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,4,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1,1,0,1,0,0,0,0,7,4
11 - Πέλλας,80 E.T. Δήμου Έδεσσας,499,235,2,1,3,232,89,6,4,28,33,57,2,64,17,11,31,8,20,10,5,0,2,3,2,28,15,3,4,1,6,4,21,1,0,2,0,18,6,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,6,2,0,0,1,1,4,1,1,0,0,0,0,5,5
11 - Πέλλας,81 E.T. Δήμου Έδεσσας,456,230,2,2,4,226,79,4,2,20,27,46,11,76,13,11,41,19,23,19,15,9,4,10,1,20,15,1,4,4,3,2,12,0,0,0,0,12,3,3,1,3,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,7,3,1,1,1,2,2,0,0,0,0,0,0,2,1,1,1,1,1,0,6,2,0,1,3,3,0,0,0,0,0,0,0,3,2
11 - Πέλλας,82 E.T. Δήμου Έδεσσας,467,242,4,1,5,237,83,4,1,17,16,56,1,79,18,11,41,14,18,11,17,7,2,5,4,15,6,1,1,1,2,0,8,0,0,2,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,4,4,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,1,5,6,0,0,0,0,0,0,0,4,0
11 - Πέλλας,83 E.T. Δήμου Έδεσσας,463,229,2,1,3,226,76,1,7,24,19,60,3,93,18,13,38,14,30,30,14,7,8,9,1,15,9,1,3,3,4,3,12,1,0,1,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,0,0,0,0,0,0,5,4
11 - Πέλλας,84 E.T. Δήμου Έδεσσας,348,156,1,2,3,153,100,1,2,8,14,92,1,23,8,2,13,0,3,2,1,0,0,0,0,10,3,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,5,4,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0
11 - Πέλλας,85 E.T. Δήμου Έδεσσας,357,171,2,1,3,168,32,1,9,5,2,24,0,85,13,4,46,4,10,34,15,3,1,7,2,4,1,1,0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7,1,1,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,7,0
11 - Πέλλας,86 E.T. Δήμου Έδεσσας,342,184,0,0,0,184,44,8,3,8,16,24,1,102,14,13,76,5,14,13,5,2,0,2,1,10,4,0,0,2,4,0,3,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,2,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0
11 - Πέλλας,87 E.T. Δήμου Έδεσσας,472,250,3,1,4,246,55,7,17,12,5,26,4,126,12,10,47,28,52,49,9,1,3,4,0,16,14,0,1,0,5,0,10,1,0,1,0,8,3,5,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,8,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,1,2,1,1,1,1,0,0,1,0,0,4,2
11 - Πέλλας,88 E.T. Δήμου Έδεσσας,409,221,2,2,4,217,49,3,14,13,8,21,4,101,15,6,46,16,35,34,5,1,1,2,1,14,8,2,2,2,5,2,3,0,0,0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,5,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,1,2,1,2,2,0,0,0,0,0,0,2,0
11 - Πέλλας,89 E.T. Δήμου Έδεσσας,486,228,2,1,3,225,78,3,4,3,22,55,0,83,16,8,52,4,18,15,10,7,0,1,2,20,10,5,0,3,9,1,12,0,4,3,1,6,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,1,3,2,3,2,1,0,0,0,0,0,0,0,0
11 - Πέλλας,90 E.T. Δήμου Έδεσσας,276,123,1,1,2,121,23,3,1,5,3,14,1,63,15,12,43,2,14,9,5,1,1,3,1,23,12,0,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11 - Πέλλας,91 E.T. Δήμου Έδεσσας,336,156,4,0,4,152,35,4,6,3,6,23,0,71,6,14,50,2,8,12,5,2,2,4,0,18,12,1,1,3,5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,12,3,1,3,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1
11 - Πέλλας,92 E.T. Δήμου Έδεσσας,548,359,3,1,4,355,132,7,6,46,47,77,8,132,20,19,60,12,41,24,13,8,3,10,1,23,11,0,4,3,14,1,4,0,0,0,1,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,4,6,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,1,2,1,5,0,0,0,0,0,0,11,0
11 - Πέλλας,93 E.T. Δήμου Έδεσσας,567,355,10,4,14,341,98,14,5,33,31,57,2,140,25,19,62,11,29,24,9,4,1,5,4,26,5,4,3,1,20,0,7,0,1,1,0,5,2,9,4,1,2,0,0,1,1,3,2,2,1,1,0,0,1,1,0,0,20,6,10,2,5,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,13,0,2,5,3,4,5,0,0,0,0,0,0,7,4
11 - Πέλλας,94 E.T. Δήμου Έδεσσας,566,330,5,2,7,323,114,11,2,28,41,61,3,125,13,18,56,8,34,16,7,3,1,2,2,26,6,1,2,3,12,2,5,0,0,1,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,6,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,0,4,2,2,2,0,0,0,0,0,0,6,0
11 - Πέλλας,95 E.T. Δήμου Έδεσσας,532,359,4,5,9,350,112,11,6,29,35,53,3,132,24,14,56,7,31,16,11,6,2,5,0,30,9,1,1,1,16,2,8,0,2,1,0,2,2,7,1,0,1,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,16,2,2,4,6,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,17,1,0,0,1,9,3,0,1,0,0,0,0,5,3
11 - Πέλλας,96 E.T. Δήμου Έδεσσας,557,340,4,4,8,332,117,9,12,38,40,53,4,100,15,13,33,4,30,12,8,3,0,0,1,29,7,2,2,2,15,2,8,1,1,0,0,4,1,7,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,26,2,8,3,10,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,20,1,1,2,0,11,4,1,0,0,0,0,0,8,6
11 - Πέλλας,97 E.T. Δήμου Έδεσσας,536,354,11,6,17,337,134,13,11,49,41,55,7,112,17,17,41,2,32,23,9,4,2,4,1,15,3,2,4,4,8,1,8,0,0,0,0,4,2,11,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,7,8,1,9,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,11,0,0,1,1,7,1,0,0,0,0,0,0,6,0
11 - Πέλλας,98 E.T. Δήμου Έδεσσας,547,320,2,6,8,312,110,5,4,37,31,63,1,118,25,17,42,14,32,23,4,3,0,1,1,25,4,3,1,3,16,1,6,0,0,2,1,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,4,4,3,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,15,2,2,1,3,7,1,0,0,0,0,0,0,4,0
11 - Πέλλας,99 E.T. Δήμου Έδεσσας,541,322,2,2,4,318,123,11,12,25,25,70,4,114,13,14,73,9,28,14,2,0,0,2,0,26,7,2,4,3,19,0,11,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,2,4,4,2,0,0,0,0,0,0,3,0,0,1,0,0,0,13,2,2,1,4,3,2,0,0,0,0,0,0,2,0
11 - Πέλλας,100 E.T. Δήμου Έδεσσας,556,339,5,2,7,332,107,2,5,29,39,59,3,126,14,25,51,14,38,21,7,4,1,1,1,25,8,1,3,3,11,2,12,0,0,2,2,4,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,3,10,1,4,3,7,0,0,0,0,1,0,1,0,0,1,0,0,0,11,1,0,1,4,2,5,0,0,0,0,0,0,1,0
11 - Πέλλας,101 E.T. Δήμου Έδεσσας,537,319,0,3,3,316,102,9,12,30,35,47,3,112,9,14,49,14,31,21,13,5,4,6,1,25,9,1,1,3,17,2,6,1,0,1,1,3,1,12,3,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,16,2,4,0,6,0,3,0,0,0,0,0,0,4,0,0,1,1,1,0,14,2,1,1,2,8,3,1,0,0,0,0,0,6,3
11 - Πέλλας,102 E.T. Δήμου Έδεσσας,532,320,10,2,12,308,102,10,3,36,28,48,1,102,20,10,58,9,24,19,10,4,3,4,0,25,9,1,0,2,21,0,17,0,1,0,1,8,4,7,1,1,2,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,20,3,7,0,7,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,16,2,2,2,3,5,2,2,0,1,0,0,0,4,1
