ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΤΣΗΣ ΜΑΡΙΟΣ του Σπυρίδωνος,ΚΟΤΖΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΠΡΟΒΙΔΑΚΗ ΑΓΓΕΛΙΚΗ-ΑΘΗΝΑ-ΕΛΕΝΗ του Νικολάου,ΤΣΑΚΙΡΗ ΑΣΤΥΡΟΠΗ του Αθανασίου,Νέα Δημοκρατία,ΓΙΟΓΙΑΚΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Λαμπρινού,ΠΑΡΘΕΝΙΟΥ ΟΛΓΑ του Δημητρίου,ΦΙΛΗ-ΠΑΣΧΑΛΗ ΑΝΤΙΓΟΝΗ-ΒΑΣΙΛΙΚΗ του Δημητρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΜΙΓΚΟΥ ΕΛΕΝΗ του Θωμά,ΜΠΑΓΕΩΡΓΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θεόφιλου,Κίνημα Αλλαγής,ΔΑΛΛΑ ΣΤΑΜΑΤΙΑ του Δημητρίου,ΜΠΟΤΟΣ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΠΑΣΧΟΣ ΑΛΕΞΑΝΔΡΟΣ (Αλέκος) του Χρήστου,ΣΑΜΙΟΥ ΜΑΡΙΑ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΚΑΣ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΜΠΡΕΣΤΑΣ ΝΙΚΟΛΑΟΣ - ΟΡΕΣΤΗΣ του Θεοδώρου,ΡΕΠΑΝΗ-ΡΕΓΚΑ ΝΙΚΟΛΕΤΑ του Αθανασίου,ΤΣΟΥΡΑ ΜΑΡΙΑ του Χρήστου,Ένωση Κεντρώων,ΖΑΦΕΙΡΑΣ ΖΑΦΕΙΡΙΟΣ του Χρήστου,ΤΣΙΜΠΡΙΜΑΝΗ ΣΟΦΙΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΥ ΔΗΜΗΤΡΑ του Χρήστου,ΧΕΚΙΜΟΓΛΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΔΗΜΗΤΡΙΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΝΙΝΑ) του Νικολάου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΒΑΣΙΛΕΙΟΣ του Φιλίππου,ΤΣΙΡΩΝΗΣ ΣΥΜΕΩΝ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ιωάννη,ΜΙΧΑΗΛ ΑΣΗΜΙΝΑ του Μιχαήλ,ΜΠΙΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΙΟΥ ΧΡΙΣΤΙΝΑ του Θωμά,ΜΟΥΚΑ ΘΕΟΔΩΡΑ του Βασιλείου,ΝΕΙΛΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΡΑΠΤΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Λεωνίδα,Μ-Λ Κ.Κ.Ε.,ΧΟΒΟΛΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΗΜΗΤΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΤΣΙΜΠΟΥΛΗ ΚΑΤΙΝΑ του Δονάτου,Λαϊκή Ενότητα,ΜΑΡΚΑΤΣΕΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜέΡΑ25,ΚΑΤΣΟΥΚΗ ΔΗΜΗΤΡΑ του Ευαγγέλου,ΠΑΠΠΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ-ΛΗΤΩ του Θωμά,ΠΑΝΤΑΣ ΠΑΝΤΕΛΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΙΛΙΠΠΟΠΟΥΛΟΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη
20 - Θεσπρωτίας,51 E.T. Δήμου Ηγουμενίτσας,493,216,4,2,6,210,64,20,14,2,3,81,59,12,1,4,1,0,1,28,2,1,4,15,9,2,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,2,2,0,2,1,10,1,2,2,1,0,1,1
20 - Θεσπρωτίας,52 E.T. Δήμου Ηγουμενίτσας,483,252,5,0,5,247,85,30,32,0,5,67,51,9,1,6,8,3,3,36,2,7,3,21,28,2,3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,1,1,0,0,0,9,2,0,1,0,0,3,2
20 - Θεσπρωτίας,53 E.T. Δήμου Ηγουμενίτσας,488,231,3,1,4,227,40,24,6,1,4,129,102,8,1,10,6,4,2,31,2,2,10,15,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,4,2,2,1,1,3,3
20 - Θεσπρωτίας,54 E.T. Δήμου Ηγουμενίτσας,475,252,4,0,4,248,96,38,29,2,1,81,61,2,8,2,7,5,0,28,1,3,9,11,20,4,1,9,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,6,3,2,1,0,0,1,1
20 - Θεσπρωτίας,55 E.T. Δήμου Ηγουμενίτσας,500,246,2,2,4,242,60,24,14,3,4,132,108,7,1,6,4,3,0,18,2,7,1,6,7,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,1,0,6,6,0,0,0,0,0,2,2,0,0,0,6,2,1,0,0,0,1,0
20 - Θεσπρωτίας,56 E.T. Δήμου Ηγουμενίτσας,402,177,4,2,6,171,38,23,8,2,2,87,77,2,1,2,10,5,3,22,1,1,4,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,2,4,1,0,1,2,1
20 - Θεσπρωτίας,57 E.T. Δήμου Ηγουμενίτσας,361,185,6,1,7,178,65,28,21,3,3,83,72,2,1,3,1,0,0,14,0,0,3,11,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4
20 - Θεσπρωτίας,58 E.T. Δήμου Ηγουμενίτσας,583,323,5,1,6,317,108,47,37,1,4,114,95,4,7,5,8,4,1,58,3,2,18,29,4,2,1,1,0,2,1,0,0,0,4,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,4,1,1,0,1,4,3
20 - Θεσπρωτίας,59 E.T. Δήμου Ηγουμενίτσας,592,311,0,3,3,308,99,54,19,4,4,144,113,14,6,4,3,2,0,31,3,2,9,14,7,1,1,1,2,2,0,1,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,2,0,1,1,10,5,3,3,2,1,1,0
20 - Θεσπρωτίας,60 E.T. Δήμου Ηγουμενίτσας,349,204,3,1,4,200,68,33,13,0,2,77,50,10,4,5,3,1,2,22,0,1,14,7,7,2,1,0,2,1,0,1,0,0,2,0,1,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,1,0,1,1,1,8,2,2,2,0,1,1,1
20 - Θεσπρωτίας,61 E.T. Δήμου Ηγουμενίτσας,393,242,5,4,9,233,82,34,21,6,2,106,59,10,24,3,4,2,1,17,0,1,9,4,8,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,3,1,1,4,0,0,1,1
20 - Θεσπρωτίας,62 E.T. Δήμου Ηγουμενίτσας,402,233,7,4,11,222,69,40,12,1,4,99,64,3,18,4,4,1,0,19,0,2,6,10,7,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,4,1,0,3,3
20 - Θεσπρωτίας,63 E.T. Δήμου Ηγουμενίτσας,540,292,17,1,18,274,84,39,15,2,5,122,100,9,4,0,5,3,0,33,0,7,8,16,5,1,0,0,1,0,0,0,1,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,4,3,1,2,6,2
20 - Θεσπρωτίας,64 E.T. Δήμου Ηγουμενίτσας,395,211,6,1,7,204,60,40,4,1,4,82,58,3,3,4,10,2,2,24,0,2,6,14,10,3,0,0,1,1,0,0,0,0,3,0,0,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,2,0,0,0,1,1
20 - Θεσπρωτίας,65 E.T. Δήμου Σουλίου,440,258,1,4,5,253,108,75,10,2,3,82,45,6,0,18,1,0,1,33,1,2,20,7,7,0,2,0,1,3,0,0,0,0,0,0,0,13,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2
20 - Θεσπρωτίας,66 E.T. Δήμου Σουλίου,513,257,6,0,6,251,93,64,9,0,4,80,39,5,0,27,2,0,0,37,2,1,12,18,18,1,3,0,12,2,0,2,0,0,1,0,0,14,1,0,12,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,67 E.T. Δήμου Σουλίου,431,201,4,0,4,197,66,42,8,0,2,76,62,3,2,5,2,0,0,22,1,2,14,4,20,1,17,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,3,1
20 - Θεσπρωτίας,68 E.T. Δήμου Σουλίου,512,303,2,1,3,300,96,45,15,1,5,132,96,6,1,20,3,2,0,36,2,9,3,13,9,0,6,0,2,0,0,0,0,0,2,1,1,3,0,0,3,11,1,3,4,1,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,2,0,0
20 - Θεσπρωτίας,69 E.T. Δήμου Σουλίου,483,266,0,2,2,264,76,50,7,1,0,122,64,11,2,31,1,0,0,34,1,1,8,22,12,0,4,0,1,0,0,0,0,0,0,0,0,5,0,0,5,2,0,0,1,0,0,0,0,0,3,2,2,2,0,0,0,1,1,0,6,1,4,0,0
20 - Θεσπρωτίας,70 E.T. Δήμου Σουλίου,458,215,1,0,1,214,40,26,5,1,0,122,77,12,0,20,0,0,0,32,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20 - Θεσπρωτίας,71 E.T. Δήμου Σουλίου,368,192,6,1,7,185,72,31,19,0,4,59,27,14,1,11,3,0,0,24,1,3,8,9,1,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,5,14,0,2,11,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0
20 - Θεσπρωτίας,72 E.T. Δήμου Σουλίου,500,324,1,0,1,323,109,63,12,5,5,115,76,8,1,14,8,1,3,44,0,3,14,27,19,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,2,3,1,1,0,0,0,1,1,1,1,0,1,1,11,3,1,2,0,2,2,1
20 - Θεσπρωτίας,73 E.T. Δήμου Σουλίου,480,307,2,1,3,304,94,62,12,3,0,127,65,9,2,32,6,2,3,38,3,0,16,14,16,0,13,0,0,2,0,0,0,0,1,0,1,1,1,0,0,4,0,2,0,2,1,0,0,1,3,1,0,0,0,0,0,6,1,0,4,0,4,0,0
20 - Θεσπρωτίας,74 E.T. Δήμου Σουλίου,490,310,3,3,6,304,86,45,6,2,0,82,60,3,0,10,5,1,1,59,1,4,28,25,44,2,34,0,0,1,0,0,0,0,2,0,1,2,0,0,1,2,1,0,0,3,0,1,0,0,1,0,1,1,0,0,0,6,2,0,10,2,8,0,0
20 - Θεσπρωτίας,75 E.T. Δήμου Σουλίου,475,266,1,2,3,263,84,50,10,2,3,83,56,5,2,11,1,1,0,37,0,4,8,21,24,0,20,0,0,0,0,0,0,0,0,0,0,2,1,0,1,10,1,0,1,0,0,0,0,0,3,2,4,4,0,1,1,5,1,2,8,0,5,1,1
20 - Θεσπρωτίας,76 E.T. Δήμου Σουλίου,483,299,4,3,7,292,100,60,11,3,5,109,66,2,2,22,3,0,0,43,0,0,27,14,10,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,4,4,2,1,0,1,0,9,3,1,2,0,1,2,1
20 - Θεσπρωτίας,77 E.T. Δήμου Σουλίου,504,290,2,1,3,287,83,41,14,3,5,127,77,10,6,23,4,0,0,28,0,1,14,11,23,1,19,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,6,6,1,1,0,2,0,3,1,1,1,0,1,1,1
20 - Θεσπρωτίας,78 E.T. Δήμου Σουλίου,224,83,0,0,0,83,13,8,1,0,1,50,16,7,1,9,0,0,0,5,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0
20 - Θεσπρωτίας,79 E.T. Δήμου Σουλίου,504,241,15,1,16,225,47,33,3,2,2,120,84,1,1,27,2,0,0,31,0,1,9,19,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,3,0,2,3,2
20 - Θεσπρωτίας,80 E.T. Δήμου Σουλίου,492,248,3,0,3,245,66,31,10,3,4,108,71,2,1,8,4,3,0,33,2,4,11,14,10,0,7,0,0,1,0,0,0,0,0,0,0,3,1,0,2,4,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,11,2,5,1,0,1,2,0
20 - Θεσπρωτίας,81 E.T. Δήμου Σουλίου,64,44,0,0,0,44,8,7,0,0,0,14,8,5,0,1,0,0,0,15,0,1,6,8,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,82 E.T. Δήμου Σουλίου,392,177,1,0,1,176,49,27,5,1,3,75,65,0,0,3,4,3,0,18,3,2,1,8,15,0,14,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,3
20 - Θεσπρωτίας,83 E.T. Δήμου Σουλίου,430,220,1,2,3,217,61,33,12,3,2,67,57,3,0,0,6,3,2,38,1,2,8,22,21,1,18,0,0,5,0,1,1,0,2,0,0,0,0,0,0,4,1,0,3,1,0,1,0,0,2,1,2,0,0,0,0,6,2,2,1,0,0,0,0
20 - Θεσπρωτίας,84 E.T. Δήμου Σουλίου,316,148,2,0,2,146,34,22,1,0,1,45,32,8,0,5,2,0,0,55,1,0,2,51,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20 - Θεσπρωτίας,85 E.T. Δήμου Σουλίου,449,212,1,0,1,211,65,34,7,4,1,107,68,6,0,23,2,0,0,22,0,1,10,10,7,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,1,1
20 - Θεσπρωτίας,86 E.T. Δήμου Σουλίου,422,200,1,1,2,198,51,34,4,4,1,96,59,0,2,19,1,0,0,27,0,2,15,10,6,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,0,0
20 - Θεσπρωτίας,87 E.T. Δήμου Σουλίου,426,246,5,7,12,234,64,35,2,1,4,103,53,8,4,33,4,2,1,31,0,3,12,14,10,1,7,0,0,2,1,0,1,1,0,0,0,2,0,0,2,4,1,0,2,1,0,0,0,1,4,2,2,2,0,2,2,1,0,0,2,1,0,1,0
20 - Θεσπρωτίας,88 E.T. Δήμου Σουλίου,280,138,4,0,4,134,49,18,11,0,4,43,33,1,1,5,2,1,1,20,0,1,6,13,4,1,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,7,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1
20 - Θεσπρωτίας,89 E.T. Δήμου Σουλίου,353,164,1,2,3,161,47,26,12,0,1,53,36,3,1,9,2,0,1,34,0,5,17,12,8,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,1,2,0,0,2,0
20 - Θεσπρωτίας,90 E.T. Δήμου Σουλίου,450,216,5,3,8,208,73,34,13,4,5,94,64,3,0,18,2,1,0,16,0,0,4,11,8,1,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,5,1,1,2,0,1,1,0
20 - Θεσπρωτίας,91 E.T. Δήμου Σουλίου,275,141,0,0,0,141,48,34,2,0,1,52,37,7,0,6,8,4,2,17,0,0,1,16,4,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,1,1,0,0,1,0
20 - Θεσπρωτίας,92 E.T. Δήμου Σουλίου,289,130,0,0,0,130,54,23,4,1,2,44,36,1,2,5,1,1,0,14,0,1,5,5,10,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0
20 - Θεσπρωτίας,93 E.T. Δήμου Σουλίου,390,158,2,0,2,156,57,21,8,2,5,47,25,1,0,9,3,0,0,19,0,1,3,12,10,2,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,5,0,0,1,0,2,1,1,0,1,0,0,7,4,0,1,0,0,0,0
20 - Θεσπρωτίας,94 E.T. Δήμου Σουλίου,366,211,1,0,1,210,59,35,5,2,2,85,53,5,0,18,1,0,0,29,0,1,14,13,13,0,10,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,1,1,0,0,0,8,0,1,4,0,3,2,1
20 - Θεσπρωτίας,95 E.T. Δήμου Σουλίου,199,76,1,0,1,75,13,6,4,0,0,36,20,6,0,7,5,0,1,9,0,0,2,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,0
20 - Θεσπρωτίας,96 E.T. Δήμου Σουλίου,146,62,1,0,1,61,17,8,1,1,3,35,24,1,1,5,1,1,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20 - Θεσπρωτίας,97 E.T. Δήμου Σουλίου,157,98,0,1,1,97,37,25,7,1,0,53,17,31,0,0,0,0,0,2,0,1,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,98 E.T. Δήμου Σουλίου,345,135,1,1,2,133,32,18,2,3,3,60,31,24,0,2,0,0,0,15,0,1,1,12,17,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,2
20 - Θεσπρωτίας,99 E.T. Δήμου Σουλίου,204,61,2,2,4,57,10,7,0,0,0,28,17,1,0,7,4,0,0,9,3,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0
20 - Θεσπρωτίας,100 E.T. Δήμου Σουλίου,372,163,7,1,8,155,41,24,2,1,2,74,39,5,1,22,3,2,0,13,0,3,6,4,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,2,0
20 - Θεσπρωτίας,101 E.T. Δήμου Σουλίου,391,173,3,2,5,168,57,20,14,7,1,71,31,4,0,29,1,1,0,19,1,2,8,8,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,2,2,0,0,0,7,4,2,0,0,0,1,0
20 - Θεσπρωτίας,102 E.T. Δήμου Σουλίου,97,55,0,0,0,55,6,0,1,0,1,28,15,0,0,12,1,0,0,12,0,1,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20 - Θεσπρωτίας,103 E.T. Δήμου Σουλίου,275,156,0,0,0,156,52,36,3,3,0,35,18,0,0,13,0,0,0,38,0,10,15,11,6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,1,1,0,1,0,2,1,0,9,0,9,0,0
20 - Θεσπρωτίας,104 E.T. Δήμου Σουλίου,232,127,0,1,1,126,45,24,1,3,4,42,27,0,2,3,2,1,0,21,0,1,6,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,0
20 - Θεσπρωτίας,105 E.T. Δήμου Σουλίου,378,151,2,1,3,148,46,29,6,3,1,75,50,8,0,9,6,3,2,8,0,4,2,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,0,3,0,0
20 - Θεσπρωτίας,106 E.T. Δήμου Σουλίου,292,165,0,0,0,165,64,31,12,3,1,71,30,7,0,20,4,0,0,19,1,2,5,10,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
20 - Θεσπρωτίας,107 E.T. Δήμου Σουλίου,177,98,2,1,3,95,36,13,10,0,0,41,21,0,2,11,1,0,1,5,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,2,2
20 - Θεσπρωτίας,108 E.T. Δήμου Σουλίου,82,52,0,1,1,51,8,4,1,1,0,29,23,2,0,3,2,0,0,8,0,0,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,109 E.T. Δήμου Σουλίου,228,146,0,0,0,146,41,30,3,2,0,62,39,7,4,5,1,0,1,22,0,3,10,7,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,3,1,2,0,1,0,0
20 - Θεσπρωτίας,110 E.T. Δήμου Σουλίου,231,103,0,1,1,102,40,16,17,0,2,45,21,4,3,13,6,3,2,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
20 - Θεσπρωτίας,111 E.T. Δήμου Φιλιατών,387,217,3,1,4,213,54,27,11,3,2,72,55,3,4,6,3,2,0,51,0,2,4,42,18,1,3,13,0,0,0,0,0,0,0,0,0,1,1,0,0,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,1,1
