ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΠΑΝΟΣ ΙΩΑΚΕΙΜ του Χρήστου,ΣΑΚΚΑΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΤΟΣΚΑΣ ΛΑΖΑΡΟΣ του Ηλία,Νέα Δημοκρατία,ΒΑΓΙΩΝΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΣΟΦΙΟΥ ΜΑΓΔΑΛΗΝΗ του Ευαγγέλου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΧΑΤΖΗΣΤΑΜΑΤΙΟΥ-ΛΕΜΟΝΙΑΔΟΥ ΕΛΕΥΘΕΡΙΑ (ΡΙΤΣΑ) του Ηλία,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΪΝΔΕΡΛΗ ΕΥΡΥΚΛΕΙΑ του Δημητρίου,ΒΛΑΧΟΥ ΣΩΤΗΡΙΑ του Ιωάννη,ΖΑΜΠΙΔΗΣ ΠΡΟΔΡΟΜΟΣ του Χαραλάμπους,ΜΑΝΩΛΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Γρηγορίου,ΧΑΣΑΠΗΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΒΛΑΧΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Αστερίου,ΕΥΤΑΤΟΓΛΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΖΕΠΠΟΥ ΜΑΡΘΑ του Ιωάννη,ΚΑΝΕΛΗΣ ΑΡΙΣΤΕΙΔΗΣ του Δημητρίου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,Κ.Κ.Ε.,ΖΑΧΑΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Γερασίμου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΩΥΣΙΑΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστερίου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΣΑΚΟΛΕΒΑ ΜΑΡΙΑ του Σωτηρίου,ΤΣΑΟΥΡΕΛΟΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΖΑΦΕΙΡΟΥΛΗ ΒΡΕΤΟΥ ΦΑΝΗ του Βασιλείου,ΡΗΓΟΠΟΥΛΟΣ ΦΡΑΓΚΙΣΚΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΜΠΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Χρήστου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,ΧΑΡΙΤΟΥ ΜΑΡΓΑΡΙΤΑ του Αποστόλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΖΑ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΙΟΔΩΡΟΥ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΠΑΒΕΛΗ ΘΕΟΔΩΡΑ του Ζαρίφη,ΟΙΚΟΝΟΜΟΥ ΑΡΙΣΤΕΙΔΗΣ του Νικολάου,ΠΙΤΟΥΛΑΣ ΕΛΕΥΘΕΡΙΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΥ ΚΥΡΙΑΚΟΥΛΑ του Κωνσταντίνου,ΤΣΟΜΑΚΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκή Ενότητα,ΑΜΑΝΑΤΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοφίλου,ΓΡΑΣΣΟΥ ΚΑΛΙΡΡΟΗ του Γεωργίου,ΔΕΡΓΙΑΔΕ-ΚΑΝΤΑΡΑ ΜΑΡΙΑ του Λεωνίδα,ΠΑΣΧΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αντωνίου,ΜέΡΑ25,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΚΛΗΜΑΤΣΙΔΑ ΣΩΣΑΝΝΑ του Αστερίου,ΣΑΚΕΛΛΑΡΗΣ ΣΩΤΗΡΙΟΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΣΤΑΘΙΟΥ ΓΕΡΑΚΙΝΑ του Χριστοδούλου,ΚΥΠΡΑΙΟΥ ΕΛΕΝΗ του Βασιλείου,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,110 E.T. Δήμου Νέας Προποντίδας,396,257,2,1,3,254,47,5,12,3,11,4,115,38,25,6,33,3,8,1,4,0,2,1,42,2,11,1,2,21,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,4,3,3,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,111 E.T. Δήμου Νέας Προποντίδας,400,273,5,1,6,267,45,7,5,4,17,3,124,34,40,4,36,1,10,0,1,3,5,1,35,0,5,0,1,18,5,0,1,0,0,0,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,7,0,0,0,0,0,0,4,2,1,0,1,0,1,0,0,7,1,0,1,3,1,0,1,10,2,4,0
9 - Χαλκιδικής,112 E.T. Δήμου Νέας Προποντίδας,347,217,3,0,3,214,49,15,9,8,10,0,91,27,42,3,12,2,10,0,3,2,3,0,27,2,8,1,1,15,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,113 E.T. Δήμου Νέας Προποντίδας,507,280,1,3,4,276,56,10,6,4,22,3,91,21,22,13,20,2,14,0,5,2,5,1,50,1,15,0,3,28,4,1,0,2,0,0,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,23,2,6,7,5,0,1,0,0,0,4,0,0,0,4,0,0,0,0,10,1,3,3,1,0,0,0,6,0,0,0
9 - Χαλκιδικής,114 E.T. Δήμου Νέας Προποντίδας,509,302,6,1,7,295,65,16,5,1,21,4,117,18,45,12,24,0,11,1,2,1,5,0,63,0,10,4,1,43,4,0,0,1,0,1,5,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,9,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,3,2,1,3,1,0,0,5,0,1,2
9 - Χαλκιδικής,115 E.T. Δήμου Νέας Προποντίδας,528,283,2,3,5,278,75,15,11,2,23,4,93,18,21,4,25,2,18,2,8,2,4,0,43,2,14,2,2,19,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,12,3,0,3,2,1,0,0,0,0,1,1,0,0,2,2,0,0,0,15,2,2,5,4,2,0,0,6,2,0,0
9 - Χαλκιδικής,116 E.T. Δήμου Νέας Προποντίδας,441,254,6,4,10,244,61,6,5,4,30,4,78,18,27,5,21,1,17,1,1,1,13,0,53,0,15,0,1,30,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,1,1,2,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,3,0,1,1,2,0,0,0,9,0,0,0
9 - Χαλκιδικής,117 E.T. Δήμου Νέας Προποντίδας,486,296,1,0,1,295,82,16,20,2,11,11,108,21,17,11,32,5,21,0,17,0,2,0,27,0,8,1,1,14,5,1,0,0,0,2,10,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11,4,3,0,3,1,0,0,7,0,5,0
9 - Χαλκιδικής,118 E.T. Δήμου Νέας Προποντίδας,482,290,7,6,13,277,67,18,9,1,16,5,106,22,22,5,38,1,46,0,32,1,7,3,14,1,2,1,6,1,7,1,3,2,0,0,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,5,0,4,0,0,1,3,2,0,0
9 - Χαλκιδικής,119 E.T. Δήμου Νέας Προποντίδας,487,294,1,0,1,293,67,24,7,1,16,2,103,26,22,5,29,2,33,0,25,3,3,0,25,1,3,1,4,12,16,7,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,3,0,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,7,0,0,0,6,0,0,0
9 - Χαλκιδικής,120 E.T. Δήμου Νέας Προποντίδας,511,275,10,1,11,264,66,29,9,5,16,5,104,17,15,5,48,2,34,1,24,1,5,0,12,0,0,0,1,7,15,1,0,4,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0
9 - Χαλκιδικής,121 E.T. Δήμου Νέας Προποντίδας,471,313,2,3,5,308,64,9,10,6,25,1,137,54,19,6,37,0,9,0,1,0,6,0,45,0,17,1,6,20,4,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,11,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,3,1,15,0,0,0,1,0,0,0
9 - Χαλκιδικής,122 E.T. Δήμου Νέας Προποντίδας,420,272,4,2,6,266,54,8,10,2,20,2,110,35,22,7,36,1,21,0,2,4,8,2,47,1,7,0,4,33,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,2,1,5,0,0,0,10,0,0,0
9 - Χαλκιδικής,123 E.T. Δήμου Νέας Προποντίδας,455,269,2,0,2,267,38,4,11,8,10,4,139,42,27,4,55,2,21,1,4,1,12,0,37,1,19,4,0,10,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9,2,3,0,8,0,0,0,1,0,0,0
9 - Χαλκιδικής,124 E.T. Δήμου Νέας Προποντίδας,423,274,8,2,10,264,37,12,9,2,7,4,122,19,41,8,30,4,10,0,1,1,6,2,37,0,9,4,2,22,6,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,15,4,2,4,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,9,2,4,0,13,0,0,0,2,0,0,0
9 - Χαλκιδικής,125 E.T. Δήμου Νέας Προποντίδας,440,250,4,1,5,245,51,7,3,2,22,3,103,25,22,5,37,0,7,1,2,0,0,1,39,0,4,0,1,29,2,1,0,0,0,0,5,3,2,0,0,0,3,3,0,0,5,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,3,6,0,6,2,0,1,7,1,4,0
9 - Χαλκιδικής,126 E.T. Δήμου Νέας Προποντίδας,435,259,6,2,8,251,49,7,6,3,14,4,87,19,26,4,27,1,11,1,5,1,4,0,49,0,9,0,6,31,6,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,3,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,5,8,3,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,127 E.T. Δήμου Νέας Προποντίδας,469,230,2,0,2,228,53,9,5,5,19,9,81,30,19,5,25,0,17,1,3,0,11,0,27,1,5,4,1,16,4,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,17,4,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,3,6,0,0,0,4,0,0,0
9 - Χαλκιδικής,128 E.T. Δήμου Νέας Προποντίδας,490,283,1,1,2,281,47,10,6,3,12,7,125,42,26,6,38,2,13,0,3,3,5,1,54,1,14,1,3,32,2,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,1,3,0,0,0,8,0,0,0
9 - Χαλκιδικής,129 E.T. Δήμου Νέας Προποντίδας,491,295,2,4,6,289,71,14,12,4,18,2,111,50,21,5,22,1,30,3,1,14,6,0,49,0,25,1,0,20,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,3,0,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,130 E.T. Δήμου Νέας Προποντίδας,502,285,3,1,4,281,73,10,18,2,21,2,130,46,39,5,22,2,19,2,5,3,6,1,24,0,24,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,1,0,2,0,0,0,8,0,0,0
9 - Χαλκιδικής,131 E.T. Δήμου Νέας Προποντίδας,489,295,13,2,15,280,81,21,2,6,6,5,118,35,31,15,20,4,18,0,0,3,12,1,13,0,5,1,1,6,7,1,0,1,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,1,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,12,4,3,0,3,0,0,0,6,0,0,0
9 - Χαλκιδικής,132 E.T. Δήμου Νέας Προποντίδας,484,287,1,1,2,285,74,10,11,6,21,4,98,42,18,9,15,0,24,0,6,6,7,0,23,3,6,0,1,7,13,5,0,1,0,0,10,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,13,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,1,1,3,0,0,0,8,0,0,0
9 - Χαλκιδικής,133 E.T. Δήμου Νέας Προποντίδας,372,262,4,3,7,255,49,7,15,2,9,1,122,54,19,8,14,1,21,0,5,0,9,6,25,1,3,3,0,14,5,0,0,2,0,3,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,1,0,2,1,1,0,1,0,0,0,0,9,1,2,0,0,0,0,0,9,0,0,0
9 - Χαλκιδικής,134 E.T. Δήμου Νέας Προποντίδας,532,371,2,4,6,365,55,12,10,11,3,5,166,40,56,9,31,1,29,3,2,5,12,0,42,0,3,0,0,29,10,1,0,1,0,2,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,2,1,1,5,2,0,0,0,0,4,0,0,0,1,0,0,0,0,14,4,1,1,4,0,0,0,9,0,0,0
9 - Χαλκιδικής,135 E.T. Δήμου Νέας Προποντίδας,435,306,3,1,4,302,43,3,9,2,10,1,153,58,28,13,40,2,18,0,0,2,6,6,35,1,1,0,0,29,5,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,5,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,15,4,4,1,5,0,0,0,1,0,0,0
9 - Χαλκιδικής,136 E.T. Δήμου Νέας Προποντίδας,547,333,3,3,6,327,85,22,18,4,18,13,139,49,31,12,36,6,14,5,4,2,1,0,30,1,2,0,3,19,11,2,0,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,18,5,2,3,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,137 E.T. Δήμου Νέας Προποντίδας,552,329,7,2,9,320,81,13,11,8,23,10,139,51,30,14,34,1,15,0,2,1,4,3,33,2,4,0,7,20,15,2,1,8,0,3,3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,12,3,3,3,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,13,11,0,1,3,1,1,0,1,0,0,0
9 - Χαλκιδικής,138 E.T. Δήμου Νέας Προποντίδας,558,343,7,2,9,334,81,8,12,4,19,7,136,48,27,12,31,2,30,2,7,0,11,6,32,0,2,0,4,20,9,4,0,2,0,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15,7,0,1,8,5,0,0,6,0,1,2
9 - Χαλκιδικής,139 E.T. Δήμου Νέας Προποντίδας,564,359,10,4,14,345,77,17,10,1,26,2,128,39,44,4,25,3,19,1,4,3,7,0,51,1,5,1,12,30,20,7,0,5,0,2,5,2,0,1,0,0,0,0,0,0,2,0,0,1,1,0,15,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,4,4,0,2,1,8,5,1,0
9 - Χαλκιδικής,140 E.T. Δήμου Νέας Προποντίδας,551,297,3,2,5,292,69,13,16,3,18,3,96,37,17,4,23,4,19,2,0,2,3,3,42,0,4,0,6,27,13,1,0,8,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,19,2,2,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,18,13,1,0,1,0,0,0,7,4,0,0
9 - Χαλκιδικής,141 E.T. Δήμου Νέας Προποντίδας,436,276,3,2,5,271,74,15,11,9,27,2,100,33,21,1,31,3,8,1,0,0,4,1,30,0,7,1,3,14,13,4,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,7,2,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,13,3,2,3,5,0,0,0,4,0,0,0
9 - Χαλκιδικής,142 E.T. Δήμου Νέας Προποντίδας,432,268,1,0,1,267,62,11,9,1,29,0,114,28,26,3,41,4,8,1,0,2,3,1,39,1,9,1,0,26,8,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,15,4,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,6,0,0,0
9 - Χαλκιδικής,143 E.T. Δήμου Νέας Προποντίδας,397,254,3,2,5,249,54,11,10,3,17,5,111,26,29,5,36,6,14,1,0,1,6,1,34,0,9,1,3,15,5,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,13,5,2,3,0,0,0,0,5,0,2,0
9 - Χαλκιδικής,144 E.T. Δήμου Νέας Προποντίδας,521,339,2,1,3,336,83,16,14,6,19,4,100,45,13,2,24,0,25,0,3,2,8,9,53,1,3,0,1,41,11,3,0,1,2,0,3,1,1,0,0,0,2,0,0,1,16,0,0,0,15,0,22,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,1,0,6,1,0,0,7,1,1,0
9 - Χαλκιδικής,145 E.T. Δήμου Πολυγύρου,431,270,3,6,9,261,63,18,8,4,10,6,79,26,32,1,3,3,9,0,1,2,3,1,35,1,4,3,0,20,24,3,2,3,0,12,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,18,3,8,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,14,2,5,2,2,0,0,0,6,0,0,0
9 - Χαλκιδικής,146 E.T. Δήμου Πολυγύρου,371,240,4,3,7,233,53,18,5,3,2,6,99,18,43,8,8,4,8,1,1,3,1,1,20,5,4,1,0,8,26,5,2,4,0,10,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,2,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,2,1,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,147 E.T. Δήμου Πολυγύρου,329,227,3,1,4,223,52,17,7,1,2,11,108,49,18,1,12,11,11,4,2,0,2,1,13,3,1,2,0,3,12,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8,1,1,1,2,0,0,0,4,0,0,0
9 - Χαλκιδικής,148 E.T. Δήμου Πολυγύρου,519,311,4,1,5,306,57,8,13,3,1,10,167,47,43,6,31,11,24,3,2,1,7,4,2,0,0,0,0,2,9,1,0,2,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,3,1,2,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,6,3,2,0,5,0,0,0,6,0,0,0
9 - Χαλκιδικής,149 E.T. Δήμου Πολυγύρου,472,281,3,0,3,278,62,6,15,4,6,6,130,25,36,3,28,9,13,2,4,1,6,0,11,0,1,0,0,8,5,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,5,3,1,3,3,0,0,0,0,0,0,0,0,8,0,0,8,0,7,1,1,0,2,0,0,1,10,6,1,0
9 - Χαλκιδικής,150 E.T. Δήμου Πολυγύρου,471,289,3,0,3,286,47,12,12,6,3,3,175,35,53,9,42,10,16,0,1,1,11,1,7,2,0,2,0,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,3,0,5,0,0,0,7,0,0,0
9 - Χαλκιδικής,151 E.T. Δήμου Πολυγύρου,470,267,5,2,7,260,53,22,16,3,6,1,118,43,39,5,24,2,25,0,3,3,14,3,13,0,1,2,1,4,6,1,2,0,0,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,7,2,3,2,1,0,0,0,0,3,1,0,0,3,1,0,0,1,14,3,4,0,2,1,0,0,4,3,0,0
9 - Χαλκιδικής,152 E.T. Δήμου Πολυγύρου,485,290,5,0,5,285,65,14,21,3,6,7,116,33,28,6,26,2,17,1,3,1,8,0,26,1,3,6,0,12,13,0,5,1,0,2,9,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,14,4,0,2,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,3,3,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,153 E.T. Δήμου Πολυγύρου,471,294,3,2,5,289,51,8,19,1,9,5,143,30,40,5,38,12,24,1,4,2,9,4,17,3,0,1,0,10,6,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,4,1,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13,2,2,0,5,0,0,0,8,0,0,0
9 - Χαλκιδικής,154 E.T. Δήμου Πολυγύρου,332,207,4,4,8,199,36,10,10,2,3,4,119,36,32,4,23,3,10,0,1,1,2,0,11,0,2,1,0,5,6,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,155 E.T. Δήμου Πολυγύρου,318,204,1,2,3,201,67,17,22,4,3,6,77,26,20,2,13,1,12,0,0,3,3,3,23,3,5,8,1,4,9,2,2,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0
9 - Χαλκιδικής,156 E.T. Δήμου Πολυγύρου,386,305,5,1,6,299,113,7,24,16,23,15,99,35,41,2,8,4,9,0,2,1,4,1,32,3,3,7,0,10,24,3,7,0,0,9,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,157 E.T. Δήμου Πολυγύρου,462,321,8,2,10,311,123,11,41,13,17,12,119,30,59,2,12,3,10,2,0,0,4,2,27,4,2,7,0,10,11,0,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,2,3,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,158 E.T. Δήμου Πολυγύρου,427,284,3,2,5,279,63,22,12,5,9,3,145,71,30,5,23,0,18,1,0,3,8,3,19,0,3,3,0,12,5,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,1,3,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,159 E.T. Δήμου Πολυγύρου,337,237,4,2,6,231,56,12,17,3,6,5,100,32,30,7,20,1,6,2,0,2,1,0,37,2,1,11,0,17,4,0,0,0,1,0,5,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,13,3,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,2,0,1,1
9 - Χαλκιδικής,160 E.T. Δήμου Πολυγύρου,263,173,0,0,0,173,60,11,19,10,4,2,93,29,29,2,14,5,4,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0
9 - Χαλκιδικής,161 E.T. Δήμου Πολυγύρου,332,220,2,1,3,217,84,20,30,7,2,7,80,24,31,1,12,3,8,0,2,1,2,1,21,2,1,4,0,13,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,2,3,0,0,0,2,0,0,0
9 - Χαλκιδικής,162 E.T. Δήμου Πολυγύρου,278,172,2,1,3,169,45,9,1,1,4,15,82,44,16,2,10,2,13,0,0,3,1,2,13,1,0,2,0,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0
9 - Χαλκιδικής,163 E.T. Δήμου Πολυγύρου,313,191,2,1,3,188,44,19,4,0,7,9,100,36,30,0,16,5,12,0,2,2,5,1,11,4,0,2,0,3,5,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,164 E.T. Δήμου Πολυγύρου,290,142,3,0,3,139,39,6,8,5,9,2,65,20,15,0,18,1,4,1,0,0,2,1,8,1,1,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,4,2,0,0,0,1,0,0,0
9 - Χαλκιδικής,165 E.T. Δήμου Πολυγύρου,300,143,2,0,2,141,44,10,5,1,11,4,51,16,21,2,10,0,4,0,0,0,1,3,5,2,0,0,0,1,4,0,1,1,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,6,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,4,1,0,0,0,1,0,0,0
9 - Χαλκιδικής,166 E.T. Δήμου Πολυγύρου,555,327,2,3,5,322,115,7,5,21,67,1,108,27,27,6,43,0,15,1,1,0,6,2,13,0,3,3,1,2,21,1,4,3,0,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,1,1,1,2,8,0,0,0,1,0,0,0,1,0,0,0,0,12,1,1,6,3,0,0,0,8,0,0,0
9 - Χαλκιδικής,167 E.T. Δήμου Πολυγύρου,540,315,4,1,5,310,105,5,10,21,62,2,117,34,27,2,36,5,9,0,0,0,7,0,17,1,5,1,1,8,18,2,2,4,0,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,2,1,3,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,19,0,3,12,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,168 E.T. Δήμου Πολυγύρου,542,322,1,1,2,320,92,5,6,15,56,2,123,29,31,2,48,5,13,0,5,1,5,1,15,1,2,0,0,11,21,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,2,0,2,1,7,0,1,0,2,0,0,0,2,0,0,0,0,18,0,1,8,3,0,0,0,7,0,0,0
