ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΠΑΝΟΣ ΙΩΑΚΕΙΜ του Χρήστου,ΣΑΚΚΑΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΤΟΣΚΑΣ ΛΑΖΑΡΟΣ του Ηλία,Νέα Δημοκρατία,ΒΑΓΙΩΝΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΣΟΦΙΟΥ ΜΑΓΔΑΛΗΝΗ του Ευαγγέλου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΧΑΤΖΗΣΤΑΜΑΤΙΟΥ-ΛΕΜΟΝΙΑΔΟΥ ΕΛΕΥΘΕΡΙΑ (ΡΙΤΣΑ) του Ηλία,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΪΝΔΕΡΛΗ ΕΥΡΥΚΛΕΙΑ του Δημητρίου,ΒΛΑΧΟΥ ΣΩΤΗΡΙΑ του Ιωάννη,ΖΑΜΠΙΔΗΣ ΠΡΟΔΡΟΜΟΣ του Χαραλάμπους,ΜΑΝΩΛΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Γρηγορίου,ΧΑΣΑΠΗΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΒΛΑΧΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Αστερίου,ΕΥΤΑΤΟΓΛΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΖΕΠΠΟΥ ΜΑΡΘΑ του Ιωάννη,ΚΑΝΕΛΗΣ ΑΡΙΣΤΕΙΔΗΣ του Δημητρίου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,Κ.Κ.Ε.,ΖΑΧΑΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Γερασίμου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΩΥΣΙΑΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστερίου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΣΑΚΟΛΕΒΑ ΜΑΡΙΑ του Σωτηρίου,ΤΣΑΟΥΡΕΛΟΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΖΑΦΕΙΡΟΥΛΗ ΒΡΕΤΟΥ ΦΑΝΗ του Βασιλείου,ΡΗΓΟΠΟΥΛΟΣ ΦΡΑΓΚΙΣΚΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΜΠΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Χρήστου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,ΧΑΡΙΤΟΥ ΜΑΡΓΑΡΙΤΑ του Αποστόλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΖΑ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΙΟΔΩΡΟΥ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΠΑΒΕΛΗ ΘΕΟΔΩΡΑ του Ζαρίφη,ΟΙΚΟΝΟΜΟΥ ΑΡΙΣΤΕΙΔΗΣ του Νικολάου,ΠΙΤΟΥΛΑΣ ΕΛΕΥΘΕΡΙΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΥ ΚΥΡΙΑΚΟΥΛΑ του Κωνσταντίνου,ΤΣΟΜΑΚΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκή Ενότητα,ΑΜΑΝΑΤΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοφίλου,ΓΡΑΣΣΟΥ ΚΑΛΙΡΡΟΗ του Γεωργίου,ΔΕΡΓΙΑΔΕ-ΚΑΝΤΑΡΑ ΜΑΡΙΑ του Λεωνίδα,ΠΑΣΧΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αντωνίου,ΜέΡΑ25,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΚΛΗΜΑΤΣΙΔΑ ΣΩΣΑΝΝΑ του Αστερίου,ΣΑΚΕΛΛΑΡΗΣ ΣΩΤΗΡΙΟΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΣΤΑΘΙΟΥ ΓΕΡΑΚΙΝΑ του Χριστοδούλου,ΚΥΠΡΑΙΟΥ ΕΛΕΝΗ του Βασιλείου,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,169 E.T. Δήμου Πολυγύρου,544,323,2,2,4,319,83,1,1,18,55,0,142,45,46,7,29,1,19,2,0,4,8,0,19,1,7,2,1,8,8,1,3,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,1,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,16,0,5,5,1,1,0,0,5,2,0,0
9 - Χαλκιδικής,170 E.T. Δήμου Πολυγύρου,528,302,4,1,5,297,100,4,3,28,57,0,110,34,21,5,33,1,10,1,0,1,6,1,11,1,3,2,1,1,19,1,0,1,0,11,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,3,0,1,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,12,0,3,4,1,0,0,0,8,0,0,0
9 - Χαλκιδικής,171 E.T. Δήμου Πολυγύρου,536,282,3,4,7,275,72,0,3,18,40,8,113,28,29,2,36,2,20,0,3,1,13,0,14,1,3,2,0,6,28,3,2,5,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,11,1,1,7,3,1,0,0,3,0,0,0
9 - Χαλκιδικής,172 E.T. Δήμου Πολυγύρου,531,297,4,5,9,288,94,3,12,18,47,6,123,34,12,6,59,2,9,0,2,1,5,0,21,1,5,1,1,12,15,5,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,3,5,1,0,0,0,3,0,0,0
9 - Χαλκιδικής,173 E.T. Δήμου Πολυγύρου,309,201,4,1,5,196,26,8,3,0,4,0,94,19,42,1,18,11,17,1,2,0,5,6,34,1,1,6,2,18,6,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,7,2,0,0,0,0,0,0,2,0,1,0
9 - Χαλκιδικής,174 E.T. Δήμου Πολυγύρου,262,152,3,1,4,148,21,4,4,3,2,0,80,18,23,4,19,6,14,0,2,4,4,1,9,0,0,1,0,7,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,1,0,0,0,1,0,0,0
9 - Χαλκιδικής,175 E.T. Δήμου Πολυγύρου,547,368,1,6,7,361,94,15,14,18,18,9,199,68,53,5,56,4,16,2,1,1,9,2,10,3,2,1,1,3,4,1,0,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,2,1,0,2,0,0,0,3,0,0,0,1,0,0,0,0,10,1,1,5,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,176 E.T. Δήμου Πολυγύρου,576,350,1,6,7,343,63,14,13,13,7,7,187,50,59,9,52,1,25,1,1,2,14,5,12,1,0,2,1,8,1,1,0,0,0,0,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,27,8,1,6,7,1,0,0,0,0,6,4,1,1,0,0,0,0,0,8,1,3,4,0,0,0,0,9,4,0,0
9 - Χαλκιδικής,177 E.T. Δήμου Πολυγύρου,199,124,2,1,3,121,21,0,2,0,2,10,77,41,17,2,4,2,6,1,0,0,4,1,4,0,0,1,0,2,3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
9 - Χαλκιδικής,178 E.T. Δήμου Πολυγύρου,375,239,8,2,10,229,62,21,9,3,17,1,79,31,18,1,18,1,13,0,1,0,9,0,52,0,48,0,1,1,8,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,179 E.T. Δήμου Πολυγύρου,372,238,2,1,3,235,40,9,7,2,14,2,97,27,23,5,35,0,22,1,2,1,13,0,41,0,35,2,0,3,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,4,4,3,0,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,180 E.T. Δήμου Πολυγύρου,398,243,5,1,6,237,56,6,11,6,26,4,90,27,27,3,21,1,15,1,3,1,7,0,41,0,38,0,0,2,6,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,2,3,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,181 E.T. Δήμου Πολυγύρου,343,246,5,2,7,239,76,14,23,8,13,0,109,9,49,1,41,0,2,0,0,0,1,0,9,2,0,1,0,4,6,1,0,0,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,19,3,5,5,3,0,0,0,0,0,0,0
9 - Χαλκιδικής,182 E.T. Δήμου Πολυγύρου,457,308,2,3,5,303,53,15,11,1,7,6,167,31,56,6,45,2,11,0,1,1,5,0,25,5,8,3,1,4,12,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,0,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,183 E.T. Δήμου Πολυγύρου,404,236,2,3,5,231,85,11,23,8,10,8,85,27,13,5,24,0,13,0,5,0,6,1,13,0,0,1,0,7,17,1,10,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,3,4,1,0,0,0,3,2,0,0
9 - Χαλκιδικής,184 E.T. Δήμου Πολυγύρου,349,248,1,0,1,247,64,6,17,10,8,7,99,30,34,1,24,1,10,0,2,1,5,0,22,1,3,2,0,10,18,0,12,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,3,2,8,0,0,0,5,0,0,0
9 - Χαλκιδικής,185 E.T. Δήμου Πολυγύρου,421,279,1,3,4,275,94,14,34,11,16,2,103,32,32,6,24,0,13,2,1,0,7,2,28,1,8,3,0,13,5,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,2,2,2,0,0,0,12,0,0,0
9 - Χαλκιδικής,186 E.T. Δήμου Πολυγύρου,539,398,4,5,9,389,84,11,22,11,19,10,219,33,81,1,94,0,6,0,1,0,3,0,29,0,0,11,2,6,7,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,2,12,3,0,0,0,5,0,0,0
9 - Χαλκιδικής,187 E.T. Δήμου Πολυγύρου,569,376,7,6,13,363,68,8,19,9,12,11,203,24,74,2,92,1,18,1,2,3,4,3,13,0,3,3,0,7,10,0,1,1,0,7,4,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,23,5,3,1,6,2,1,1,0,0,2,1,0,0,1,0,1,0,0,8,1,1,4,4,1,0,1,5,2,0,1
9 - Χαλκιδικής,188 E.T. Δήμου Πολυγύρου,553,384,8,2,10,374,81,10,27,12,16,7,205,38,68,5,85,1,20,0,5,2,8,1,15,1,2,3,2,4,13,0,3,0,1,8,5,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,11,2,0,3,4,0,0,0,0,0,3,1,1,0,1,1,0,0,0,12,0,4,7,0,0,0,0,6,0,2,0
9 - Χαλκιδικής,189 E.T. Δήμου Πολυγύρου,554,380,4,2,6,374,102,22,21,15,17,8,199,33,67,2,80,1,14,0,2,1,5,2,14,1,0,4,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,17,1,1,7,2,0,0,0,5,0,0,0
9 - Χαλκιδικής,190 E.T. Δήμου Πολυγύρου,533,361,3,3,6,355,100,20,27,15,14,12,162,31,41,4,63,3,10,1,0,0,5,0,18,3,2,3,0,5,18,1,2,1,0,6,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,15,5,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,13,3,2,6,3,0,0,0,5,0,0,0
9 - Χαλκιδικής,191 E.T. Δήμου Πολυγύρου,534,378,7,1,8,370,91,14,32,8,14,5,176,27,56,1,69,5,15,2,2,1,6,0,16,2,1,4,0,7,19,0,2,1,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,1,1,12,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,192 E.T. Δήμου Πολυγύρου,529,338,4,2,6,332,77,14,16,7,14,13,172,22,85,4,49,0,20,0,2,4,7,1,6,0,1,1,1,3,13,1,2,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,1,0,2,1,2,0,1,0,4,0,0,0,0,0,0,0,0,11,1,1,5,7,0,0,0,4,0,0,0
9 - Χαλκιδικής,193 E.T. Δήμου Πολυγύρου,526,346,4,0,4,342,74,14,13,8,9,15,180,26,57,5,76,0,12,1,1,1,4,2,24,3,1,4,2,11,7,0,1,0,0,4,6,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,10,4,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,14,1,1,10,4,1,0,0,5,2,1,0
9 - Χαλκιδικής,194 E.T. Δήμου Πολυγύρου,533,359,1,1,2,357,54,4,9,9,9,9,204,20,80,5,85,0,19,0,1,1,2,5,15,1,3,1,0,6,14,0,2,0,0,9,6,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,13,2,1,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,13,0,1,8,5,0,0,0,3,0,0,0
9 - Χαλκιδικής,195 E.T. Δήμου Πολυγύρου,241,171,2,2,4,167,26,3,11,7,0,1,98,25,29,1,33,0,15,0,1,1,11,0,5,1,3,1,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0
9 - Χαλκιδικής,196 E.T. Δήμου Πολυγύρου,336,262,3,0,3,259,34,12,4,6,5,1,167,18,60,1,70,0,10,1,2,1,3,2,10,1,0,5,0,4,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,3,1,4,3,0,0,0,2,0,0,0
9 - Χαλκιδικής,197 E.T. Δήμου Σιθωνίας,482,282,0,2,2,280,55,8,10,1,13,6,124,38,20,3,39,5,13,1,1,0,7,1,20,4,2,3,3,7,7,0,0,0,1,2,8,3,2,1,0,0,2,0,0,1,1,0,0,1,0,0,15,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,24,2,1,0,0,6,3,2,0
9 - Χαλκιδικής,198 E.T. Δήμου Σιθωνίας,552,331,4,2,6,325,88,11,36,2,21,6,141,37,20,13,42,1,11,2,3,1,3,1,31,2,3,3,1,20,7,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,22,5,0,0,0,2,0,0,0
9 - Χαλκιδικής,199 E.T. Δήμου Σιθωνίας,449,252,1,4,5,247,54,11,16,4,11,4,110,33,19,4,40,4,15,0,0,2,4,7,13,1,2,0,1,7,5,0,1,0,1,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,3,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,0,2,20,6,2,2,0,3,1,1,0
9 - Χαλκιδικής,200 E.T. Δήμου Σιθωνίας,454,264,5,2,7,257,51,7,16,2,11,1,106,18,20,4,37,0,28,1,4,2,17,2,33,5,1,1,0,26,5,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,18,1,2,13,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,201 E.T. Δήμου Σιθωνίας,449,266,3,1,4,262,42,13,14,0,9,2,128,31,32,2,49,4,15,0,1,1,5,4,16,2,0,1,4,8,4,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,5,2,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,19,0,0,18,4,0,0,0,3,0,0,0
9 - Χαλκιδικής,202 E.T. Δήμου Σιθωνίας,446,268,4,2,6,262,46,7,13,1,15,3,102,23,22,4,44,0,27,2,2,2,9,4,17,2,1,3,0,8,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,34,1,1,30,0,0,0,0,8,0,0,0
9 - Χαλκιδικής,203 E.T. Δήμου Σιθωνίας,470,271,2,1,3,268,57,7,19,5,11,4,96,37,25,2,18,1,22,1,5,2,9,0,35,5,3,13,2,6,7,1,1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,15,0,5,8,6,0,2,0,8,1,3,0
9 - Χαλκιδικής,204 E.T. Δήμου Σιθωνίας,472,258,4,2,6,252,71,7,36,5,7,6,98,31,27,4,12,3,12,0,0,2,6,1,17,3,0,7,1,4,11,5,0,0,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,1,0,0,0,3,0,0,0,4,0,0,0,0,14,1,5,5,2,0,0,0,7,0,0,0
9 - Χαλκιδικής,205 E.T. Δήμου Σιθωνίας,469,288,0,3,3,285,58,8,17,5,8,7,129,35,33,2,44,1,5,0,1,0,1,2,27,4,2,8,0,6,17,1,1,4,7,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,5,3,0,2,2,1,0,2,0,0,0,0,0,5,0,0,0,0,17,0,2,6,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,206 E.T. Δήμου Σιθωνίας,481,271,4,1,5,266,78,8,54,3,5,7,96,32,27,8,11,3,6,1,0,1,3,0,38,2,4,18,2,4,12,1,1,1,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,6,6,2,0,0,0,2,0,0,0
9 - Χαλκιδικής,207 E.T. Δήμου Σιθωνίας,468,284,2,3,5,279,75,6,35,8,12,2,103,23,24,3,35,2,7,0,1,0,3,0,28,1,0,12,0,14,19,0,2,2,2,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,16,0,10,3,4,0,0,0,6,0,0,0
9 - Χαλκιδικής,208 E.T. Δήμου Σιθωνίας,432,296,6,3,9,287,66,14,20,1,9,8,133,38,43,2,37,3,14,0,1,1,8,1,19,0,0,4,1,13,5,0,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19,4,2,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,15,1,2,7,2,0,0,0,6,0,0,0
9 - Χαλκιδικής,209 E.T. Δήμου Σιθωνίας,439,312,6,7,13,299,82,14,32,3,13,14,111,28,42,2,32,4,23,0,2,2,8,3,33,2,0,6,1,24,2,0,0,1,1,0,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,15,4,1,3,1,3,1,1,1,0,3,1,0,1,2,0,1,0,0,17,2,4,7,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,210 E.T. Δήμου Σιθωνίας,539,299,4,3,7,292,69,16,29,0,13,0,121,34,38,4,34,3,16,1,1,3,7,3,40,0,0,34,0,2,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,6,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,211 E.T. Δήμου Σιθωνίας,561,319,8,1,9,310,69,9,33,6,11,4,112,33,43,2,22,2,10,1,1,2,1,0,55,0,2,41,0,9,6,0,1,0,1,3,5,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,19,4,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,12,4,0,1,0,8,4,1,0
9 - Χαλκιδικής,212 E.T. Δήμου Σιθωνίας,541,313,7,1,8,305,94,20,46,3,11,2,103,29,26,2,27,1,8,0,1,1,1,2,48,0,1,34,0,10,7,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,3,11,1,0,0,0,6,0,0,0
9 - Χαλκιδικής,213 E.T. Δήμου Σιθωνίας,538,317,5,1,6,311,69,11,29,6,6,5,142,38,48,0,46,2,13,3,1,1,4,0,31,0,0,26,0,4,3,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,8,1,2,7,1,2,2,0,0,3,1,1,0,1,1,0,0,0,8,0,1,5,5,1,4,0,6,1,0,2
9 - Χαλκιδικής,214 E.T. Δήμου Σιθωνίας,536,295,3,2,5,290,78,17,30,1,9,9,108,30,21,2,42,0,15,0,0,1,6,1,32,0,0,25,1,4,11,2,0,0,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,3,7,4,0,0,0,9,0,0,0
9 - Χαλκιδικής,215 E.T. Δήμου Σιθωνίας,445,238,1,1,2,236,83,3,67,2,2,1,104,31,33,1,28,3,16,0,2,1,6,4,11,0,1,4,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,0,0,0
9 - Χαλκιδικής,216 E.T. Δήμου Σιθωνίας,478,252,2,1,3,249,88,0,76,5,0,0,96,40,35,0,9,2,17,2,0,1,6,2,12,2,0,3,0,4,3,1,0,0,1,0,7,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,0,1,1,1,0,0,0,0,1,0,0,0,3,2,0,0,1,6,0,2,0,3,3,0,0,5,3,1,1
9 - Χαλκιδικής,217 E.T. Δήμου Σιθωνίας,458,263,4,1,5,258,80,1,74,0,2,0,108,50,25,3,18,1,16,1,2,2,6,2,17,1,1,5,2,5,4,0,0,1,2,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,9,1,2,1,4,1,3,0,5,0,2,1
9 - Χαλκιδικής,218 E.T. Δήμου Σιθωνίας,457,223,2,3,5,218,70,2,61,2,2,1,86,38,33,1,7,1,13,0,0,0,2,1,5,2,1,1,0,0,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,1,4,2,0,0,0,5,0,0,0
9 - Χαλκιδικής,219 E.T. Δήμου Σιθωνίας,469,252,5,0,5,247,94,1,85,1,1,1,96,47,22,1,13,1,14,1,1,1,8,2,11,0,1,6,0,4,6,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,2,1,0,0,0,5,0,0,0
9 - Χαλκιδικής,220 E.T. Δήμου Σιθωνίας,490,264,7,0,7,257,104,3,88,0,2,0,84,20,39,1,13,2,28,3,3,2,12,4,11,0,2,5,1,2,3,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,2,3,4,0,0,0,0,0,0,0
9 - Χαλκιδικής,221 E.T. Δήμου Σιθωνίας,456,286,7,0,7,279,78,6,44,6,2,0,124,29,40,6,33,2,11,0,0,0,9,2,25,2,0,4,0,17,15,0,0,1,13,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,4,0,1,0,3,1,0,2
9 - Χαλκιδικής,222 E.T. Δήμου Σιθωνίας,352,225,4,1,5,220,62,6,40,2,2,0,98,16,39,1,32,3,10,0,3,1,3,1,11,2,1,1,0,7,10,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,4,5,0,0,0,7,0,0,0
9 - Χαλκιδικής,223 E.T. Δήμου Σιθωνίας,345,220,7,3,10,210,41,2,29,1,0,1,91,29,33,2,15,1,5,0,0,1,3,0,17,2,0,4,0,11,17,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,2,1,4,0,0,0,13,0,0,0
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από 33ο Ε.Τ. Νομ. Θεσσαλονίκης),394,200,4,4,8,192,50,13,17,0,5,5,86,29,19,8,12,1,8,0,3,0,2,1,14,2,3,4,1,1,7,0,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,0,0,5,0,0,0
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από Εφετείο Θεσσαλονίκης),60,40,0,0,0,40,7,2,1,0,1,1,25,11,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9 - Χαλκιδικής,ΕΙΔΙΚΟ ΤΜΗΜΑ ΑΓΡΟΤΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΚΑΣΣΑΝΔΡΑΣ,87,79,12,1,13,66,50,20,5,6,2,7,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,1,0,0,0,0,0,0,0
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από 144ο Ε.Τ. Νομ. Αττικής-Αθηνών),231,140,1,0,1,139,51,14,20,9,5,3,49,17,9,6,2,6,2,0,2,0,0,0,10,1,4,0,1,3,15,2,1,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,0,0,0
Σύνολο,,104615,64069,900,480,1380,62689,15244,2957,3636,955,2581,1838,26702,7530,6518,2114,6196,926,3300,147,532,259,1312,375,6500,802,784,525,573,3045,1969,340,188,219,121,367,988,95,48,46,21,1,209,15,10,14,231,13,7,9,52,3,2714,562,307,393,367,213,100,15,38,5,289,32,19,5,209,32,5,13,15,2387,376,469,583,593,56,23,18,1195,132,72,25
